"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18767.88,333.00,331.73,0.30%,4.94%,84.90%,0.83%,0.64%,0.79,2694.70,56.93,1.01%,2838440
2,"AA",12908.19,1073.00,1069.37,0.20%,54.72%,68.40%,12.42%,12.23%,4.87,26884.40,11.74,-2.41%,18887376
3,"AADR",,,,,,,,,,4.21,38.46,1.72%,881
4,"AAIT",,,,,,,,,0.82,2.68,33.15,2.76%,760
5,"AAL",8447.63,231.06,751.64,0.70%,,33.30%,,8.40%,4.74,13306.03,36.93,1.01%,7888847
6,"AAMC",1882.40,2.35,1.70,2.50%,3.52%,63.20%,8.78%,3.89%,3.08,21.40,775.00,-3.13%,53299
7,"AAME",83.92,21.30,5.14,8.50%,-1.47%,4.90%,1.95%,0.24%,1.09,11.18,3.94,0.00%,10305
8,"AAN",2316.99,75.23,66.89,0.40%,-5.64%,0.80%,,13.23%,6.62,1336.74,30.73,-0.23%,1365594
9,"AAOI",242.00,12.60,11.43,1.50%,,31.70%,78.81%,1.42%,1.73,94.26,23.66,23.23%,481985
10,"AAON",1083.52,36.74,28.06,0.30%,-12.68%,58.20%,-0.09%,3.54%,7.95,124.85,29.88,1.32%,109577
11,"AAP",9097.31,72.76,72.35,0.60%,-20.13%,95.70%,-0.96%,2.50%,1.96,922.86,127.36,1.86%,1031160
12,"AAPL",472830.30,896.07,890.69,0.04%,21.32%,61.70%,0.13%,1.86%,1.30,12675.71,526.24,-0.27%,12796725
13,"AAT",1321.92,39.82,34.52,1.00%,-21.34%,86.10%,-0.45%,1.75%,3.37,179.35,33.07,-0.39%,353622
14,"AAU",94.90,61.23,52.88,5.36%,,5.90%,165.15%,0.78%,2.66,154.29,1.60,3.23%,148378
15,"AAV",535.46,134.20,167.04,0.25%,,58.00%,5.10%,0.13%,1.75,128.96,4.09,2.51%,137712
16,"AAWW",783.97,25.04,24.49,1.30%,9.41%,96.80%,-2.81%,11.42%,7.01,399.05,30.13,-3.77%,683108
17,"AAXJ",,,,,,,,,0.72,768.52,58.15,-0.39%,532676
18,"AB",2211.42,92.26,94.60,0.30%,-0.77%,28.80%,-4.69%,2.91%,6.93,397.55,24.22,1.04%,314874
19,"ABAX",871.91,22.27,21.03,2.20%,-2.20%,97.90%,0.47%,14.03%,15.12,195.16,37.95,-3.07%,287834
20,"ABB",58183.01,2297.00,2295.97,,,3.60%,-1.32%,0.18%,2.29,1754.32,25.48,0.59%,1285487
21,"ABBV",81863.28,1608.00,1589.52,0.06%,-0.31%,69.30%,1.38%,0.59%,1.35,6957.95,50.91,0.00%,6387009
22,"ABC",15661.14,230.28,226.26,0.20%,-0.43%,87.30%,-1.68%,2.86%,3.75,1726.48,67.85,-0.24%,1667088
23,"ABCB",501.56,24.02,21.75,2.90%,8.57%,67.20%,-2.71%,1.66%,4.13,87.55,21.04,0.77%,76278
24,"ABCD",95.13,47.56,11.39,71.14%,-2.66%,15.30%,-17.57%,0.05%,0.19,28.22,2.00,0.00%,18932
25,"ABCO",2307.67,36.06,35.98,0.40%,-26.12%,96.80%,1.38%,6.90%,10.29,241.34,64.08,0.14%,161086
26,"ABFS",869.25,25.79,24.30,3.40%,14.80%,94.80%,-1.87%,7.34%,4.30,415.01,33.26,-1.33%,255274
27,"ABG",1566.78,30.50,30.28,1.70%,-10.37%,97.70%,-0.89%,3.48%,3.58,294.23,50.84,-1.03%,190587
28,"ABIO",21.12,10.83,13.24,2.60%,30.72%,22.40%,-2.18%,24.47%,2.10,1545.46,1.88,-3.59%,727643
29,"ABM",1555.80,55.33,50.69,1.80%,10.30%,83.70%,2.72%,1.73%,4.05,216.47,28.23,0.39%,250485
30,"ABMC",2.83,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.42,14.02,0.12,-7.62%,200
