"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ABIO","ARCA biopharma, Inc.","Healthcare","Biotechnology","USA",19.50,,2.26,25.56%,16230757
2,"ATHX","Athersys, Inc.","Healthcare","Biotechnology","USA",177.05,,3.92,24.05%,7060572
3,"BCAR","Bank of the Carolinas Corp.","Financial","Regional - Mid-Atlantic Banks","USA",2.34,,0.80,33.33%,1100
4,"BORN","China New Borun Corporation","Consumer Goods","Beverages - Brewers","China",67.91,4.33,3.12,18.18%,1957346
5,"CALI","China Auto Logistic Inc.","Services","Auto Dealerships","China",15.51,84.00,5.14,22.38%,384917
6,"CCIH","ChinaCache International Holdings Ltd.","Technology","Internet Information Providers","China",265.52,,13.99,19.37%,2334889
7,"COOL","Majesco Entertainment Co.","Technology","Multimedia & Graphics Software","USA",23.15,,0.66,15.77%,1652664
8,"DEER","Deer Consumer Products, Inc.","Consumer Goods","Home Furnishings & Fixtures","China",1.34,0.03,0.05,25.00%,20000
9,"DRAM","Dataram Corporation","Technology","Data Storage Devices","USA",4.60,,3.28,25.34%,870572
10,"FRX","Forest Laboratories Inc.","Healthcare","Drug Manufacturers - Other","USA",15779.41,,69.30,17.94%,11845389
11,"GALE","Galena Biopharma, Inc.","Healthcare","Biotechnology","USA",468.04,,6.24,16.42%,25382992
12,"GENE","Genetic Technologies Ltd.","Healthcare","Biotechnology","Australia",23.19,,1.70,15.65%,1020393
13,"IFNY","Infinity Energy Resources Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",23.41,,1.53,16.79%,48282
14,"IMRS","IMRIS, Inc.","Healthcare","Medical Instruments & Supplies","Canada",81.17,,2.19,40.38%,1952011
15,"IPWR","Ideal Power, Inc.","Industrial Goods","Diversified Machinery","USA",20.59,,7.14,22.26%,191395
16,"KONG","Kongzhong Corp.","Technology","Multimedia & Graphics Software","China",332.50,21.43,9.12,15.01%,746281
17,"MEET","MeetMe, Inc.","Technology","Internet Information Providers","USA",68.77,,2.08,15.56%,4942551
18,"MNGA","Magnegas Corporation","Basic Materials","Major Integrated Oil & Gas","USA",14.00,,1.01,50.75%,1417865
19,"ORMP","Oramed Pharmaceuticals Inc.","Healthcare","Biotechnology","Israel",135.50,,24.64,31.34%,1913512
20,"PATH","NuPathe, Inc.","Healthcare","Biotechnology","USA",101.64,,4.38,35.60%,5589654
21,"PGRX","Prospect Global Resources, Inc.","Basic Materials","Industrial Metals & Minerals","USA",5.64,,2.65,28.64%,670209
22,"PLUG","Plug Power Inc.","Technology","Diversified Electronics","USA",264.35,,4.55,18.18%,109226952
23,"PTGI","Primus Telecommunications Group Inc.","Technology","Long Distance Carriers","USA",41.78,,3.62,21.07%,1288148
24,"SCIL","Scientific Learning Corp.","Services","Education & Training Services","USA",6.77,,0.35,20.14%,200
25,"SEV","Sevcon, Inc.","Technology","Semiconductor - Integrated Circuits","USA",24.56,,8.76,20.00%,196873
26,"ZGNX","Zogenix, Inc.","Healthcare","Drug Manufacturers - Major","USA",348.59,,3.88,16.52%,14850329
27,"ZLCS","Zalicus Inc.","Healthcare","Biotechnology","USA",30.27,,1.78,34.85%,11967242
