"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18368.28,333.00,331.94,0.30%,9.78%,85.00%,0.96%,1.15%,1.37,2766.52,55.17,0.02%,2554378
2,"AA",12897.46,1073.00,1076.36,0.20%,54.72%,67.90%,12.42%,11.87%,4.61,27689.48,11.86,-1.33%,14625075
3,"AADR",,,,,,,,,,3.50,37.50,-0.27%,1717
4,"AAIT",,,,,,,,,0.55,3.97,31.76,1.15%,1040
5,"AAL",8757.25,231.06,467.30,1.10%,,53.80%,,11.50%,4.80,11207.90,36.70,-3.17%,7311722
6,"AAMC",2553.26,2.35,1.71,2.50%,3.52%,62.00%,7.68%,6.82%,4.84,24.14,1074.67,-0.96%,41254
7,"AAME",78.81,21.30,5.14,8.50%,,4.90%,1.95%,0.20%,1.03,9.97,3.70,-0.05%,13457
8,"AAN",2307.81,75.22,69.81,0.60%,-4.04%,0.80%,,11.43%,5.44,1466.99,30.56,-0.39%,387319
9,"AAOI",321.21,12.63,13.19,1.60%,,31.60%,79.03%,1.90%,1.87,133.51,24.27,-4.56%,468478
10,"AAON",1059.91,36.73,28.17,20.50%,-2.65%,58.60%,0.35%,3.48%,7.29,134.44,27.97,-3.08%,102906
11,"AAP",8992.33,72.78,72.43,0.60%,-20.12%,95.60%,-0.96%,2.00%,1.64,883.20,122.75,-0.66%,582011
12,"AAPL",488350.27,896.07,890.69,0.04%,3.17%,61.60%,-0.09%,2.58%,2.00,11509.82,539.78,-0.96%,10523220
13,"AAT",1332.22,39.84,34.39,1.00%,-21.33%,86.10%,0.33%,2.18%,4.37,172.04,33.04,-1.20%,105176
14,"AAU",83.88,61.23,52.88,5.36%,,5.90%,165.15%,0.84%,2.41,183.45,1.37,0.00%,100657
15,"AAV",591.82,134.20,167.57,0.25%,,58.00%,5.10%,0.06%,0.69,141.05,4.50,2.04%,766416
16,"AAWW",875.94,25.03,24.46,1.50%,18.64%,96.40%,-3.17%,10.67%,6.51,401.00,34.20,-2.26%,358043
17,"AAXJ",,,,,,,,,0.63,726.48,57.83,0.05%,418676
18,"AB",2344.28,92.26,94.60,0.20%,-0.77%,28.90%,-4.10%,2.64%,6.31,395.09,25.49,0.31%,342705
19,"ABAX",832.04,22.27,21.01,2.60%,2.12%,98.50%,1.06%,14.76%,15.53,199.73,37.56,0.54%,169825
20,"ABB",57661.00,2300.00,2292.11,,,5.60%,54.27%,0.26%,3.22,1863.96,25.10,0.12%,1472629
21,"ABBV",82290.48,1592.00,1586.98,0.10%,19.16%,70.20%,2.45%,0.74%,1.80,6523.08,51.50,-0.37%,5648336
22,"ABC",14866.68,230.28,226.31,0.20%,-1.07%,86.90%,-2.12%,2.88%,3.71,1754.65,64.85,0.45%,2183721
23,"ABCB",570.02,24.02,24.20,2.80%,9.44%,63.10%,-4.11%,2.05%,4.93,100.91,23.40,-1.39%,101484
24,"ABCD",99.41,47.56,13.08,71.14%,-2.81%,15.30%,-17.57%,0.06%,0.22,34.85,2.06,-1.44%,40874
