"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"DSS","Document Security Systems, Inc.","Services","Business Services","USA",20.77,,0.33,-27.45%,2429493
2,"DUST","Direxion Daily Gold Miners Bear 3X ETF","Financial","Exchange Traded Fund","USA",,,17.47,-15.32%,7928143
3,"GPRC","Guanwei Recycling Corp.","Industrial Goods","Waste Management","China",2.09,0.26,0.15,-23.00%,65
4,"HELI","CHC Group Ltd.","Basic Materials","Oil & Gas Equipment & Services","Cayman Islands",232.10,,2.33,-19.10%,846588
5,"HGG","hhgregg, Inc.","Services","Specialty Retail, Other","USA",205.83,,5.62,-22.48%,1653380
6,"JDST","Direxion Daily Jr Gld Mnrs Bear 3X ETF","Financial","Exchange Traded Fund","USA",,,9.64,-16.75%,8120979
7,"NEON","Neonode, Inc.","Technology","Diversified Electronics","USA",134.73,,2.62,-21.32%,1599556
8,"OIBR","Oi SA","Technology","Diversified Communication Services","Brazil",24025.50,28.50,2.42,-15.09%,2558655
9,"RCPI","Rock Creek Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",40.61,,0.18,-16.19%,1261825
10,"RTLA","iPath Long Extended Russell 2000TR ETN","Financial","Exchange Traded Fund","USA",,,151.48,-24.26%,2
