"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ARCW","ARC Group Worldwide, Inc.","Industrial Goods","Metal Fabrication","USA",251.68,42.20,12.77,-24.35%,554579
2,"ATLC","Atlanticus Holdings Corporation","Financial","Credit Services","USA",21.50,,1.26,-18.18%,8763
3,"CBMG","Cellular Biomedicine Group Inc.","Healthcare","Biotechnology","USA",167.53,,15.39,-16.59%,53490
4,"DVR","Cal Dive International Inc","Basic Materials","Oil & Gas Equipment & Services","USA",73.96,,0.60,-20.00%,685973
5,"ENSV","Enservco Corporation","Basic Materials","Independent Oil & Gas","USA",122.68,41.62,2.82,-15.32%,512108
6,"EOPN","E2open, Inc.","Technology","Application Software","USA",268.30,,6.17,-33.08%,1861802
7,"EXXI","Energy XXI","Basic Materials","Independent Oil & Gas","Bermuda",943.39,17.33,7.86,-21.79%,14940487
8,"GASL","Direxion Daily Nat Gas Rltd Bull 3X ETF","Financial","Exchange Traded Fund","USA",,,14.61,-17.41%,464612
9,"GSL","Global Ship Lease, Inc.","Services","Shipping","United Kingdom",177.36,14.92,3.12,-16.35%,276955
10,"GTXI","GTX Inc.","Healthcare","Biotechnology","USA",50.14,,0.55,-16.67%,542732
11,"KFX","Kofax Limited","Technology","Business Software & Services","USA",680.91,64.83,5.86,-24.68%,4312169
12,"SOQ","Sonde Resources Corp.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",6.00,,0.10,-19.17%,39754
13,"SZYM","Solazyme, Inc.","Basic Materials","Oil & Gas Refining & Marketing","USA",559.56,,6.04,-15.05%,4681747
14,"WTSL","The Wet Seal, Inc.","Services","Apparel Stores","USA",44.68,,0.41,-22.64%,2049655
15,"ZOOM","ZOOM Technologies, Inc.","Technology","Communication Equipment","China",0.97,,0.20,-37.50%,28693
