"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18431.46,333.42,331.93,0.30%,13.76%,85.30%,0.09%,1.26%,1.51,2769.92,54.39,-1.61%,1580847
2,"AA",15903.54,1171.10,1076.56,0.20%,47.38%,68.00%,0.11%,7.36%,3.18,24906.10,13.33,-1.84%,22912516
3,"AADR",,,,,,,,,,3.13,37.74,-0.66%,3986
4,"AAIT",,,,,,,,,0.28,3.45,31.80,-1.19%,266
5,"AAL",17568.83,471.52,467.46,1.10%,290.65%,62.40%,15.86%,5.47%,2.27,11274.56,36.00,-3.38%,9553827
6,"AAMC",2348.91,2.37,1.70,2.80%,3.11%,62.00%,11.69%,7.71%,5.64,23.26,967.00,-2.43%,5481
7,"AAME",73.75,21.07,4.98,8.60%,,4.90%,3.08%,0.11%,0.54,10.19,3.47,-0.86%,15772
8,"AAN",2151.48,71.98,69.81,0.60%,-3.79%,0.80%,,11.84%,5.89,1403.29,28.67,-4.08%,1915552
9,"AAOI",347.01,14.76,14.64,1.20%,46.24%,21.90%,-19.60%,2.91%,2.01,212.30,23.55,0.17%,204674
10,"AAON",1052.51,36.66,28.13,20.90%,-2.91%,58.60%,-0.07%,3.44%,7.25,133.20,28.42,-1.01%,147554
11,"AAP",8923.48,72.94,72.45,0.60%,-20.09%,95.60%,0.02%,2.38%,1.96,878.63,120.63,-1.40%,623704
12,"AAPL",506445.18,891.99,890.72,0.04%,3.78%,61.50%,-0.19%,2.49%,2.05,10785.47,571.94,0.73%,13765431
13,"AAT",1365.99,40.39,34.34,1.20%,-7.27%,86.10%,0.13%,2.42%,4.72,175.95,33.58,-0.71%,131262
14,"AAU",90.48,63.72,52.88,5.36%,,5.90%,149.06%,0.80%,2.58,164.49,1.47,3.52%,71948
15,"AAV",997.57,169.08,167.50,0.25%,,58.00%,4.00%,0.07%,0.44,285.17,5.89,-0.17%,419355
16,"AAWW",888.42,25.04,24.44,1.60%,25.73%,94.30%,17.24%,11.00%,7.87,341.72,34.66,-2.31%,141321
17,"AAXJ",,,,,,,,,1.41,671.64,59.44,-1.15%,1149085
18,"AB",2534.23,96.03,90.64,0.20%,-0.77%,29.20%,0.79%,2.75%,5.91,421.42,25.60,-2.99%,416418
19,"ABAX",863.30,22.25,21.01,2.60%,2.12%,97.20%,3.03%,15.53%,17.46,186.96,38.99,0.49%,295763
20,"ABB",59989.13,2303.73,2292.11,,,5.60%,0.07%,0.26%,3.36,1797.56,26.00,-0.15%,886471
21,"ABBV",78717.19,1596.05,1594.50,0.10%,19.10%,69.90%,0.07%,0.67%,1.56,6785.71,49.14,-0.36%,7285033
22,"ABC",14872.79,229.20,226.33,0.20%,-1.08%,86.80%,-0.25%,2.77%,3.30,1902.87,62.83,-3.17%,2930015
23,"ABCB",559.31,25.16,24.20,2.80%,8.97%,63.10%,0.02%,2.42%,6.13,95.54,21.78,-2.02%,75873
24,"ABCD",96.49,44.88,13.08,71.14%,-2.81%,15.30%,-10.04%,0.06%,0.27,30.08,2.25,4.65%,25370
25,"ABCO",2129.73,36.14,35.93,0.60%,7.97%,96.80%,0.23%,8.55%,12.14,252.88,57.58,-2.29%,186628
26,"ABFS",1004.27,25.87,24.48,3.30%,15.26%,95.00%,0.07%,5.32%,3.55,367.53,38.00,-2.11%,340706
27,"ABG",1853.18,30.84,30.22,1.80%,-8.57%,97.90%,-0.23%,4.62%,4.29,325.28,59.51,-0.97%,345390
28,"ABIO",34.23,21.00,18.10,2.60%,21.30%,16.90%,0.03%,22.91%,4.96,836.13,1.60,-1.84%,757748
29,"ABM",1527.77,55.86,50.48,1.80%,5.90%,83.60%,0.18%,2.62%,6.13,215.35,26.95,-1.46%,177290
30,"ABMD",998.69,39.82,39.37,2.10%,1.21%,98.50%,0.00%,15.73%,13.94,444.41,24.69,-1.56%,252349
31,"ABR",352.48,50.14,38.49,0.50%,-9.72%,57.20%,0.05%,0.52%,1.46,137.11,7.02,-0.14%,105799
32,"ABT",59300.18,1543.07,1540.09,0.20%,4.79%,69.80%,0.22%,0.82%,1.47,8593.83,38.03,-1.04%,4237471
33,"ABTL",118.50,8.91,8.77,8.62%,-40.97%,56.40%,6.48%,2.62%,0.73,313.56,12.65,-4.89%,230929
34,"ABX",20364.95,1165.71,1161.32,,,73.90%,2.69%,0.84%,0.77,12713.13,17.89,2.40%,10658147
35,"ACAD",2023.35,98.46,98.24,0.10%,23.33%,85.30%,0.44%,11.52%,4.88,2319.48,19.32,-5.99%,2663526
36,"ACAS",3993.04,269.80,259.27,1.10%,-8.73%,66.20%,0.09%,1.34%,1.15,3008.04,14.64,-1.08%,1985889
37,"ACAT",556.87,13.14,12.94,1.80%,6.77%,98.90%,7.56%,7.50%,4.61,210.67,41.75,-1.49%,185693
38,"ACC",3960.35,104.91,104.28,0.50%,22.12%,99.00%,1.26%,2.27%,2.88,822.75,37.66,-0.24%,364100
39,"ACCL",697.00,55.76,55.33,0.92%,-17.66%,89.30%,0.05%,2.73%,1.53,985.45,12.50,0.00%,183859
40,"ACCO",700.57,114.10,112.75,0.60%,19.77%,,0.23%,14.12%,23.04,691.19,5.94,-3.26%,521782
41,"ACCU",,,,,,,,,,12.93,26.46,-0.94%,46276
42,"ACE",34514.52,337.98,335.70,0.60%,16.29%,94.70%,0.21%,1.53%,3.10,1659.17,101.59,-0.52%,1383162
43,"ACET",613.01,28.38,26.87,2.00%,8.82%,64.30%,-0.21%,2.90%,2.35,331.90,22.43,3.84%,591984
44,"ACFC",65.88,15.50,13.07,1.20%,,47.20%,-15.23%,0.08%,0.44,23.67,4.25,0.00%,11654
45,"ACFN",57.47,22.19,20.45,6.60%,3.39%,41.90%,-0.01%,10.63%,12.04,180.60,2.49,-3.86%,146234
46,"ACG",1802.47,242.92,242.79,,,31.00%,10.82%,0.02%,0.06,838.16,7.39,-0.40%,511956
47,"ACGL",7777.58,134.05,129.08,1.00%,-3.87%,92.70%,0.37%,1.53%,4.09,483.99,57.38,-1.10%,220951
48,"ACH",6440.63,682.27,156.18,,,1.60%,-0.06%,1.50%,21.38,109.79,9.35,-0.95%,58173
49,"ACHC",2043.18,50.80,47.12,2.20%,-12.59%,72.50%,2.12%,9.38%,11.71,377.41,41.29,2.66%,543937
50,"ACHN",281.63,96.78,96.58,0.10%,-0.71%,97.80%,6.07%,18.43%,10.17,1749.45,2.73,-6.19%,1214638
51,"ACI",932.08,212.32,211.14,0.54%,-1.55%,68.40%,7.74%,17.61%,4.02,9256.87,4.41,0.46%,8763152
52,"ACIM",,,,,,,,,,1.05,62.88,-0.46%,745
53,"ACIW",2242.02,38.45,37.89,1.30%,12.87%,98.90%,0.62%,4.44%,5.54,304.12,56.80,-2.59%,174437
54,"ACLS",212.97,110.92,109.18,0.50%,-5.62%,52.90%,-0.02%,1.53%,2.36,706.31,1.80,-6.25%,709130
55,"ACM",3292.75,99.06,88.98,1.00%,-19.83%,72.00%,0.16%,0.89%,1.25,629.91,32.75,-1.47%,475314
56,"ACMP",11982.09,202.88,174.87,21.20%,-10.15%,67.30%,-2.61%,0.68%,3.01,393.54,58.70,-0.61%,457116
57,"ACN",52726.88,672.88,637.68,0.30%,-0.25%,82.30%,-0.19%,2.47%,5.11,3082.49,78.43,0.09%,2635135
58,"ACNB",116.75,5.99,5.86,2.00%,5.27%,7.60%,0.89%,0.01%,0.15,4.73,19.37,-0.62%,711
59,"ACO",1488.44,32.52,24.97,6.40%,-3.79%,66.80%,-3.91%,2.02%,1.08,467.46,45.74,-0.07%,294160
60,"ACOR",1445.44,41.31,40.52,1.90%,-2.73%,86.70%,0.35%,6.68%,5.36,504.54,33.46,-4.37%,271776
61,"ACPW",60.56,19.41,17.57,0.70%,-31.33%,45.90%,9.15%,1.19%,1.25,167.76,3.01,-3.53%,47481
62,"ACRE",366.71,28.56,26.03,1.20%,-84.41%,63.80%,5.95%,3.42%,3.91,227.73,12.79,-0.39%,108819
