"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19352.41,333.26,332.63,0.30%,2.78%,85.60%,-0.05%,0.73%,1.43,1709.25,58.06,-0.02%,1477561
2,"AA",19609.25,1176.32,1174.79,0.20%,1.60%,68.70%,1.51%,5.45%,4.34,14774.35,16.93,1.56%,10788833
3,"AADR",,,,,,,,,,6.62,38.89,-0.37%,170
4,"AAIT",,,,,,,,,0.35,3.85,34.56,0.00%,0
5,"AAL",29168.10,720.20,715.84,0.70%,12.05%,70.10%,20.44%,2.27%,1.33,12189.33,39.14,-3.36%,9887231
6,"AAMC",1710.80,2.24,1.56,3.60%,172.06%,72.30%,-2.59%,10.73%,8.35,20.03,727.25,-4.78%,14433
7,"AAME",83.25,20.71,4.63,75.13%,-0.03%,4.90%,1.10%,0.13%,0.55,11.12,4.06,1.00%,4707
8,"AAN",1838.84,72.31,71.90,0.50%,43.16%,0.80%,-85.43%,6.21%,5.98,747.12,25.76,1.30%,1311988
9,"AAOI",303.75,14.81,13.72,1.00%,-6.91%,63.90%,28.96%,8.17%,4.58,244.49,19.67,-4.10%,304065
10,"AAON",1013.28,55.01,42.17,21.50%,-1.35%,57.40%,-0.81%,3.49%,8.90,165.27,18.48,0.33%,445542
11,"AAP",10062.48,72.98,72.52,0.60%,2.82%,97.20%,1.86%,2.54%,2.50,737.22,138.30,0.30%,595243
12,"AAPL",618546.99,5987.87,5984.11,0.04%,16.04%,62.50%,0.49%,1.59%,1.94,48973.73,98.94,-4.22%,124421760
13,"AAT",1499.80,42.62,36.51,1.10%,25.75%,86.10%,2.24%,1.92%,4.48,156.49,35.44,0.71%,80582
14,"AAU",96.53,68.95,57.19,5.36%,,5.90%,123.76%,0.37%,1.33,157.89,1.35,-3.57%,178547
15,"AAV",1018.60,170.05,168.09,0.25%,,58.00%,3.98%,0.13%,0.54,411.25,5.94,-0.83%,409432
16,"AAVL",673.14,22.26,11.28,29.60%,,18.70%,,0.72%,0.20,394.70,30.60,1.19%,81839
17,"AAWW",855.05,25.26,24.68,2.20%,-0.36%,99.90%,-1.14%,11.48%,12.33,229.90,33.90,0.15%,239731
18,"AAXJ",,,,,,,,,2.71,462.48,66.23,1.22%,366131
19,"AB",2663.24,96.81,91.23,0.20%,19.06%,28.40%,0.12%,0.87%,2.77,287.48,27.22,-1.05%,133380
20,"ABAC",38.09,21.16,9.73,26.50%,86.45%,0.80%,21.54%,0.14%,0.39,34.55,1.70,-5.56%,58149
21,"ABAX",1093.80,22.52,21.22,5.90%,7.88%,97.20%,-0.70%,11.83%,14.37,174.58,48.60,0.06%,106706
22,"ABB",53152.12,2313.98,2291.83,,,3.80%,-3.91%,0.15%,2.24,1580.53,23.32,1.52%,1780018
23,"ABBV",87699.53,1592.51,1574.71,0.10%,10.09%,80.70%,15.94%,5.35%,8.11,10393.37,55.51,0.80%,7553773
24,"ABC",17310.92,224.38,212.44,0.20%,1.82%,86.20%,0.07%,3.28%,5.02,1388.86,77.36,0.27%,641432
25,"ABCB",619.03,26.74,24.08,2.00%,2.89%,63.00%,1.15%,3.37%,10.97,73.99,22.86,-1.25%,40968
26,"ABCD",72.72,44.89,13.16,0.10%,-2.77%,11.00%,-2.70%,0.05%,0.28,25.15,1.65,1.85%,21059
27,"ABCO",1791.04,36.30,36.00,0.80%,32.97%,96.80%,-1.84%,9.08%,13.57,240.92,48.39,-1.93%,275736
28,"ABG",2158.39,30.34,29.85,0.80%,-29.18%,99.50%,-1.02%,5.28%,6.93,227.34,71.99,1.19%,256619
29,"ABIO",28.77,21.00,17.46,1.50%,21.26%,13.30%,7.38%,15.86%,17.12,161.68,1.33,-2.92%,90674
30,"ABM",1498.00,56.00,50.64,1.80%,2.44%,85.20%,-1.86%,2.37%,5.93,202.05,26.57,-0.67%,746367
31,"ABMD",1048.32,40.46,39.79,3.20%,7.03%,99.70%,11.60%,20.64%,32.90,249.59,25.38,-2.05%,155688
32,"ABR",352.79,50.47,38.62,3.30%,14.27%,58.70%,1.53%,0.20%,0.66,119.57,6.95,-0.57%,207124
