"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19045.81,333.26,332.63,0.30%,2.78%,85.60%,0.08%,0.71%,1.39,1704.27,57.16,0.02%,1971235
2,"AA",19491.62,1176.32,1174.79,0.20%,1.60%,68.70%,1.47%,5.16%,4.12,14724.03,16.61,0.24%,9041106
3,"AADR",,,,,,,,,,6.46,38.71,-0.03%,3976
4,"AAIT",,,,,,,,,0.35,3.80,34.68,-0.80%,200
5,"AAL",28210.23,720.20,715.84,0.70%,12.05%,70.00%,20.18%,2.11%,1.23,12246.11,38.88,-0.74%,6266115
6,"AAMC",1613.14,2.24,1.56,3.60%,11.01%,72.30%,-2.59%,13.08%,10.33,19.74,744.43,3.37%,10960
7,"AAME",85.70,20.70,4.63,75.13%,-0.03%,4.90%,1.10%,0.12%,0.52,11.07,4.08,-1.45%,6629
8,"AAN",1849.69,72.31,71.91,0.70%,8.81%,0.80%,-85.37%,7.40%,7.19,740.17,25.62,0.16%,602340
9,"AAOI",320.72,14.80,13.72,1.10%,-1.81%,63.80%,28.90%,8.68%,4.88,244.02,21.24,-1.98%,199569
10,"AAON",1014.38,55.01,42.18,21.00%,-1.50%,57.40%,-0.79%,3.24%,8.36,163.36,18.66,1.19%,66129
11,"AAP",10028.18,72.98,72.52,0.60%,2.82%,97.20%,1.81%,2.39%,2.38,728.29,136.42,-0.72%,597234
12,"AAPL",612259.71,5987.87,5983.79,0.04%,1.74%,62.50%,0.53%,1.73%,2.00,51749.56,102.50,0.24%,42700600
13,"AAT",1484.45,42.62,36.51,1.10%,28.16%,86.10%,2.29%,2.40%,5.55,157.66,35.05,0.63%,153207
14,"AAU",98.00,68.53,57.19,5.36%,,5.90%,125.47%,0.33%,1.22,155.91,1.43,0.00%,54640
15,"AAV",1039.79,169.90,168.09,0.25%,,58.00%,3.98%,0.11%,0.43,419.77,6.17,0.82%,224050
16,"AAWW",832.57,25.26,24.68,2.20%,3.16%,94.30%,-1.12%,9.12%,9.98,225.74,33.45,1.49%,193194
