"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19435.72,333.26,332.63,0.30%,1.21%,85.90%,1.16%,0.83%,1.40,1964.59,58.87,0.94%,1325264
2,"AA",16822.36,1172.29,1170.74,0.20%,47.31%,68.10%,9.07%,5.74%,3.51,19144.13,14.48,0.91%,7363216
3,"AADR",,,,,,,,,,2.39,38.63,1.19%,1306
4,"AAIT",,,,,,,,,0.26,1.96,33.94,-2.25%,90
5,"AAL",29571.41,720.20,716.08,0.70%,10.14%,58.20%,64.94%,1.68%,1.12,10774.91,41.87,1.97%,12475361
6,"AAMC",2450.56,2.24,1.55,3.00%,8.04%,74.40%,13.48%,9.28%,8.55,16.84,1096.00,0.18%,18515
7,"AAME",78.04,20.81,4.72,8.70%,,5.10%,2.81%,0.07%,0.34,9.67,3.84,2.40%,6462
8,"AAN",2489.77,72.23,71.84,0.70%,26.84%,0.80%,,6.95%,5.40,924.67,34.39,-0.23%,565571
9,"AAOI",335.88,14.79,13.70,1.10%,16.47%,49.10%,78.69%,5.38%,2.99,247.05,21.78,-4.10%,202887
10,"AAON",1177.33,36.62,28.06,21.50%,-1.48%,58.00%,-1.29%,3.50%,7.93,124.08,32.76,1.90%,118718
11,"AAP",9119.48,72.95,72.50,0.70%,-19.41%,95.40%,0.25%,2.79%,2.76,733.20,125.95,0.75%,561690
12,"AAPL",555935.56,6029.67,6024.35,0.04%,9.39%,61.90%,-0.79%,0.28%,0.24,69849.90,92.08,-0.13%,29564374
13,"AAT",1423.10,41.93,35.84,1.10%,-5.34%,99.90%,2.35%,1.88%,4.35,155.07,34.10,0.47%,208241
14,"AAU",90.83,63.52,52.80,5.36%,,5.90%,150.23%,0.36%,1.94,98.04,1.41,-1.40%,83157
15,"AAV",1183.43,168.82,167.76,0.25%,,58.00%,4.01%,0.33%,1.12,490.94,7.08,1.00%,339441
16,"AAWW",932.25,25.23,24.64,2.30%,12.61%,94.30%,7.13%,10.63%,9.95,263.06,36.45,-1.35%,133161
17,"AAXJ",,,,,,,,,2.72,421.82,62.72,0.13%,574556
18,"AB",2433.91,96.24,90.81,0.40%,4.91%,28.60%,-0.86%,2.85%,6.52,396.84,25.52,0.91%,197925
19,"ABAX",982.40,22.46,21.12,6.10%,12.85%,97.20%,8.36%,14.93%,21.66,145.61,43.72,-0.05%,122484
20,"ABB",53958.24,2318.79,2314.56,,,4.00%,11.62%,0.27%,3.04,2075.86,23.27,0.00%,895513
21,"ABBV",85863.78,1590.07,1588.11,0.10%,35.78%,70.00%,0.37%,0.88%,2.43,5768.91,54.30,0.56%,3371878
22,"ABC",16152.08,225.84,213.91,0.20%,-5.44%,85.60%,-3.01%,2.89%,3.10,1994.27,71.74,0.31%,950127
23,"ABCB",535.66,25.16,22.57,2.80%,9.82%,66.20%,4.66%,3.22%,8.55,85.11,21.82,2.49%,38106
24,"ABCD",91.94,44.85,13.13,0.10%,-2.77%,11.40%,-4.25%,0.09%,0.39,29.64,2.01,-1.95%,13543
25,"ABCO",1826.71,36.60,36.31,0.80%,61.06%,96.80%,4.40%,9.11%,13.20,250.54,50.85,1.88%,303429
26,"ABG",1935.87,30.66,30.12,1.50%,-13.37%,99.50%,0.75%,4.53%,4.48,304.51,63.66,0.82%,180180
27,"ABIO",30.49,21.03,17.44,2.60%,21.26%,12.90%,-23.62%,20.64%,7.66,469.86,1.43,-1.38%,161359
28,"ABM",1472.24,56.00,50.62,1.80%,7.81%,86.80%,4.26%,2.63%,6.48,205.51,26.37,0.30%,226862
29,"ABMD",929.17,39.93,39.48,2.90%,2.75%,99.70%,11.32%,20.27%,18.62,429.71,23.43,0.69%,186582
30,"ABR",353.99,50.14,38.30,3.30%,12.66%,47.80%,2.72%,0.30%,1.04,111.31,7.01,-0.71%,81735
31,"ABT",59927.41,1501.94,1498.96,0.20%,6.22%,69.50%,-2.85%,0.72%,1.64,6592.32,39.86,-0.10%,4581354
32,"ABTL",117.05,8.99,8.87,8.62%,0.43%,61.80%,17.79%,1.55%,0.56,246.11,13.13,0.84%,98801
33,"ABX",19728.49,1164.61,1161.30,,,73.90%,2.70%,1.12%,1.29,10042.97,17.07,0.77%,8759968
34,"ACAD",2280.50,98.98,98.74,0.10%,21.15%,92.40%,9.36%,15.77%,8.31,1873.93,23.22,0.78%,742386
35,"ACAS",3960.45,267.96,263.33,1.50%,-5.43%,67.60%,1.48%,2.47%,2.22,2924.30,14.77,-0.07%,3360244
36,"ACAT",464.01,12.90,12.68,2.10%,23.76%,97.30%,3.54%,8.00%,4.31,235.65,36.81,2.35%,245627
37,"ACC",3984.48,104.91,104.30,0.60%,18.66%,99.00%,1.81%,1.43%,2.81,530.95,37.89,-0.24%,556508
38,"ACCO",689.16,114.10,112.84,0.90%,39.17%,,-0.78%,14.34%,31.78,509.21,6.18,2.32%,470977
39,"ACCU",,,,,,,,,,20.22,27.53,0.00%,0
