"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AERG","Applied Energetics, Inc.","Technology","Scientific & Technical Instruments","USA",0.92,,0.01,18.00%,550
2,"AGIO","Agios Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",132.46,,42.19,18.58%,1059397
3,"AMRN","Amarin Corporation plc","Healthcare","Drug Manufacturers - Other","Ireland",352.29,,2.40,15.94%,29813760
4,"ASTC","Astrotech Corp.","Industrial Goods","Aerospace/Defense Products & Services","USA",58.22,23.00,3.58,19.73%,1588005
5,"CHTP","Chelsea Therapeutics International Ltd.","Healthcare","Biotechnology","USA",154.58,,4.41,91.74%,44493176
6,"CTRL","Control4 Corporation","Technology","Diversified Electronics","USA",63.78,,31.45,23.38%,900728
7,"DEE","PowerShares DB Commodity Dble Short ETN","Financial","Exchange Traded Fund","USA",,,32.95,18.10%,4
8,"DRWI","DragonWave Inc.","Technology","Communication Equipment","Canada",54.05,,1.75,23.24%,4055695
9,"DTLK","Datalink Corp.","Technology","Data Storage Devices","USA",213.26,24.16,14.96,37.63%,1362258
10,"DVOX","Dynavox Inc.","Technology","Application Software","USA",0.78,,0.12,50.48%,1033
11,"EGLE","Eagle Bulk Shipping, Inc.","Services","Shipping","USA",62.51,,4.41,19.84%,2255117
12,"FREE","FreeSeas Inc.","Services","Shipping","Greece",18.59,,2.30,31.43%,9719580
13,"FTBK","Frontier Financial Corporation","Financial","Regional - Pacific Banks","USA",0.33,,0.12,71.43%,5400
14,"JRJC","China Finance Online Co. Ltd.","Technology","Internet Information Providers","China",131.90,,7.18,18.68%,3087584
15,"KIN","Kindred Biosciences, Inc.","Healthcare","Biotechnology","USA",201.82,,15.56,16.03%,329327
16,"KNDI","Kandi Technologies, Corp","Consumer Goods","Auto Manufacturers - Major","China",479.41,,15.00,15.83%,5786284
17,"LTRX","Lantronix, Inc.","Technology","Networking & Communication Devices","USA",33.53,,2.74,19.13%,2541469
18,"MFRM","Mattress Firm Holding Corp.","Consumer Goods","Home Furnishings & Fixtures","USA",1334.45,25.91,45.43,15.33%,1030209
19,"NEWL","NewLead Holdings Ltd.","Services","Shipping","Greece",15.26,,1.55,25.00%,3763497
20,"NMBL","Nimble Storage, Inc.","Technology","Data Storage Devices","USA",2879.37,,47.70,16.43%,403687
21,"ORCT","Orckit Communications Ltd.","Technology","Communication Equipment","Israel",2.28,,0.12,17.90%,48232
22,"SYMX","Synthesis Energy Systems, Inc.","Basic Materials","Specialty Chemicals","USA",58.58,,1.15,25.00%,1146404
23,"TAS","Tasman Metals Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",79.10,,1.50,15.38%,332313
24,"TNGN","Tengion, Inc.","Healthcare","Biotechnology","USA",0.57,,0.27,17.39%,1356126
25,"VIRC","Virco Manufacturing Corp.","Consumer Goods","Business Equipment","USA",34.27,,2.73,16.67%,200965
