"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19247.65,331.00,330.88,0.30%,4.97%,84.70%,0.02%,0.56%,0.79,2374.56,56.15,-3.44%,2877257
2,"AA",12319.26,1070.31,1069.39,0.20%,54.49%,61.90%,1.77%,11.10%,4.21,28214.56,11.23,-2.43%,26200558
3,"AADR",,,,,,,,,,5.10,35.50,-2.05%,1090
4,"AAIT",,,,,,,,,0.47,2.53,29.85,-1.29%,2210
5,"AAL",11272.80,336.00,751.64,0.70%,,5.60%,,8.53%,4.61,13907.79,33.96,1.22%,21690628
6,"AAMC",2366.78,2.35,1.70,2.50%,3.53%,60.50%,4.18%,3.69%,4.75,13.19,938.15,-6.93%,15119
7,"AAME",84.56,21.30,5.14,75.13%,,4.80%,1.19%,0.33%,1.61,10.57,3.93,-1.01%,12329
8,"AAN",2046.36,76.10,67.09,0.50%,-4.04%,0.80%,,10.94%,8.37,876.10,26.69,-0.74%,3281525
9,"AAOI",171.79,12.60,11.44,1.50%,,19.80%,11.63%,0.67%,1.10,69.44,13.61,-0.15%,115683
10,"AAON",1089.77,36.74,28.06,0.30%,-12.68%,58.40%,0.18%,3.48%,8.12,120.36,28.02,-5.53%,227258
11,"AAP",8352.08,72.75,72.23,0.80%,1.39%,95.90%,-0.73%,2.51%,2.35,771.61,110.22,-4.00%,1290377
12,"AAPL",448573.65,896.07,891.06,0.04%,4.98%,61.80%,-0.01%,1.71%,1.26,12117.69,501.53,0.19%,13631427
13,"AAT",1332.68,39.82,34.45,1.00%,-22.11%,86.10%,0.59%,1.64%,3.83,147.53,32.10,-4.09%,191868
14,"AAU",81.67,60.05,52.92,5.36%,,5.90%,174.02%,0.79%,3.05,137.40,1.40,2.94%,85538
15,"AAV",685.32,168.38,167.07,0.25%,,58.00%,4.02%,0.11%,1.35,141.61,3.95,-2.95%,115338
16,"AAWW",887.63,25.12,24.52,12.22%,-2.89%,94.30%,1.46%,4.14%,2.65,382.67,34.23,-3.11%,317914
17,"AAXJ",,,,,,,,,0.53,683.39,54.75,-2.11%,735994
18,"AB",2061.04,92.26,86.69,0.10%,-0.80%,33.50%,6.72%,2.75%,6.56,363.28,21.07,-5.68%,630308
19,"ABAX",850.08,22.27,21.08,1.80%,-5.20%,98.60%,1.39%,11.55%,13.69,177.85,36.96,-3.18%,369961
20,"ABB",57057.48,2297.00,2295.97,,,3.60%,0.10%,0.18%,3.07,1370.29,24.31,-2.13%,1953607
21,"ABBV",78275.70,1590.00,1589.52,0.06%,1.49%,68.50%,0.25%,0.60%,1.49,6377.83,47.35,-3.82%,10103701
22,"ABC",15479.22,230.28,231.05,0.20%,25.99%,87.70%,-0.71%,2.33%,3.31,1626.53,65.17,-3.05%,3379279
23,"ABCB",491.71,24.02,21.75,2.60%,9.66%,64.30%,-6.87%,1.68%,4.47,81.94,20.19,-1.37%,203608
24,"ABCD",90.37,47.56,11.39,71.14%,-2.66%,18.70%,-9.46%,0.16%,0.57,30.93,1.81,-4.74%,6881
25,"ABCO",2271.75,35.88,35.87,0.40%,-13.29%,96.80%,-0.36%,6.47%,10.98,211.30,61.67,-2.59%,291135
26,"ABFS",884.20,25.79,24.30,3.40%,13.75%,97.30%,0.73%,8.02%,4.43,439.78,32.51,-5.19%,589922
27,"ABG",1443.51,30.70,30.28,0.40%,-56.73%,98.20%,-0.25%,3.69%,4.20,266.37,45.42,-3.40%,578522
28,"ABIO",21.12,10.83,12.88,15.40%,19.74%,15.20%,-11.75%,20.57%,1.79,1478.72,1.88,-3.59%,529425
29,"ABM",1475.02,55.33,50.21,1.80%,10.79%,81.00%,-1.16%,1.53%,3.70,207.79,26.01,-2.44%,246511
30,"ABMC",2.83,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.33,17.68,0.12,-6.92%,200
31,"ABMD",1088.38,39.59,38.71,2.90%,2.40%,99.00%,0.19%,10.26%,9.78,406.20,26.43,-3.86%,749596
32,"ABR",298.14,43.40,38.32,0.50%,-12.15%,59.00%,-0.18%,0.30%,1.09,105.12,6.81,-0.87%,135264
33,"ABT",57446.22,1567.00,1543.51,0.10%,0.71%,68.60%,0.22%,0.74%,1.73,6624.45,35.85,-2.21%,11995060
34,"ABTL",132.45,8.90,8.78,8.62%,-44.21%,57.20%,5.32%,1.00%,0.33,268.44,13.75,-7.59%,282546
35,"ABX",19299.28,1001.00,1161.43,,,73.90%,3.15%,1.28%,0.85,17475.37,19.30,0.10%,17320280
36,"ACAD",2085.44,89.50,90.65,0.10%,-13.53%,88.40%,0.35%,10.80%,7.14,1371.27,22.31,-4.25%,1707676
37,"ACAS",4472.26,286.50,267.06,1.10%,-2.66%,59.60%,-2.89%,0.94%,1.13,2212.91,15.36,-1.60%,3198291
38,"ACAT",568.20,13.42,13.27,1.20%,-6.39%,86.80%,-1.61%,4.19%,3.07,181.21,42.05,-0.68%,577317
39,"ACC",3642.19,104.78,104.26,0.30%,12.53%,99.00%,1.31%,2.18%,3.22,706.01,33.84,-2.65%,1285358
40,"ACCL",700.20,55.66,55.13,0.92%,-17.68%,89.40%,-0.54%,1.48%,1.38,593.45,12.55,-0.24%,2394130
41,"ACCO",660.02,113.60,112.60,0.30%,-24.06%,,1.19%,14.99%,24.62,685.73,5.64,-2.93%,1193452
42,"ACCU",,,,,,,,,,17.79,25.79,-3.47%,248
43,"ACE",31978.80,340.89,338.37,0.40%,-5.85%,93.10%,0.00%,1.06%,2.27,1585.21,92.60,-1.29%,3586752
44,"ACET",591.78,27.76,26.64,2.40%,9.72%,67.80%,2.32%,2.44%,2.09,311.23,20.25,-5.02%,294010
45,"ACFC",10.17,2.51,16.17,1.20%,,13.90%,-45.06%,0.08%,0.19,71.61,4.00,-1.48%,81107
46,"ACFN",62.78,18.09,20.47,6.90%,16.09%,37.20%,-13.54%,13.10%,10.94,245.13,3.24,-6.63%,278051
47,"ACG",1799.98,242.91,242.91,,,25.60%,1.81%,0.14%,0.28,1219.75,7.39,-0.27%,666340
48,"ACGL",7075.75,131.50,127.98,0.90%,-4.44%,93.00%,0.58%,2.19%,7.44,376.75,52.87,-1.75%,477607
49,"ACH",4793.08,540.98,156.18,,,2.10%,0.57%,1.84%,19.90,144.06,8.66,-2.26%,87399
50,"ACHC",2554.04,50.04,46.86,0.40%,-44.11%,72.50%,-0.13%,13.04%,18.64,327.67,49.81,-2.41%,494821
51,"ACHN",319.90,96.65,96.45,0.10%,-0.71%,95.00%,0.14%,17.39%,7.35,2280.86,3.08,-6.95%,1932812
52,"ACI",899.35,212.11,211.10,0.54%,0.44%,62.70%,1.03%,18.54%,4.45,8795.51,4.01,-5.42%,12215068
53,"ACIM",,,,,,,,,,4.03,58.66,-2.53%,7899
54,"ACIW",2371.37,39.13,38.05,1.00%,-2.98%,98.90%,-0.35%,5.61%,7.25,294.58,58.06,-4.21%,448063
55,"ACLS",263.96,109.07,107.96,1.40%,1.06%,49.10%,-0.36%,0.58%,0.78,805.25,2.32,-4.13%,1131244
56,"ACM",2810.41,98.03,89.61,1.00%,-22.59%,71.60%,-0.73%,0.92%,1.37,601.92,27.69,-3.42%,1180830
57,"ACMP",9978.86,178.04,174.30,0.10%,0.04%,69.30%,-6.00%,0.61%,2.49,424.05,55.86,-0.34%,377685
58,"ACN",50859.27,636.70,507.51,0.30%,14.65%,81.80%,0.59%,2.89%,4.39,3339.15,78.09,-2.24%,3692936
59,"ACNB",119.34,5.98,5.84,1.70%,3.04%,7.00%,0.39%,0.03%,0.53,3.71,18.80,-5.76%,4028
60,"ACO",1110.68,32.60,24.82,6.20%,-3.99%,71.60%,1.21%,6.32%,13.22,118.60,33.83,-0.70%,217559
61,"ACOR",1183.25,40.32,40.54,1.80%,17.11%,97.10%,-4.14%,8.09%,7.42,442.11,28.55,-2.73%,457584
62,"ACPW",64.39,19.34,18.10,0.80%,-22.53%,44.30%,9.17%,2.50%,4.94,91.54,3.25,-2.40%,36443
63,"ACRE",372.93,27.98,25.98,1.20%,-84.65%,54.20%,2.25%,3.05%,3.13,253.73,13.08,-1.88%,498628
64,"ACRX",473.50,41.46,42.40,0.10%,13.46%,81.70%,-0.04%,12.75%,7.53,718.01,10.60,-7.18%,438164
65,"ACST",132.07,103.99,48.38,,,,,0.09%,0.10,415.93,1.23,-3.15%,263217
66,"ACT",25039.85,132.50,173.05,0.40%,-37.13%,70.00%,1.66%,0.86%,1.12,1327.02,182.07,-3.66%,2171947
67,"ACTG",667.92,48.33,46.16,1.60%,-1.40%,98.80%,5.37%,16.68%,10.82,711.92,13.63,-1.37%,400121
68,"ACTS",171.75,68.98,65.49,5.61%,,5.40%,6.28%,0.01%,0.09,61.21,2.44,-2.01%,72935
69,"ACU",46.72,3.19,2.75,10.80%,-2.55%,39.10%,2.89%,0.08%,0.51,4.08,14.95,2.05%,7514
70,"ACUR",80.68,47.46,47.87,1.40%,-12.51%,64.20%,0.14%,0.99%,2.01,235.28,1.64,-3.53%,132819
71,"ACW",181.31,47.59,47.01,26.43%,54.28%,71.30%,14.64%,6.40%,7.15,420.58,3.67,-3.67%,244609
72,"ACWI",,,,,,,,,0.21,1418.65,53.78,-2.13%,1574568
73,"ACWX",,,,,,,,,0.29,472.30,42.97,-1.98%,545519
74,"ACXM",2697.32,75.01,74.63,0.80%,7.33%,91.60%,0.10%,2.65%,3.45,573.42,34.55,-3.92%,1017519
75,"ACY",24.10,1.54,1.12,45.74%,,25.20%,0.52%,0.22%,0.51,4.88,15.36,-1.66%,1030
76,"ADAT",47.38,35.36,39.89,0.60%,37.62%,23.80%,0.05%,1.47%,2.48,237.50,1.30,-2.99%,52564
77,"ADBE",29557.77,499.37,494.63,0.10%,-92.19%,90.90%,-1.19%,1.16%,1.57,3651.87,58.09,-1.86%,6509370
78,"ADC",371.21,12.98,12.42,5.90%,12.15%,68.10%,-0.16%,1.40%,1.35,128.94,28.17,-1.47%,78875
79,"ADEP",187.47,10.86,10.78,0.30%,-94.32%,49.60%,-7.44%,2.37%,0.95,268.05,16.34,-5.39%,739561
80,"ADES",504.79,10.11,10.11,5.30%,0.37%,46.60%,1.66%,2.30%,2.18,106.70,48.86,-2.14%,126296
81,"ADGE",108.82,49.02,26.46,11.70%,13.79%,5.10%,6.38%,0.38%,5.02,20.08,2.21,-0.45%,11983
82,"ADHD",197.47,9.02,7.13,,,15.60%,1.30%,1.03%,0.78,94.42,20.64,-5.75%,59064
83,"ADI",15012.40,311.01,307.97,0.40%,2.98%,87.40%,-0.15%,1.80%,2.66,2085.40,47.26,-2.09%,2781192
84,"ADK",59.96,14.73,13.02,19.99%,,23.10%,8.90%,0.70%,2.81,32.62,4.10,0.74%,37868
85,"ADM",26096.28,661.00,642.83,0.20%,-8.76%,76.30%,0.87%,1.41%,1.88,4826.64,38.91,-1.44%,7724708
86,"ADMP",698.47,104.88,7.47,45.63%,-0.01%,3.40%,0.71%,0.35%,0.40,64.87,6.47,-2.85%,77705
87,"ADNC",246.22,21.64,21.51,1.80%,-97.07%,72.70%,-14.65%,1.88%,2.43,166.08,11.14,-2.11%,115191
88,"ADP",36775.66,480.10,478.33,0.20%,20.30%,76.70%,0.09%,1.01%,2.60,1848.82,74.08,-3.29%,3083541
89,"ADRA",,,,,,,,,0.73,9.01,26.79,-2.12%,214968
90,"ADRD",,,,,,,,,3.78,6.43,23.36,-2.67%,6116
91,"ADRE",,,,,,,,,0.11,29.82,32.75,-2.65%,19007
92,"ADRU",,,,,,,,,10.27,3.36,23.17,-2.26%,29615
93,"ADS",11673.84,48.71,47.38,2.80%,-0.80%,,0.51%,11.12%,7.55,698.00,235.73,-1.64%,1701588
94,"ADSK",11433.88,223.10,225.18,0.30%,-5.64%,92.50%,-0.40%,2.60%,2.09,2802.73,49.33,-3.75%,4254878
95,"ADT",5887.84,196.00,182.93,0.30%,7.10%,93.00%,-5.97%,22.36%,10.52,3889.65,28.83,-4.03%,9678088
96,"ADTN",1451.75,57.18,55.36,0.30%,6.85%,98.40%,-0.29%,5.08%,4.79,587.29,24.55,-3.31%,897149
97,"ADUS",255.00,10.79,9.90,6.80%,-3.68%,76.30%,0.65%,5.13%,3.59,141.56,21.80,-7.78%,95540
98,"ADVS",1694.79,51.58,48.77,0.50%,-97.02%,87.90%,0.93%,3.09%,6.18,243.72,30.61,-6.85%,489820
99,"ADX",1154.88,92.69,83.66,0.20%,43.29%,19.80%,-0.43%,1.02%,7.31,117.03,12.16,-2.41%,191849
100,"ADXS",33.58,7.48,10.72,9.10%,,4.80%,,1.51%,0.67,243.33,4.55,1.34%,192665
101,"AE",280.58,4.22,2.47,47.40%,-4.40%,38.40%,-0.61%,1.87%,6.52,7.07,65.18,-2.01%,12436
102,"AEC",797.69,49.95,62.46,1.50%,-16.68%,81.00%,-1.78%,5.83%,6.70,543.58,15.77,-1.25%,650317
103,"AEE",9179.98,242.60,242.27,0.10%,12.00%,62.40%,-0.25%,2.11%,3.44,1490.25,37.66,-0.48%,3203930
104,"AEG",17452.71,2013.00,1993.15,,,7.20%,-0.10%,0.07%,1.24,1068.16,8.39,-3.23%,1027810
105,"AEGN",793.55,38.67,37.74,1.50%,-9.94%,99.90%,2.63%,7.08%,10.06,265.82,19.73,-3.85%,292950
106,"AEGR",1742.48,29.05,27.23,0.10%,-96.33%,,2.88%,13.19%,4.72,761.80,57.72,-3.77%,1079090
107,"AEHR",27.12,10.81,8.37,5.80%,5.91%,11.60%,1.54%,0.59%,1.27,39.18,2.50,-0.40%,10030
108,"AEIS",1088.67,39.88,37.07,0.60%,-56.83%,91.50%,1.61%,1.88%,1.35,518.39,26.56,-2.71%,1173141
109,"AEL",1429.58,65.13,66.02,3.80%,2.23%,,1.40%,16.04%,14.60,725.24,21.36,-2.69%,646154
110,"AEM",5380.01,173.10,173.67,,,74.60%,0.70%,1.36%,1.09,2161.17,31.69,1.96%,3094267
111,"AEO",2608.83,192.82,170.48,0.80%,51.45%,80.10%,2.13%,5.84%,1.84,5395.89,13.19,-2.51%,5298266
112,"AEP",23767.20,486.93,486.98,0.10%,-8.80%,64.60%,-0.54%,1.43%,2.27,3076.40,48.31,-1.02%,4802299
113,"AEPI",246.71,5.60,4.37,11.60%,6.91%,54.70%,0.16%,1.13%,0.49,100.97,41.85,-4.97%,71561
114,"AER",4221.36,113.51,83.08,0.25%,-3.40%,66.60%,-2.87%,1.27%,0.85,1243.03,36.53,-1.77%,889615
115,"AERG",1.15,91.67,77.18,21.63%,-0.18%,17.94%,-13.42%,1.00%,12.08,63.61,0.01,0.00%,17350
116,"AERI",18.59,1.01,22.75,2.50%,,68.00%,,0.66%,1.33,112.47,17.00,-7.91%,80081
117,"AERT",5.95,49.57,34.56,30.28%,0.07%,4.95%,-5.03%,0.16%,1.18,46.21,0.14,12.50%,350
118,"AES",10432.52,742.00,726.84,0.10%,-98.89%,87.50%,-8.84%,1.95%,2.20,6441.09,13.71,-2.49%,5317680
119,"AET",25357.26,371.10,366.18,0.30%,2.30%,91.70%,0.37%,1.34%,1.94,2530.76,67.06,-1.86%,4372541
120,"AETI",75.48,8.00,4.74,27.90%,-21.73%,24.60%,5.75%,0.63%,0.65,46.24,9.15,-2.97%,26726
121,"AEY",32.89,10.00,4.89,45.42%,0.03%,7.80%,-0.19%,0.06%,0.08,35.63,3.21,-2.43%,86230
122,"AEZS",37.63,29.63,65.60,7.06%,,21.40%,3.59%,3.31%,0.90,2425.58,1.23,-3.15%,1211834
123,"AF",1291.96,97.58,82.76,2.10%,-10.33%,75.60%,-0.06%,5.82%,10.40,463.49,12.62,-4.68%,1219655
124,"AFAM",282.87,9.30,7.83,5.10%,-7.95%,62.20%,1.05%,3.13%,3.20,76.61,28.45,-6.45%,98707
125,"AFB",373.62,28.74,,18.96%,,8.40%,0.26%,,0.13,95.83,13.02,0.15%,100672
126,"AFCB",38.86,1.95,1.25,1.40%,22.45%,1.20%,-82.07%,0.19%,0.50,4.71,19.50,-2.26%,1085
127,"AFFM",41.61,15.41,15.20,0.18%,1.56%,75.79%,-0.26%,0.02%,0.37,7.52,2.65,-1.85%,1300
128,"AFFX",672.32,71.60,71.19,0.70%,0.60%,,7.26%,12.56%,7.93,1127.62,8.72,-7.14%,1763525
129,"AFFY",33.37,37.49,37.45,0.47%,20.52%,54.81%,-39.13%,49.35%,48.07,384.46,0.88,-1.12%,151901
130,"AFG",5019.69,91.40,72.62,0.30%,-25.93%,63.80%,0.17%,0.68%,1.58,312.80,52.93,-3.62%,804755
131,"AFH",98.45,8.22,4.59,3.10%,-81.20%,43.00%,3.27%,2.86%,3.55,36.91,11.84,-1.17%,24382
132,"AFK",,,,,,,,,,23.81,29.30,-2.17%,68168
133,"AFL",29150.26,464.32,452.12,0.50%,-9.05%,65.60%,0.45%,0.91%,2.11,1959.91,60.72,-3.28%,2962744
134,"AFOP",284.38,18.06,12.67,12.40%,-21.66%,30.00%,-0.99%,12.31%,2.84,549.55,15.54,-1.33%,723043
135,"AFSI",2397.60,74.28,29.87,14.00%,14.79%,53.30%,2.38%,36.24%,10.19,1062.56,31.54,-2.29%,554426
136,"AG",1221.69,117.02,112.55,,,,,1.55%,1.50,1163.84,10.35,-0.86%,1300242
137,"AGA",,,,,,,,,,0.99,14.42,0.00%,0
138,"AGCO",5194.34,97.40,89.96,0.60%,81.28%,93.60%,0.08%,7.02%,4.98,1267.43,52.65,-1.28%,2278727
139,"AGD",,,,,,,,,0.21,50.12,9.29,-2.21%,81435
140,"AGEN",93.77,30.35,31.89,4.70%,2.15%,21.80%,-14.37%,7.09%,4.23,534.16,2.93,-5.18%,438181
141,"AGF",,,,,,,,,,1.35,11.85,-1.50%,1400
142,"AGG",,,,,,,,,,1548.36,108.22,0.14%,2040182
143,"AGI",1171.10,127.71,126.98,15.16%,,,29.59%,1.04%,4.15,319.02,9.11,-0.65%,411286
144,"AGII",1200.42,26.68,26.14,1.60%,-4.69%,92.10%,3.18%,1.10%,2.27,127.13,43.89,-2.44%,147265
145,"AGIO",601.61,22.75,17.26,0.40%,,53.00%,23.20%,12.58%,9.14,237.46,26.15,-1.13%,194696
146,"AGLS",,,,,,,,,,12.97,21.20,-1.40%,921
147,"AGM",332.23,10.84,10.15,1.20%,-16.65%,70.40%,1.09%,0.74%,2.49,30.00,29.36,-4.18%,59353
148,"AGN",33978.90,296.50,296.65,0.17%,-1.18%,89.30%,0.83%,1.34%,1.74,2288.58,112.26,-2.04%,2218442
149,"AGNC",8183.07,390.60,383.98,0.30%,2.90%,48.50%,-0.59%,2.14%,1.31,6304.86,21.06,0.53%,10364589
150,"AGO",3868.33,182.90,178.98,1.30%,3.48%,91.80%,-2.45%,2.24%,1.89,2122.78,21.06,-0.43%,5277680
151,"AGQ",,,,,,,,,,452.76,62.04,1.97%,865213
152,"AGRO",916.07,121.98,120.10,27.41%,,68.20%,-0.02%,0.48%,2.75,210.62,7.01,-6.66%,281158
