"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",12742.16,335.32,334.81,0.30%,-40.10%,85.60%,0.51%,0.73%,0.94,2592.27,38.46,1.21%,2328307
2,"AA",19223.23,1216.66,1177.30,0.30%,-29.31%,67.20%,0.05%,2.83%,1.90,17523.31,15.98,1.14%,14678741
3,"AAC",561.15,21.08,7.73,42.60%,0.00%,4.50%,,8.36%,6.73,96.05,26.27,-1.31%,66134
4,"AADR",,,,,,,,,,1.54,36.59,-1.12%,120
5,"AAIT",,,,,,,,,0.00,1.47,34.54,0.00%,796
6,"AAL",36307.70,717.26,713.67,0.55%,0.00%,70.30%,0.23%,2.88%,1.55,13207.80,52.24,3.20%,15494448
7,"AAMC",417.74,2.19,1.54,4.40%,129.84%,75.40%,6.31%,12.56%,11.92,16.25,172.01,-9.82%,45925
8,"AAME",82.48,20.62,4.55,77.33%,-0.03%,4.90%,-1.79%,0.19%,1.83,4.64,3.90,-2.50%,400
9,"AAN",2340.78,72.47,72.01,0.70%,-0.30%,99.40%,-0.15%,5.29%,6.06,628.91,32.39,0.28%,743007
10,"AAOI",134.57,14.82,14.39,2.80%,-2.81%,61.00%,3.02%,13.02%,5.15,363.87,9.20,1.32%,246005
11,"AAON",1210.87,54.47,41.64,21.00%,0.00%,61.10%,-0.02%,2.36%,6.51,150.73,22.55,1.44%,112633
12,"AAP",11627.31,72.99,72.61,0.50%,-21.40%,96.50%,0.40%,2.92%,2.59,815.82,160.26,0.60%,561310
13,"AAPL",671651.91,5824.75,5821.54,0.05%,-32.89%,61.90%,-0.03%,1.05%,1.20,51092.96,118.90,3.11%,83906696
14,"AAT",1947.63,43.62,37.33,0.90%,103.93%,90.10%,-12.44%,1.41%,3.39,154.97,45.05,0.90%,87493
15,"AAU",84.49,69.83,57.22,5.36%,0.00%,5.90%,120.32%,0.34%,0.82,239.35,1.20,-0.83%,313911
16,"AAV",680.74,169.76,167.96,0.25%,0.00%,58.00%,3.99%,0.50%,3.22,261.55,3.99,-0.50%,123961
17,"AAVL",1018.69,24.84,17.65,22.90%,-6.42%,60.50%,3.30%,9.10%,6.49,247.36,39.49,-3.71%,255055
18,"AAWW",1129.60,24.81,24.28,1.10%,-16.26%,,1.34%,7.48%,7.39,245.89,46.16,1.38%,266335
19,"AAXJ",,,,,,,,,1.05,1072.78,63.23,0.22%,961262
20,"AB",2443.57,97.16,91.47,5.81%,-0.09%,29.50%,0.00%,0.56%,1.73,297.17,24.82,-1.31%,462084
21,"ABAC",51.79,32.37,16.88,53.91%,0.00%,0.60%,-3.09%,0.08%,0.65,20.23,1.43,-10.69%,11082
22,"ABAX",1351.05,22.54,21.29,3.30%,-7.26%,,-1.34%,16.82%,17.99,199.07,59.73,-0.35%,315279
23,"ABB",45479.43,2346.72,2307.14,,,4.80%,0.97%,0.13%,1.65,1840.00,19.39,0.05%,2226414
24,"ABBV",98554.88,1593.45,1572.58,0.08%,-0.78%,87.50%,-2.25%,1.00%,2.10,7484.33,63.12,2.05%,8473632
