"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",13127.78,335.32,334.81,0.30%,-40.10%,85.60%,0.51%,0.73%,0.94,2595.54,38.75,-1.02%,1701993
2,"AA",19563.89,1216.66,1177.30,0.30%,-29.31%,67.20%,0.05%,2.83%,1.91,17459.40,15.92,-1.00%,15586440
3,"AAC",596.56,21.08,7.73,42.60%,0.00%,4.50%,,8.36%,6.55,98.68,27.72,-2.05%,30768
4,"AADR",,,,,,,,,,1.52,37.49,0.24%,278
5,"AAIT",,,,,,,,,0.00,1.01,34.77,-0.52%,28822
6,"AAL",39772.07,717.26,713.67,0.55%,0.00%,70.30%,0.23%,2.88%,1.58,13024.27,52.69,-4.97%,19734136
7,"AAMC",524.90,2.19,1.54,4.40%,129.84%,75.40%,6.31%,12.56%,11.85,16.36,220.40,-8.04%,10937
8,"AAME",79.80,20.62,4.55,77.33%,-0.03%,4.90%,-1.79%,0.19%,1.83,4.62,3.99,3.10%,700
9,"AAN",2377.02,72.47,72.01,0.70%,-0.30%,99.40%,-0.15%,5.29%,6.00,635.53,32.51,-0.88%,565147
10,"AAOI",137.09,14.82,14.39,2.80%,-2.81%,61.00%,3.02%,13.02%,5.12,366.16,9.41,1.73%,191456
11,"AAON",1241.37,54.47,41.64,21.00%,0.00%,61.10%,-0.02%,2.36%,6.47,151.68,22.83,0.18%,79514
12,"AAP",11622.20,72.99,72.61,0.50%,-21.40%,96.50%,0.40%,2.92%,2.62,806.76,159.03,-0.13%,540795
13,"AAPL",658779.22,5824.75,5821.54,0.05%,-32.83%,61.90%,-0.03%,1.05%,1.26,48526.37,109.14,-3.50%,78096241
14,"AAT",1952.00,43.62,37.33,0.90%,103.93%,90.10%,-12.44%,1.41%,3.34,157.29,44.52,-0.51%,54123
15,"AAU",83.80,69.83,57.22,5.36%,0.00%,5.90%,120.32%,0.34%,0.83,238.33,1.20,0.00%,194737
16,"AAV",709.60,169.76,167.96,0.25%,0.00%,58.00%,3.99%,0.50%,3.17,265.17,4.28,2.39%,132041
17,"AAVL",1091.72,24.84,17.65,22.90%,-6.42%,60.50%,3.30%,9.10%,6.78,236.83,42.05,-4.32%,360855
18,"AAWW",1171.28,24.81,24.28,1.10%,-16.26%,,1.34%,7.48%,7.30,248.94,46.72,-1.04%,142168
