"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"EDMC","Education Management Corporation","Services","Education & Training Services","USA",499.90,,2.84,-28.46%,555836
2,"ELX","Emulex Corporation","Technology","Data Storage Devices","USA",578.22,,4.96,-30.63%,13250536
3,"LOJN","LoJack Corp.","Services","Security & Protection Services","USA",105.35,37.80,4.76,-16.05%,523164
4,"MWW","Monster Worldwide, Inc.","Services","Staffing & Outsourcing Services","USA",627.06,689.00,5.66,-17.85%,8949563
5,"NEWL","NewLead Holdings Ltd.","Services","Shipping","Greece",0.14,,0.09,-21.73%,21618284
6,"QUIK","QuickLogic Corporation","Technology","Semiconductor - Integrated Circuits","USA",259.68,,3.77,-20.30%,4486960
7,"SGI","Silicon Graphics International Corp.","Technology","Diversified Computer Systems","USA",412.65,,9.96,-17.55%,1808702
8,"SLM","SLM Corporation","Financial","Credit Services","USA",11039.03,9.26,9.02,-64.97%,30459652
9,"STMP","Stamps.com Inc.","Technology","Application Software","USA",564.04,12.90,29.12,-16.10%,1481334
10,"UBNK","United Financial Bancorp","Financial","Savings & Loans","USA",349.10,20.28,13.69,-22.39%,254136
