"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"CCRN","Cross Country Healthcare, Inc.","Services","Staffing & Outsourcing Services","USA",325.15,,8.16,-21.99%,2163127
2,"CELM","China Electric Motor, Inc.","Consumer Goods","Electronic Equipment","China",1.97,0.13,0.06,-33.33%,1101
3,"DEAR","Dearborn Bancorp Inc.","Financial","Regional - Midwest Banks","USA",0.23,,0.02,-33.00%,19935
4,"EVRY","EveryWare Global, Inc.","Consumer Goods","Home Furnishings & Fixtures","USA",107.89,,4.29,-21.43%,505590
5,"LOV","Spark Networks, Inc.","Services","Consumer Services","USA",136.58,,4.66,-18.96%,2522693
6,"LRY","Liberty Property Trust","Financial","REIT - Office","USA",5397.01,58.73,20.91,-43.49%,0
7,"ORCT","Orckit Communications Ltd.","Technology","Communication Equipment","Israel",2.50,,0.07,-35.36%,3000
8,"PWO","PowerShares Dynamic OTC","Financial","Exchange Traded Fund","USA",,,49.78,-30.67%,3636
9,"SPLS","Staples, Inc.","Services","Specialty Retail, Other","USA",8722.96,15.06,11.35,-15.30%,69034128
10,"XGTI","xG Technology, Inc.","Technology","Wireless Communications","USA",62.95,,3.65,-26.71%,6336542
