"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"CELM","China Electric Motor, Inc.","Consumer Goods","Electronic Equipment","China",2.19,0.14,0.07,-30.00%,1350
2,"ENTA","Enanta Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",634.57,,27.73,-22.13%,1155136
3,"ETF","Aberdeen Emerging Markets Telecommunications Fund, Inc.","Financial","Closed-End Fund - Equity","USA",,,13.89,-29.78%,72046
4,"GOGO","Gogo Inc.","Technology","Diversified Communication Services","USA",2585.14,,25.91,-15.71%,7963890
5,"JBL","Jabil Circuit Inc.","Technology","Printed Circuit Boards","USA",4002.33,11.02,15.67,-20.54%,24353612
6,"NEWN","New Energy Systems Group","Technology","Diversified Electronics","China",0.88,,0.05,-16.67%,10520
7,"NPD","China Nepstar Chain Drugstore Ltd.","Services","Drug Stores","China",240.16,17.57,2.01,-18.29%,342332
8,"ONTX","Onconova Therapeutics, Inc.","Healthcare","Biotechnology","USA",42.70,,13.32,-18.68%,1011103
9,"SCIL","Scientific Learning Corp.","Services","Education & Training Services","USA",5.84,,0.20,-20.00%,27400
10,"TSTC","Telestone Technologies Corp.","Technology","Communication Equipment","China",1.97,,0.12,-28.12%,172720
11,"TWGP","Tower Group Inc.","Financial","Property & Casualty Insurance","USA",224.54,,2.74,-30.28%,14062174
12,"WPCS","WPCS International Incorporated","Technology","Diversified Communication Services","USA",3.13,,1.64,-47.64%,12222236
