"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",17612.51,331.00,328.04,0.30%,14.53%,84.70%,-0.75%,0.92%,1.13,2661.23,52.93,-0.53%,2106233
2,"AA",10218.50,1070.00,1068.50,0.07%,10.31%,61.00%,4.51%,11.39%,4.46,27280.78,9.42,-1.36%,33165128
3,"AADR",,,,,,,,,,9.62,36.62,-1.59%,3809
4,"AAIT",,,,,,,,,0.04,1.64,31.00,-0.38%,1300
5,"AAMC",1856.50,2.35,,46.34%,0.02%,15.30%,11.76%,,6.24,4.93,861.52,9.05%,3957
6,"AAME",85.41,21.30,5.14,75.13%,,4.80%,-4.93%,0.23%,1.44,8.34,4.03,0.50%,2487
7,"AAN",2149.85,76.10,67.11,0.50%,-5.47%,99.70%,3.50%,7.59%,6.37,799.50,28.55,1.06%,582521
8,"AAOI",158.56,12.60,11.46,1.40%,,17.70%,,0.22%,0.28,91.81,12.31,-2.15%,47338
9,"AAON",1620.54,55.14,28.06,0.80%,-2.65%,58.40%,1.39%,3.56%,10.66,93.78,29.11,-0.95%,217516
10,"AAP",7496.58,72.75,72.25,0.70%,-2.86%,96.30%,0.06%,3.63%,3.36,779.87,107.12,3.95%,1766316
11,"AAPL",498400.10,904.16,899.28,0.04%,33.13%,61.10%,-1.71%,2.16%,1.57,12369.17,566.32,2.74%,15780571
12,"AAT",1235.92,39.82,34.34,0.70%,4.89%,86.10%,19.89%,2.38%,3.20,255.87,31.80,2.45%,152436
13,"AAU",63.05,60.05,52.97,5.36%,,5.90%,174.02%,0.95%,3.87,130.33,1.03,-1.90%,107329
14,"AAV",676.90,168.38,167.07,0.25%,,58.00%,4.02%,0.14%,1.65,146.52,4.03,0.25%,100397
15,"AAWW",942.65,25.12,24.52,1.60%,-2.90%,99.80%,-2.69%,4.65%,3.83,297.61,37.58,0.16%,391751
16,"AAXJ",2032.73,33.80,33.80,,,,,0.75%,0.35,724.92,60.30,0.27%,416767
17,"AB",2101.64,92.26,86.69,0.10%,91.18%,32.20%,-6.77%,2.23%,5.21,371.11,22.40,-1.67%,341938
18,"ABAX",797.44,22.31,21.06,2.60%,-5.23%,97.40%,-2.89%,9.31%,11.50,170.44,35.82,0.20%,104415
19,"ABB",58022.22,2297.00,2295.97,,,3.60%,0.44%,0.20%,3.53,1324.44,24.93,-1.31%,962025
20,"ABBV",76940.10,1590.00,1589.52,0.06%,1.38%,68.10%,1.30%,0.80%,2.65,4779.59,49.97,3.27%,9153590
21,"ABC",16336.53,230.45,229.57,0.20%,28.78%,88.90%,-0.41%,2.64%,4.66,1297.82,70.57,-0.45%,1779139
22,"ABCB",481.84,23.90,22.99,1.80%,2.62%,69.20%,-0.54%,2.34%,5.58,96.18,20.06,-0.50%,36982
23,"ABCD",66.77,47.36,15.11,0.10%,26.77%,18.00%,-3.21%,0.12%,0.81,23.27,1.47,4.26%,18988
24,"ABCO",2244.84,35.88,35.85,0.40%,-5.90%,96.80%,1.05%,6.69%,13.95,171.90,62.56,0.00%,154782
25,"ABFS",865.54,25.74,24.30,3.40%,12.18%,96.60%,8.26%,13.12%,6.11,521.64,33.74,0.33%,486797
26,"ABG",1575.52,30.70,30.28,1.20%,-34.84%,98.50%,-3.66%,4.27%,3.97,325.42,51.20,-0.23%,211456
27,"ABIO",15.27,10.83,12.88,15.40%,19.74%,6.00%,-48.78%,11.07%,1.80,792.30,1.44,2.12%,790790
28,"ABM",1524.86,54.95,49.82,1.70%,4.83%,82.60%,-1.04%,1.49%,3.70,201.34,27.49,-0.94%,247456
29,"ABMC",2.17,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.36,16.26,0.10,0.00%,0
30,"ABMD",1101.64,39.26,39.02,2.90%,-3.96%,98.70%,0.77%,12.41%,11.13,435.14,28.07,0.04%,326413
31,"ABR",283.26,43.11,38.30,0.20%,-8.49%,59.10%,24.95%,0.51%,0.80,242.94,6.56,-0.15%,80508
32,"ABT",59185.77,1551.80,1543.14,0.10%,0.84%,68.20%,0.19%,1.01%,2.01,7735.75,37.60,-1.42%,7623359
33,"ABTL",112.32,8.87,8.78,8.62%,-44.31%,49.90%,5.99%,0.57%,0.33,151.01,12.10,-4.50%,310705
