"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",17771.29,333.42,331.93,0.30%,13.76%,85.30%,0.04%,1.26%,1.52,2746.94,54.04,1.39%,1671852
2,"AA",15755.44,1172.28,1169.66,0.20%,47.31%,62.00%,-0.83%,6.78%,3.26,24351.33,13.47,0.22%,18483686
3,"AADR",,,,,,,,,,2.91,37.73,-0.03%,2715
4,"AAIT",,,,,,,,,0.10,3.09,31.88,0.00%,83
5,"AAL",25574.30,720.20,466.93,1.20%,103.14%,63.10%,10.63%,4.20%,1.82,10771.61,35.07,-1.24%,6899404
6,"AAMC",2249.13,2.37,1.70,2.80%,3.11%,61.70%,-0.61%,7.71%,5.57,23.55,978.25,3.08%,8050
7,"AAME",74.80,21.07,4.98,8.60%,,4.90%,3.08%,0.13%,0.64,10.51,3.50,-1.41%,4614
8,"AAN",2095.34,71.98,69.81,0.60%,-3.79%,0.80%,,11.84%,5.86,1411.41,29.47,1.24%,823281
9,"AAOI",337.12,14.76,13.72,1.20%,46.24%,21.90%,-19.16%,3.64%,2.28,218.53,22.50,-1.49%,185692
10,"AAON",1025.01,36.66,28.13,20.90%,-2.91%,58.60%,-0.19%,3.50%,7.41,132.88,28.35,1.39%,116266
11,"AAP",8740.40,72.94,72.49,0.60%,-20.09%,95.60%,0.02%,2.38%,1.98,871.79,121.29,1.22%,671332
12,"AAPL",510221.23,861.38,860.93,0.04%,5.19%,61.50%,-0.18%,2.31%,1.92,10366.41,590.09,-0.38%,15254034
13,"AAT",1428.48,41.94,35.88,1.10%,-7.61%,86.10%,-0.06%,2.32%,4.72,176.00,33.95,-0.32%,82613
14,"AAU",92.12,64.42,52.88,5.36%,,5.90%,145.09%,0.80%,2.69,158.24,1.39,-2.80%,45700
15,"AAV",1073.66,169.08,167.50,0.25%,,58.00%,4.00%,0.07%,0.38,330.37,6.33,-0.31%,492689
16,"AAWW",859.62,25.04,24.44,1.60%,25.73%,94.30%,25.12%,12.41%,9.26,327.51,34.99,1.92%,160017
17,"AAXJ",,,,,,,,,4.69,625.98,59.62,-0.57%,255602
18,"AB",2460.29,96.03,90.64,0.20%,-0.77%,29.20%,0.81%,2.75%,5.88,423.53,25.43,-0.74%,629492
19,"ABAX",904.68,22.25,21.01,2.60%,2.12%,97.20%,3.15%,14.82%,16.52,188.48,40.61,-0.12%,138342
20,"ABB",55901.72,2317.65,2292.11,,,5.60%,-0.02%,0.26%,3.16,1914.73,23.92,-0.83%,3006603
21,"ABBV",81989.09,1596.05,1594.50,0.10%,19.10%,69.90%,-0.01%,0.67%,1.60,6627.09,52.08,1.38%,7400339
22,"ABC",14666.51,229.20,227.42,0.20%,-1.08%,86.90%,-0.14%,2.76%,3.30,1898.36,65.18,1.86%,3075176
23,"ABCB",547.98,25.16,24.19,2.80%,8.47%,63.10%,0.06%,2.45%,6.32,93.91,21.27,-2.34%,166779
24,"ABCD",100.55,44.89,13.18,71.14%,-2.81%,11.90%,-10.04%,0.06%,0.29,29.34,2.24,0.00%,4391
25,"ABCO",2078.41,36.14,35.90,0.70%,26.50%,96.80%,0.22%,9.71%,13.93,250.20,57.26,-0.43%,184743
26,"ABFS",983.06,25.87,24.48,3.30%,15.26%,94.20%,-0.75%,5.39%,3.62,363.92,39.42,3.74%,416996
27,"ABG",1861.37,30.66,30.21,1.80%,-8.61%,97.90%,-0.30%,4.62%,4.38,318.68,61.74,1.70%,343187
28,"ABIO",34.02,21.00,18.10,2.60%,21.30%,16.90%,-0.03%,23.32%,5.10,827.86,1.61,-0.62%,170878
29,"ABM",1513.25,55.86,50.48,1.80%,5.90%,83.60%,0.16%,2.62%,6.10,216.64,27.09,0.00%,192784
30,"ABMD",954.49,39.82,39.37,2.10%,1.21%,98.60%,0.16%,18.49%,16.41,443.66,23.69,-1.17%,616483
31,"ABR",349.98,50.14,38.49,0.50%,-9.72%,57.10%,-0.11%,0.52%,1.45,138.18,7.01,0.43%,51523
32,"ABT",59469.92,1543.07,1540.12,0.20%,4.72%,69.70%,0.15%,0.82%,1.51,8367.05,38.74,0.52%,5304293
33,"ABTL",110.22,8.91,8.77,8.62%,-40.97%,58.00%,9.45%,2.44%,0.69,312.09,12.44,0.57%,122739
34,"ABX",20576.18,1164.47,1161.32,,,73.90%,2.70%,0.84%,0.78,12547.64,17.47,-1.13%,11724317
35,"ACAD",1968.90,98.89,98.67,0.10%,23.33%,84.50%,-0.14%,13.29%,5.59,2345.56,20.13,1.10%,1203892
36,"ACAS",4017.32,269.80,259.27,1.10%,-8.73%,66.00%,-0.17%,2.49%,2.10,3070.18,14.99,0.67%,2913849
37,"ACAT",531.91,13.14,12.94,1.80%,6.77%,98.80%,7.53%,8.03%,5.31,195.84,40.89,1.01%,172231
38,"ACC",4001.27,104.91,104.40,0.50%,22.12%,99.00%,1.46%,2.27%,2.88,822.98,38.20,0.16%,476329
39,"ACCL",697.56,55.76,55.33,0.92%,-17.66%,83.30%,-6.64%,3.14%,1.75,992.47,12.51,0.00%,0
40,"ACCO",670.97,114.11,112.75,0.60%,22.12%,,0.24%,14.12%,24.20,658.06,6.13,4.25%,907927
41,"ACCU",,,,,,,,,,20.13,26.62,-0.45%,17216
42,"ACE",34672.34,337.97,335.79,0.60%,16.29%,94.70%,0.26%,1.53%,3.25,1578.05,102.32,-0.26%,1531961
43,"ACET",629.47,28.38,26.87,2.00%,8.82%,65.00%,0.96%,2.89%,2.26,343.76,21.88,-1.35%,3430671
44,"ACFC",63.90,15.51,11.78,1.10%,,47.20%,-15.23%,0.11%,0.56,23.51,4.30,4.37%,40700
45,"ACFN",49.08,22.21,20.45,6.60%,3.39%,42.20%,0.84%,9.85%,10.86,185.61,2.32,4.98%,327430
46,"ACG",1792.68,242.91,242.79,,,31.00%,10.66%,0.02%,0.06,804.28,7.40,0.27%,508961
47,"ACGL",7707.88,134.05,129.08,1.00%,-3.87%,92.70%,0.41%,1.27%,3.38,483.94,57.32,-0.31%,466876
48,"ACH",6191.69,678.17,156.18,,,1.60%,-0.09%,1.50%,22.16,105.88,9.00,-1.42%,77422
49,"ACHC",2148.33,50.80,47.12,2.20%,-12.18%,72.50%,2.17%,9.52%,11.50,390.22,42.02,-0.64%,1088373
50,"ACHN",261.31,96.78,96.59,0.10%,-0.71%,98.00%,6.19%,20.10%,11.28,1720.67,2.85,5.56%,1595173
51,"ACI",949.03,212.31,209.66,0.54%,-1.55%,68.40%,7.78%,17.73%,4.07,9143.61,4.58,2.46%,7652785
52,"ACIM",,,,,,,,,,0.96,63.35,-0.20%,4801
53,"ACIW",2161.27,38.45,37.89,1.30%,12.87%,98.90%,0.68%,4.36%,5.38,307.03,57.15,1.67%,277572
54,"ACLS",199.69,110.94,109.18,0.50%,-5.62%,52.80%,-0.26%,1.91%,3.07,678.85,1.79,-0.56%,579087
55,"ACM",3234.31,99.06,88.98,1.00%,-20.34%,72.20%,0.42%,0.89%,1.24,635.74,32.42,-0.70%,767029
56,"ACMP",12071.96,202.89,174.87,21.20%,-10.15%,67.50%,-2.41%,0.68%,2.94,402.42,59.35,-0.25%,394882
57,"ACN",53615.08,672.88,637.70,0.30%,0.65%,82.30%,-0.17%,2.47%,5.10,3085.65,80.22,0.68%,3431483
58,"ACNB",115.01,5.99,5.86,2.00%,5.27%,7.60%,0.89%,0.03%,0.36,4.45,19.60,2.08%,2787
59,"ACO",1487.60,32.53,24.97,6.40%,-3.79%,66.80%,-3.90%,2.02%,1.07,470.97,45.85,0.26%,174256
60,"ACOR",1449.98,41.31,40.52,1.90%,-2.73%,86.70%,0.22%,6.88%,5.57,500.50,35.45,1.00%,300579
61,"ACPW",56.65,19.40,17.62,0.70%,-31.34%,46.70%,1.89%,0.76%,0.79,169.70,2.82,-3.42%,88638
62,"ACRE",359.16,28.55,26.03,1.20%,-84.41%,64.50%,7.06%,3.42%,3.94,226.04,12.76,1.43%,143975
63,"ACRX",463.97,43.04,42.39,0.60%,-91.77%,87.80%,-1.51%,11.19%,7.77,610.19,10.82,0.37%,264117
64,"ACST",103.99,103.99,49.20,,,,,0.14%,0.17,398.31,1.01,1.00%,180834
65,"ACT",34515.87,174.49,173.56,0.40%,-36.83%,86.80%,0.64%,6.21%,3.67,2934.68,204.33,3.30%,3800710
66,"ACTG",799.14,50.04,45.34,1.90%,18.00%,82.20%,-0.72%,23.12%,14.65,715.38,16.04,0.44%,322071
67,"ACTS",154.10,68.49,65.49,5.61%,,5.90%,,0.03%,0.56,35.11,2.27,0.89%,16010
68,"ACU",54.24,3.20,2.75,10.70%,-2.56%,34.30%,-5.64%,0.10%,0.24,11.82,16.83,-0.71%,19919
69,"ACUR",64.47,48.84,47.90,1.30%,-48.88%,57.30%,-9.86%,0.71%,0.95,358.62,1.38,4.55%,78903
70,"ACW",254.87,47.55,47.06,0.80%,1.25%,87.50%,-0.03%,8.30%,15.74,248.36,5.64,5.22%,1237530
71,"ACWI",,,,,,,,,0.36,1203.21,58.83,0.32%,721405
72,"ACWX",,,,,,,,,0.76,353.18,47.35,0.25%,182214
73,"ACXM",2177.59,76.38,73.91,0.60%,-2.96%,94.10%,0.82%,2.47%,3.27,556.68,28.24,-0.95%,770472
74,"ACY",28.31,1.54,1.12,45.74%,,25.80%,-0.50%,0.21%,0.68,3.43,18.01,-2.01%,4909
75,"ADAT",39.85,38.32,36.83,1.80%,39.13%,30.40%,0.41%,1.44%,4.76,111.68,1.04,0.00%,6050
76,"ADBE",30316.73,497.73,495.90,0.10%,13.71%,90.60%,-0.64%,0.96%,1.11,4297.90,61.69,1.28%,3689799
