"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",12993.65,335.32,334.81,0.30%,-40.10%,85.60%,0.51%,0.73%,0.94,2598.10,38.00,-1.94%,2033523
2,"AA",19369.23,1216.66,1177.30,0.30%,-29.31%,67.20%,0.05%,2.83%,1.91,17461.73,15.80,-0.75%,16107893
3,"AAC",584.34,21.08,7.73,42.60%,0.00%,4.50%,,8.36%,6.73,95.95,26.62,-3.97%,60964
4,"AADR",,,,,,,,,,1.52,37.01,-1.27%,1191
5,"AAIT",,,,,,,,,0.00,1.47,34.54,-0.66%,608
6,"AAL",37799.60,717.26,713.67,0.55%,0.00%,70.30%,0.23%,2.88%,1.56,13128.78,50.62,-3.95%,17055768
7,"AAMC",482.68,2.19,1.54,4.40%,129.84%,75.40%,6.31%,12.56%,11.92,16.25,190.75,-13.45%,5908
8,"AAME",82.27,20.62,4.55,77.33%,-0.03%,4.90%,-1.79%,0.19%,1.84,4.61,4.00,0.25%,2593
9,"AAN",2356.00,72.47,72.01,0.70%,-0.30%,99.40%,-0.15%,5.29%,6.04,630.83,32.30,-0.65%,553371
10,"AAOI",139.46,14.82,14.39,2.80%,-2.81%,61.00%,3.02%,13.02%,5.15,363.81,9.08,-3.51%,235476
11,"AAON",1243.55,54.47,41.64,21.00%,0.00%,61.10%,-0.02%,2.36%,6.47,151.81,22.23,-2.63%,111876
12,"AAP",11607.60,72.99,72.61,0.50%,-21.40%,96.50%,0.40%,2.92%,2.62,807.99,159.30,0.17%,1149815
13,"AAPL",635713.21,5824.75,5821.54,0.05%,-32.89%,61.90%,-0.03%,1.05%,1.24,49461.55,115.31,5.65%,145447961
14,"AAT",1941.96,43.62,37.33,0.90%,103.93%,90.10%,-12.44%,1.41%,3.36,156.56,44.65,0.29%,113147
15,"AAU",83.80,69.83,57.22,5.36%,0.00%,5.90%,120.32%,0.34%,0.83,238.56,1.21,0.83%,129097
16,"AAV",726.57,169.76,167.96,0.25%,0.00%,58.00%,3.99%,0.50%,3.18,264.56,4.01,-6.31%,167050
17,"AAVL",1044.52,24.84,17.65,22.90%,-6.42%,60.50%,3.30%,9.10%,6.63,242.12,41.01,-2.47%,395727
18,"AAWW",1159.12,24.81,24.28,1.10%,-16.26%,,1.34%,7.48%,7.34,247.38,45.53,-2.55%,136321
19,"AAXJ",,,,,,,,,1.06,1065.58,63.09,-0.72%,806237
20,"AB",2506.73,97.16,91.47,5.81%,-0.09%,29.50%,0.00%,0.56%,1.73,297.85,25.15,-2.52%,204149
21,"ABAC",49.20,32.37,16.88,53.91%,0.00%,0.60%,-3.09%,0.08%,0.64,20.50,1.60,5.26%,23573
22,"ABAX",1363.90,22.54,21.29,3.30%,-7.26%,,-1.34%,16.82%,18.34,195.31,59.94,-0.94%,467686
23,"ABB",46183.45,2346.72,2307.14,,,4.80%,0.97%,0.13%,1.67,1814.58,19.38,-1.52%,2810505
24,"ABBV",100546.69,1593.45,1572.58,0.08%,-0.78%,87.50%,-2.25%,1.00%,2.08,7525.20,61.85,-1.98%,6873143
25,"ABC",20976.74,218.69,206.68,0.30%,-6.98%,87.20%,-0.03%,4.05%,4.70,1782.01,96.37,0.47%,5424194
26,"ABCB",661.76,28.16,25.46,3.80%,-1.56%,63.10%,0.29%,3.67%,9.43,99.04,22.75,-3.19%,77784
27,"ABCD",114.55,44.92,12.43,72.10%,0.02%,10.70%,-80.25%,0.14%,0.66,25.62,2.54,-0.39%,16484
28,"ABCO",1814.29,38.52,38.39,0.30%,-53.82%,,1.02%,7.19%,6.54,422.48,46.27,-1.76%,406120
29,"ABCW",311.67,9.24,2.15,21.38%,0.00%,,,5.03%,4.89,22.13,33.01,-2.13%,3737
30,"ABEV",103620.00,15700.00,5990.00,,,,,0.77%,3.24,14258.20,6.57,-0.45%,10789780
31,"ABG",2277.70,29.77,29.30,0.50%,-24.34%,99.40%,1.58%,6.13%,5.11,351.41,75.81,-0.91%,522297
32,"ABIO",16.07,21.14,18.08,2.40%,-42.31%,19.30%,47.83%,6.99%,3.78,334.48,0.71,-6.58%,84652
33,"ABM",1635.15,55.75,50.34,2.00%,-18.45%,85.70%,0.02%,1.59%,3.76,213.27,29.01,-1.09%,170452
34,"ABMD",1579.58,40.89,40.25,2.90%,-23.51%,,0.01%,9.78%,9.74,404.11,49.94,29.28%,3597133
