"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19161.59,331.00,328.05,0.30%,7.12%,84.90%,-0.62%,0.90%,1.05,2802.07,57.38,-0.88%,1856358
2,"AA",10518.10,1070.00,1068.36,0.07%,10.31%,61.00%,4.53%,10.80%,4.34,26580.98,9.97,1.42%,24711676
3,"AADR",,,,,,,,,,6.43,36.82,0.00%,652
4,"AAIT",,,,,,,,,0.97,1.80,31.68,-0.60%,320
5,"AAMC",2339.43,2.35,,46.34%,0.02%,15.30%,11.76%,,3.42,8.07,905.28,-9.06%,18694
6,"AAME",85.20,21.30,5.14,75.13%,,4.80%,-4.93%,0.15%,1.03,7.53,4.01,0.25%,25143
7,"AAN",2190.95,76.10,67.11,0.50%,-6.63%,99.70%,3.40%,7.93%,6.41,830.33,28.52,-0.94%,538235
8,"AAOI",191.58,12.60,11.46,1.40%,,17.70%,,0.40%,0.48,94.78,15.39,1.25%,80790
9,"AAON",1116.96,36.74,28.06,0.30%,-9.82%,58.50%,2.13%,3.63%,10.78,94.53,30.17,-0.76%,75611
10,"AAP",7949.06,72.75,72.26,0.80%,-0.85%,96.30%,0.09%,3.49%,2.80,900.27,108.40,-0.80%,622949
11,"AAPL",497984.22,904.16,899.13,0.04%,33.13%,61.20%,-1.63%,1.89%,1.45,11746.83,544.46,-1.15%,11370013
12,"AAT",1283.70,39.82,34.34,0.60%,0.28%,86.10%,19.90%,2.19%,2.89,261.08,31.23,-3.13%,558146
13,"AAU",64.25,60.05,52.94,5.36%,,5.90%,174.02%,0.94%,4.18,119.07,1.08,0.93%,76586
14,"AAV",730.78,168.38,167.03,0.25%,,58.00%,4.02%,0.18%,1.96,153.51,4.33,-0.23%,107321
15,"AAWW",952.20,25.12,24.51,0.80%,2.55%,99.80%,-2.67%,3.93%,3.01,320.24,38.46,1.48%,326307
16,"AAXJ",2022.25,33.80,33.80,,,,,0.75%,0.41,610.61,58.69,-1.91%,1396527
17,"AB",1974.32,92.26,86.69,0.40%,-16.51%,32.00%,-7.22%,2.55%,5.55,398.08,21.44,0.19%,344490
18,"ABAX",830.90,22.31,21.08,1.80%,-5.19%,97.40%,-2.90%,9.10%,11.17,171.73,37.26,0.03%,122430
19,"ABB",58183.01,2297.00,2295.97,,,3.60%,0.32%,0.19%,3.44,1287.82,25.59,1.03%,2259161
20,"ABBV",86368.80,1590.00,1589.52,0.06%,1.38%,68.20%,1.33%,0.75%,2.12,5615.41,52.63,-3.11%,8339197
21,"ABC",16041.56,230.45,229.55,0.20%,29.14%,89.30%,-0.46%,2.79%,4.40,1453.45,69.63,0.03%,1961195
22,"ABCB",486.39,23.90,22.99,1.30%,3.67%,69.20%,-0.54%,2.27%,5.24,99.40,20.00,-1.72%,41782
23,"ABCD",80.98,47.36,15.11,71.14%,-2.66%,18.00%,-3.38%,0.14%,0.82,25.70,1.75,2.05%,2016
24,"ABCO",2257.04,35.88,35.85,0.40%,-5.90%,96.80%,1.04%,6.56%,12.87,182.59,61.67,-1.96%,148853
25,"ABFS",867.08,25.74,24.30,3.30%,12.00%,96.60%,8.29%,12.51%,6.13,496.19,34.12,1.28%,367579
26,"ABG",1646.13,30.70,30.28,1.20%,-34.84%,98.60%,-3.65%,4.27%,3.88,333.15,54.79,2.18%,273704
27,"ABIO",16.68,10.83,12.88,15.40%,19.74%,5.20%,-52.35%,9.80%,0.94,1342.97,1.52,-1.30%,182518
28,"ABM",1516.62,54.95,49.82,1.70%,5.66%,82.60%,-1.02%,1.40%,3.14,221.40,27.50,-0.36%,248720
29,"ABMC",2.39,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.33,17.55,0.13,18.18%,1802
30,"ABMD",1071.80,39.26,39.02,2.90%,2.40%,98.60%,0.68%,11.37%,10.00,443.38,26.38,-3.37%,403136
31,"ABR",284.55,43.11,38.30,0.20%,-8.49%,59.10%,24.95%,0.44%,0.68,250.36,6.59,-0.15%,58813
32,"ABT",59154.73,1551.80,1543.06,0.10%,0.91%,68.30%,0.31%,1.00%,2.06,7491.83,38.03,-0.24%,7760087
33,"ABTL",125.33,8.90,8.78,8.62%,-44.21%,49.90%,5.96%,0.43%,0.21,182.88,14.64,3.98%,378669
34,"ABX",16926.91,1001.00,1160.51,,,73.90%,3.15%,1.41%,0.93,17587.89,16.58,-1.95%,17601150
35,"ACAD",2096.18,89.50,90.64,0.10%,-20.44%,88.20%,-3.76%,11.17%,4.13,2454.88,23.35,-0.30%,703640
36,"ACAS",4283.17,286.50,266.99,0.60%,-8.47%,61.20%,-3.89%,1.02%,1.31,2067.72,14.59,-2.41%,3846187
37,"ACAT",730.09,13.38,13.27,1.60%,-14.74%,88.00%,-3.23%,5.03%,5.54,120.60,54.88,0.57%,70122
