"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19293.99,331.00,330.88,0.30%,4.97%,84.70%,0.02%,0.56%,0.77,2429.18,59.42,1.94%,1961049
2,"AA",11826.91,1070.31,1069.39,0.20%,54.49%,61.90%,1.77%,11.10%,4.25,27939.88,11.19,1.27%,15297207
3,"AADR",,,,,,,,,,5.37,36.25,-0.02%,5993
4,"AAIT",,,,,,,,,0.47,2.53,30.65,-1.57%,350
5,"AAL",11645.76,336.00,751.64,0.70%,,5.60%,,8.53%,4.51,14217.42,35.67,2.91%,15321683
6,"AAMC",2115.01,2.35,1.70,2.50%,3.53%,60.50%,4.18%,3.69%,4.40,14.23,960.95,6.68%,10062
7,"AAME",84.34,21.30,5.14,75.13%,,4.80%,1.19%,0.33%,1.59,10.71,3.93,-0.76%,5525
8,"AAN",2058.53,76.10,67.09,0.50%,-4.04%,0.80%,,10.94%,7.42,988.59,28.32,4.70%,13448472
9,"AAOI",165.87,12.60,11.44,1.50%,,19.80%,11.63%,0.67%,1.11,68.97,13.07,-0.68%,48964
10,"AAON",1029.51,36.74,28.06,0.30%,-12.68%,58.40%,0.18%,3.48%,7.88,124.04,27.84,-0.64%,129202
11,"AAP",9083.19,72.75,72.23,0.80%,1.39%,95.90%,-0.73%,2.51%,2.15,845.02,125.00,0.11%,1692649
12,"AAPL",459245.87,896.07,891.06,0.04%,4.98%,61.80%,-0.01%,1.71%,1.24,12330.00,519.68,1.40%,13135553
13,"AAT",1274.54,39.82,34.45,1.00%,-22.11%,86.10%,0.59%,1.64%,3.78,149.29,32.03,0.06%,170763
14,"AAU",85.87,60.05,52.92,5.36%,,5.90%,174.02%,0.79%,2.99,140.06,1.52,6.29%,173829
15,"AAV",648.27,168.38,167.07,0.25%,,58.00%,4.02%,0.11%,1.42,135.33,3.97,3.12%,222404
16,"AAWW",855.72,25.12,24.52,12.22%,-2.89%,94.30%,1.46%,4.14%,2.84,357.16,34.04,-0.06%,230059
17,"AAXJ",,,,,,,,,0.53,692.36,56.30,0.37%,1095273
18,"AB",2018.60,92.26,86.69,0.10%,-0.80%,33.50%,6.72%,2.75%,6.50,366.39,22.10,1.01%,308259
19,"ABAX",823.14,22.27,21.08,1.80%,-5.20%,98.60%,1.39%,11.55%,13.05,186.69,37.01,0.14%,206543
20,"ABB",57654.70,2297.00,2295.97,,,3.60%,0.10%,0.18%,2.99,1408.39,25.35,1.00%,1766266
21,"ABBV",76208.70,1590.00,1589.52,0.06%,1.49%,68.50%,0.25%,0.60%,1.43,6627.82,48.89,2.00%,6899795
22,"ABC",15085.45,230.28,231.05,0.20%,25.99%,87.70%,-0.71%,2.33%,3.28,1641.13,66.54,1.57%,1523998
23,"ABCB",481.38,24.02,21.75,2.60%,9.66%,64.30%,-6.87%,1.68%,4.24,86.36,20.00,-0.20%,115835
24,"ABCD",84.66,47.56,11.39,71.14%,-2.66%,18.70%,-9.46%,0.16%,0.54,32.63,1.79,0.56%,9429
25,"ABCO",2192.81,35.88,35.87,0.40%,-13.29%,96.80%,-0.36%,6.47%,11.47,202.31,58.55,-4.19%,1264562
26,"ABFS",801.69,25.79,24.30,3.40%,13.75%,97.30%,0.73%,8.02%,4.33,449.42,30.96,-0.42%,361273
27,"ABG",1545.74,30.70,30.28,0.40%,-56.73%,98.20%,-0.25%,3.69%,3.99,280.00,50.13,-0.44%,196351
28,"ABIO",18.85,10.83,12.88,15.40%,19.74%,15.20%,-11.75%,20.57%,1.75,1515.54,1.76,1.15%,681056
29,"ABM",1449.57,55.33,50.21,1.80%,10.79%,81.00%,-1.16%,1.53%,3.75,204.57,26.50,1.15%,140131
30,"ABMC",2.83,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.40,14.48,0.12,-6.92%,1200
31,"ABMD",1049.58,39.59,38.71,2.90%,2.40%,99.00%,0.19%,10.26%,10.34,384.23,27.09,2.19%,270432
32,"ABR",301.62,43.40,38.32,0.50%,-12.15%,59.00%,-0.18%,0.30%,1.06,108.25,6.95,0.00%,58675
33,"ABT",57430.55,1567.00,1543.51,0.10%,0.71%,68.60%,0.22%,0.74%,1.69,6797.48,37.18,1.45%,11990473
34,"ABTL",124.79,8.90,8.78,8.62%,-44.21%,57.20%,5.32%,1.00%,0.32,273.82,14.79,5.49%,173734
35,"ABX",18518.50,1001.00,1161.43,,,73.90%,3.15%,1.28%,0.93,15947.63,18.89,2.11%,10355228
36,"ACAD",2030.85,89.50,90.65,0.10%,-13.53%,88.40%,0.35%,10.80%,7.36,1330.76,23.47,3.44%,1452129
37,"ACAS",4446.48,286.50,267.06,1.10%,-2.66%,59.60%,-2.89%,0.94%,1.18,2131.42,15.80,1.80%,1567715
38,"ACAT",591.55,13.42,13.27,1.20%,-6.39%,86.80%,-1.61%,4.19%,2.81,197.92,44.40,0.73%,240129
39,"ACC",3456.73,104.78,104.26,0.30%,12.53%,99.00%,1.31%,2.18%,3.03,751.60,33.24,0.76%,1589644
40,"ACCL",697.42,55.66,55.13,0.92%,-17.68%,89.40%,-0.54%,1.48%,1.18,691.96,12.50,-0.24%,2246064
41,"ACCO",656.61,113.60,112.60,0.30%,-24.06%,,1.19%,14.99%,25.79,654.59,5.74,-0.69%,439631
42,"ACCU",,,,,,,,,,17.36,26.33,0.00%,0
43,"ACE",31869.71,340.89,338.37,0.40%,-5.85%,93.10%,0.00%,1.06%,2.10,1708.55,94.60,1.19%,2084421
44,"ACET",559.58,27.76,26.64,2.40%,9.72%,67.80%,2.32%,2.44%,2.02,320.64,17.79,-11.76%,1503918
45,"ACFC",9.79,2.51,16.17,1.20%,,13.90%,-45.06%,0.08%,0.18,74.37,3.87,-1.02%,7488
46,"ACFN",59.70,18.09,20.47,6.90%,16.09%,37.20%,-13.54%,13.10%,11.15,240.49,3.62,9.70%,368794
47,"ACG",1792.69,242.91,242.91,,,25.60%,1.81%,0.14%,0.28,1201.89,7.34,-0.54%,584601
48,"ACGL",6914.01,131.50,127.98,0.90%,-4.44%,93.00%,0.58%,2.19%,7.36,380.80,52.75,0.32%,496421
49,"ACH",4830.95,540.98,156.18,,,2.10%,0.57%,1.84%,19.78,144.94,9.00,0.78%,56396
50,"ACHC",2404.42,50.04,46.86,0.40%,-44.11%,72.50%,-0.13%,13.04%,17.90,341.27,49.29,2.58%,325343
51,"ACHN",298.64,96.65,96.45,0.10%,-0.71%,95.00%,0.14%,17.39%,7.37,2275.67,3.19,3.24%,1153859
52,"ACI",825.11,212.11,211.10,0.54%,0.44%,62.70%,1.03%,18.54%,4.26,9191.50,3.91,0.51%,11177238
53,"ACIM",,,,,,,,,,4.09,60.59,2.45%,2029
54,"ACIW",2311.11,39.13,38.05,1.00%,-2.98%,98.90%,-0.35%,5.61%,7.46,286.40,59.21,0.24%,188611
55,"ACLS",237.78,109.07,107.96,1.40%,1.06%,49.10%,-0.36%,0.58%,0.72,872.51,2.13,-2.29%,1058786
56,"ACM",2789.82,98.03,89.61,1.00%,-22.59%,71.60%,-0.73%,0.92%,1.31,632.94,28.79,1.16%,475276
57,"ACMP",9697.57,178.04,174.30,0.10%,0.04%,69.30%,-6.00%,0.61%,2.47,428.08,54.74,0.50%,342467
58,"ACN",49993.37,636.70,507.51,0.30%,14.65%,81.80%,0.59%,2.89%,4.42,3313.62,80.58,2.62%,3378199
59,"ACNB",110.91,5.98,5.84,1.70%,3.04%,7.00%,0.39%,0.03%,0.54,3.63,18.82,1.51%,3329
60,"ACO",1179.47,32.60,24.82,6.20%,-3.99%,71.60%,1.21%,6.32%,13.04,120.28,36.16,-0.06%,93278
61,"ACOR",1168.73,40.32,40.54,1.80%,17.11%,97.10%,-4.14%,8.09%,7.72,424.85,30.20,4.17%,388290
62,"ACPW",63.81,19.34,18.10,0.80%,-22.53%,44.30%,9.17%,2.50%,5.10,88.69,3.33,0.91%,21583
63,"ACRE",374.89,27.98,25.98,1.20%,-84.65%,54.20%,2.25%,3.05%,3.06,259.13,13.31,-0.67%,473316
64,"ACRX",427.47,41.46,42.40,0.10%,13.46%,81.70%,-0.04%,12.75%,8.18,660.61,10.69,3.69%,251853
65,"ACST",133.11,103.99,48.38,,,,,0.09%,0.10,447.37,1.27,-0.78%,1113070
66,"ACT",24228.95,132.50,173.05,0.40%,-37.13%,70.00%,1.66%,0.86%,1.08,1374.99,188.21,2.93%,1830450
67,"ACTG",644.72,48.33,46.16,1.60%,-1.40%,98.80%,5.37%,16.68%,11.25,684.46,13.54,1.50%,354343
68,"ACTS",168.99,68.98,65.49,5.61%,,5.40%,6.28%,0.01%,0.09,59.93,2.45,0.00%,42525
69,"ACU",47.84,3.19,2.75,10.80%,-2.55%,39.10%,2.89%,0.08%,0.53,3.99,15.00,0.00%,3101
70,"ACUR",75.46,47.46,47.87,1.40%,-12.51%,64.20%,0.14%,0.99%,2.15,220.79,1.71,7.55%,101757
71,"ACW",174.17,47.59,47.01,26.43%,54.28%,71.30%,14.64%,6.40%,9.51,316.29,3.71,1.37%,184439
72,"ACWI",,,,,,,,,0.21,1441.66,55.79,1.16%,1404358
73,"ACWX",,,,,,,,,0.29,473.27,44.75,1.13%,376737
74,"ACXM",2644.07,75.01,74.63,0.80%,7.33%,91.60%,0.10%,2.65%,3.40,582.05,36.00,2.13%,425515
75,"ACY",24.66,1.54,1.12,45.74%,,25.20%,0.52%,0.22%,0.51,4.82,15.57,-2.57%,2035
76,"ADAT",43.14,35.36,39.89,0.60%,37.62%,23.80%,0.05%,1.47%,2.45,240.03,1.15,-5.74%,115523
77,"ADBE",30631.42,499.37,494.63,0.10%,-92.19%,90.90%,-1.19%,1.16%,1.53,3736.54,62.88,2.51%,4740883
78,"ADC",367.97,12.98,12.42,5.90%,12.15%,68.10%,-0.16%,1.40%,1.36,127.85,28.57,0.81%,78247
79,"ADEP",164.02,10.86,10.78,0.30%,-94.32%,49.60%,-7.44%,2.37%,0.89,287.18,18.33,21.31%,873234
80,"ADES",493.37,10.11,10.11,5.30%,0.37%,46.60%,1.66%,2.30%,2.16,107.73,48.96,0.33%,62600
81,"ADGE",109.31,49.02,26.46,11.70%,13.79%,5.10%,6.38%,0.38%,4.89,20.61,2.17,-2.69%,14172
82,"ADHD",179.89,9.02,7.13,,,15.60%,1.30%,1.03%,0.80,92.76,21.19,6.22%,93503
83,"ADI",15037.28,311.01,307.97,0.40%,2.98%,87.40%,-0.15%,1.80%,2.76,2008.49,48.97,1.28%,1770259
84,"ADK",59.82,14.73,13.02,19.99%,,23.10%,8.90%,0.70%,2.71,33.80,4.12,1.48%,30421
85,"ADM",25851.71,661.00,642.83,0.20%,-8.76%,76.30%,0.87%,1.41%,1.83,4946.99,39.89,1.99%,6549324
86,"ADMP",659.67,104.88,7.47,45.63%,-0.01%,3.40%,0.71%,0.35%,0.38,69.06,6.36,1.11%,58882
87,"ADNC",234.10,21.64,21.51,1.80%,-97.07%,72.70%,-14.65%,1.88%,2.57,157.02,10.60,-2.03%,431906
88,"ADP",35623.42,480.10,478.33,0.20%,20.30%,76.70%,0.09%,1.01%,2.46,1952.96,74.89,0.93%,1640210
89,"ADRA",,,,,,,,,0.53,12.45,27.87,1.72%,6699
90,"ADRD",,,,,,,,,3.71,6.55,24.33,1.37%,15471
91,"ADRE",,,,,,,,,0.11,29.96,34.22,0.84%,26448
92,"ADRU",,,,,,,,,8.31,4.15,24.14,1.05%,2318
93,"ADS",12593.97,48.71,47.38,2.80%,-0.80%,,0.51%,11.12%,7.02,750.48,265.08,2.53%,1284664
94,"ADSK",11369.18,223.10,225.18,0.30%,-5.64%,92.50%,-0.40%,2.60%,2.15,2724.70,51.99,2.02%,2602482
95,"ADT",5872.16,196.00,182.93,0.30%,7.10%,93.00%,-5.97%,22.36%,9.64,4242.41,31.53,5.24%,12626963
96,"ADTN",1442.03,57.18,55.36,0.30%,6.85%,98.40%,-0.29%,5.08%,4.73,595.48,25.20,-0.08%,365961
97,"ADUS",258.56,10.79,9.90,6.80%,-3.68%,76.30%,0.65%,5.13%,3.59,141.60,22.91,-4.42%,144048
98,"ADVS",1509.63,51.58,48.77,0.50%,-97.02%,87.90%,0.93%,3.09%,5.91,254.81,29.62,1.20%,220116
99,"ADX",1144.68,92.69,83.66,0.20%,43.29%,19.80%,-0.43%,1.02%,7.15,119.58,12.50,1.21%,136106
100,"ADXS",35.15,7.48,10.72,9.10%,,4.80%,,1.51%,0.70,232.11,4.75,1.06%,190273
101,"AE",271.81,4.22,2.47,47.40%,-4.40%,38.40%,-0.61%,1.87%,6.34,7.27,64.44,0.00%,7600
102,"AEC",814.17,49.95,62.46,1.50%,-16.68%,81.00%,-1.78%,5.83%,6.64,548.29,16.49,1.17%,313088
103,"AEE",9017.44,242.60,242.27,0.10%,12.00%,62.40%,-0.25%,2.11%,3.20,1599.81,37.44,0.73%,1217968
104,"AEG",17734.53,2013.00,1993.15,,,7.20%,-0.10%,0.07%,1.24,1072.30,8.90,1.02%,947945
105,"AEGN",764.16,38.67,37.74,1.50%,-9.94%,99.90%,2.63%,7.08%,9.99,267.56,19.71,-0.25%,157005
106,"AEGR",1684.38,29.05,27.23,0.10%,-96.33%,,2.88%,13.19%,4.68,768.27,62.17,7.23%,968552
107,"AEHR",24.96,10.81,8.37,5.80%,5.91%,11.60%,1.54%,0.59%,1.25,39.58,2.34,1.30%,17668
108,"AEIS",1067.14,39.88,37.07,0.60%,-56.83%,91.50%,1.61%,1.88%,1.35,516.25,26.89,0.49%,515330
109,"AEL",1344.26,65.13,66.02,3.80%,2.23%,,1.40%,16.04%,15.77,671.45,21.01,1.79%,895905
110,"AEM",5409.44,173.10,173.67,,,74.60%,0.70%,1.36%,1.06,2225.38,32.31,3.39%,2282012
111,"AEO",2633.89,192.82,170.48,0.80%,51.45%,80.10%,2.13%,5.84%,1.84,5396.36,13.85,1.39%,4236954
112,"AEP",23178.01,486.93,486.98,0.10%,-8.80%,64.60%,-0.54%,1.43%,2.26,3089.74,48.03,0.90%,2466518
113,"AEPI",239.82,5.60,4.37,11.60%,6.91%,54.70%,0.16%,1.13%,0.48,102.59,44.52,3.99%,64575
114,"AER",4430.22,113.51,83.08,0.25%,-3.40%,66.60%,-2.87%,1.27%,0.80,1326.12,38.44,-1.51%,1091612
115,"AERG",0.99,91.67,77.18,21.63%,-0.18%,17.94%,-13.42%,1.00%,10.61,72.39,0.01,0.00%,0
116,"AERI",18.10,1.01,22.75,2.50%,,68.00%,,0.66%,1.33,112.43,18.96,5.51%,130516
117,"AERT",6.94,49.57,34.56,30.28%,0.07%,4.95%,-5.03%,0.16%,1.16,47.04,0.17,21.43%,58693
118,"AES",10358.32,742.00,726.84,0.10%,-98.89%,87.50%,-8.84%,1.95%,2.22,6379.50,14.06,0.72%,3428448
119,"AET",25205.11,371.10,366.18,0.30%,2.30%,91.70%,0.37%,1.34%,1.92,2547.96,66.76,-1.71%,4801156
120,"AETI",72.52,8.00,4.74,27.90%,-21.73%,24.60%,5.75%,0.63%,0.65,45.70,9.14,0.88%,4090
121,"AEY",29.49,10.00,4.89,45.42%,0.03%,7.80%,-0.19%,0.06%,0.07,40.26,2.93,-0.68%,13163
122,"AEZS",38.52,29.63,65.60,7.06%,,21.40%,3.59%,3.31%,0.88,2480.01,1.28,-1.15%,1351576
123,"AF",1233.41,97.58,82.76,2.10%,-10.33%,75.60%,-0.06%,5.82%,10.01,481.51,12.75,0.87%,460118
124,"AFAM",262.32,9.30,7.83,5.10%,-7.95%,62.20%,1.05%,3.13%,3.27,74.97,27.43,-2.73%,35932
125,"AFB",370.17,28.74,,18.96%,,8.40%,0.26%,,0.14,92.75,12.94,0.47%,79564
126,"AFCB",38.57,1.95,1.25,1.40%,22.45%,1.20%,-82.07%,0.19%,0.58,4.01,19.80,0.00%,0
127,"AFFM",40.84,15.41,15.20,0.18%,1.56%,75.79%,-0.26%,0.02%,0.49,5.64,2.74,3.40%,1153
128,"AFFX",504.78,71.60,71.19,0.70%,0.60%,,7.26%,12.56%,7.44,1200.91,7.21,2.27%,3062138
129,"AFFY",32.24,37.49,37.45,0.47%,20.52%,54.81%,-39.13%,49.35%,53.05,348.41,0.91,5.81%,283877
130,"AFG",4952.97,91.40,72.62,0.30%,-25.93%,63.80%,0.17%,0.68%,1.51,326.00,54.83,1.18%,359502
131,"AFH",104.70,8.22,4.59,3.10%,-81.20%,43.00%,3.27%,2.86%,3.79,34.56,12.95,1.65%,8002
