"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18791.55,333.42,331.92,0.30%,13.76%,85.30%,1.29%,1.18%,1.36,2876.54,56.67,0.55%,1912287
2,"AA",14057.12,1078.00,1076.56,0.20%,54.33%,67.90%,12.40%,8.07%,3.00,28964.97,12.85,-1.46%,26308658
3,"AADR",,,,,,,,,,3.10,38.40,1.40%,993
4,"AAIT",,,,,,,,,0.25,3.95,32.51,1.06%,500
5,"AAL",17889.47,471.52,467.30,1.10%,340.03%,53.80%,,6.99%,2.92,11183.60,37.71,-0.61%,11030789
6,"AAMC",2633.07,2.37,1.70,2.80%,3.11%,62.00%,7.62%,9.14%,6.17,25.21,1110.70,-0.03%,34986
7,"AAME",76.48,21.07,5.14,8.50%,,4.90%,1.98%,0.09%,0.46,10.34,3.68,1.38%,9924
8,"AAN",2188.91,71.98,69.81,0.60%,-4.21%,0.80%,,12.61%,6.05,1454.67,31.08,2.20%,873218
9,"AAOI",346.40,14.22,13.19,1.40%,,28.20%,78.38%,2.81%,2.30,160.68,24.29,-0.29%,318972
10,"AAON",1050.80,36.69,28.19,20.90%,-2.90%,58.60%,0.42%,3.61%,7.68,132.62,28.52,-0.42%,84409
11,"AAP",9280.34,72.93,72.43,0.60%,-20.09%,95.60%,-0.96%,2.18%,1.77,893.24,126.86,-0.31%,721492
12,"AAPL",483146.41,891.99,890.69,0.04%,6.89%,61.70%,0.04%,2.32%,1.80,11433.64,542.55,0.17%,6337896
13,"AAT",1381.74,40.39,34.34,1.20%,-7.27%,86.10%,0.33%,2.08%,4.25,168.02,34.49,0.82%,99178
14,"AAU",91.96,64.31,52.88,5.36%,,5.90%,145.70%,0.78%,2.28,180.21,1.43,0.00%,80831
15,"AAV",846.45,168.28,167.57,0.25%,,58.00%,4.02%,0.06%,0.58,183.56,5.02,-0.20%,578360
16,"AAWW",893.18,25.04,24.47,1.40%,14.35%,96.40%,-3.17%,10.55%,6.42,402.00,35.86,0.53%,212780
17,"AAXJ",,,,,,,,,0.64,716.35,59.94,0.18%,539700
18,"AB",2437.24,96.03,94.60,0.20%,-0.77%,28.90%,-3.91%,2.56%,6.02,401.48,25.51,0.51%,313089
19,"ABAX",880.21,22.25,21.01,2.60%,2.12%,98.50%,1.11%,15.25%,16.17,198.04,39.68,0.30%,83120
20,"ABB",60360.91,2315.34,2292.11,,,5.60%,53.72%,0.28%,3.32,1913.87,26.08,0.04%,1071904
21,"ABBV",83154.20,1596.05,1594.47,0.10%,19.10%,69.90%,2.48%,0.73%,1.76,6629.88,53.34,2.38%,5958261
22,"ABC",15106.57,229.20,226.31,0.20%,-1.08%,87.00%,-2.05%,2.88%,3.55,1831.27,65.58,-0.50%,1824100
