"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18598.05,333.00,332.41,0.30%,4.94%,85.00%,0.94%,0.83%,0.97,2840.83,55.44,-0.73%,1742978
2,"AA",12725.78,1073.00,1076.05,0.20%,54.72%,67.90%,12.33%,12.02%,4.65,27834.54,11.84,-0.17%,22798984
3,"AADR",,,,,,,,,,4.15,37.51,-1.26%,15109
4,"AAIT",,,,,,,,,0.84,2.61,31.56,-0.49%,3284
5,"AAL",8489.22,231.06,467.30,1.10%,,53.70%,,12.15%,5.03,11295.98,36.34,-1.09%,7186942
6,"AAMC",2017.34,2.35,1.71,2.50%,3.52%,62.00%,7.68%,4.79%,3.50,23.42,868.25,1.27%,5065
7,"AAME",78.81,21.30,5.14,8.50%,-1.47%,4.90%,1.95%,0.25%,1.07,12.17,3.58,-3.24%,10129
8,"AAN",2413.12,75.22,69.82,0.60%,-7.39%,0.80%,,12.29%,5.84,1470.05,32.11,0.09%,511196
9,"AAOI",330.93,12.63,11.46,1.60%,,31.70%,78.59%,1.43%,1.48,111.10,25.40,-3.05%,88133
10,"AAON",1005.63,36.74,28.06,0.30%,-12.68%,58.50%,0.29%,3.42%,7.23,132.62,27.66,1.06%,195921
11,"AAP",9063.11,72.76,72.43,0.60%,-19.98%,95.50%,-1.01%,2.49%,2.06,875.69,124.60,0.03%,521334
12,"AAPL",475500.63,896.07,890.69,0.04%,6.86%,61.60%,-0.13%,2.96%,2.21,11950.13,524.69,-1.12%,8402523
13,"AAT",1306.72,39.84,34.39,1.00%,-21.33%,86.10%,0.29%,2.01%,3.82,180.76,32.99,0.58%,100160
14,"AAU",99.80,61.23,52.88,5.36%,,5.90%,165.15%,0.86%,2.74,166.69,1.53,-6.13%,359530
15,"AAV",527.41,134.20,166.87,0.25%,,58.00%,5.10%,0.15%,1.96,131.37,4.02,2.29%,126957
16,"AAWW",800.50,25.04,24.46,1.50%,18.64%,96.30%,-3.23%,10.55%,6.16,418.52,31.85,-0.38%,144897
17,"AAXJ",,,,,,,,,0.66,766.89,56.73,0.25%,489862
18,"AB",2241.87,92.26,94.60,0.30%,204.90%,28.90%,-4.10%,2.25%,5.73,371.81,24.00,-1.23%,596764
19,"ABAX",855.87,22.27,21.03,2.60%,-1.70%,98.20%,0.77%,14.63%,15.16,203.02,38.29,-0.36%,73737
20,"ABB",57011.54,2297.00,2295.97,,,5.60%,54.44%,0.20%,2.46,1894.45,24.61,-0.85%,1503339
21,"ABBV",81701.44,1592.00,1586.98,0.10%,19.34%,70.10%,2.36%,0.73%,1.75,6606.93,51.21,-0.21%,5455994
