"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ADXS","Advaxis, Inc.","Healthcare","Biotechnology","USA",56.34,,3.06,-24.82%,3450055
2,"ADZ","PowerShares DB Agriculture Short ETN","Financial","Exchange Traded Fund","USA",,,27.59,-16.51%,904
3,"AERG","Applied Energetics, Inc.","Technology","Scientific & Technical Instruments","USA",2.32,,0.02,-20.95%,469705
4,"ATRM","Aetrium Inc.","Technology","Semiconductor Equipment & Materials","USA",6.34,,4.99,-15.14%,55872
5,"CCGM","China CGame, Inc.","Services","Technical Services","China",1.80,,0.08,-16.67%,30598
6,"CTHR","Charles & Colvard Ltd.","Services","Jewelry Stores","USA",79.01,30.38,3.15,-20.25%,565061
7,"DEAR","Dearborn Bancorp Inc.","Financial","Regional - Midwest Banks","USA",0.23,,0.02,-20.00%,33000
8,"DGLY","Digital Ally Inc.","Technology","Scientific & Technical Instruments","USA",17.30,,6.37,-20.38%,101599
9,"FULL","Full Circle Capital Corporation","Financial","Credit Services","USA",66.83,,7.47,-15.40%,3189962
10,"GNI","Great Northern Iron Ore Properties","Basic Materials","Industrial Metals & Minerals","USA",36.26,2.45,19.12,-20.89%,163808
11,"HEAT","SmartHeat Inc.","Industrial Goods","Industrial Equipment & Components","China",0.81,,0.13,-31.58%,745
12,"KIOR","KiOR, Inc.","Basic Materials","Oil & Gas Refining & Marketing","USA",51.47,,0.38,-18.38%,3768918
13,"KUTV","Ku6 Media Co., Ltd.","Services","Entertainment - Diversified","China",121.48,,2.14,-16.73%,407781
14,"LDOS","Leidos Holdings, Inc.","Technology","Information & Delivery Services","USA",3623.76,17.33,35.20,-18.41%,4836854
15,"LRY","Liberty Property Trust","Financial","REIT - Office","USA",,,20.92,-43.46%,0
16,"MAGS","Magal Security Systems Ltd.","Services","Security & Protection Services","Israel",69.76,,3.64,-15.74%,101746
17,"NEWN","New Energy Systems Group","Technology","Diversified Electronics","China",1.47,,0.07,-30.00%,3000
18,"PWO","PowerShares Dynamic OTC","Financial","Exchange Traded Fund","USA",,,55.50,-22.70%,3787
19,"SPEX","Spherix Inc.","Healthcare","Medical Laboratories & Research","USA",6.00,,3.43,-23.44%,2106543
