"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19668.02,331.00,332.45,0.30%,4.97%,84.60%,0.41%,0.56%,0.78,2403.67,59.01,-0.69%,1745532
2,"AA",11976.76,1070.31,1069.39,0.20%,54.82%,64.30%,5.59%,11.10%,4.34,27332.51,11.06,-1.16%,22041468
3,"AADR",,,,,,,,,,5.45,34.86,-3.83%,3559
4,"AAIT",,,,,,,,,0.48,2.47,30.48,-0.55%,1408
5,"AAL",11985.12,336.00,751.64,0.70%,,10.10%,,8.53%,4.46,14362.45,35.58,-0.25%,11038651
6,"AAMC",2256.31,2.35,1.70,2.50%,3.53%,60.50%,4.18%,3.69%,4.37,14.34,991.51,3.18%,13899
7,"AAME",83.71,21.30,5.14,75.13%,,4.80%,1.09%,0.33%,1.59,10.74,3.95,0.51%,312
8,"AAN",2155.18,76.10,67.09,0.50%,-4.52%,0.80%,,10.94%,6.16,1190.46,29.24,3.25%,3423359
9,"AAOI",164.73,12.60,11.44,1.50%,,20.70%,16.42%,0.67%,1.11,68.55,13.12,0.38%,31253
10,"AAON",1022.90,36.74,28.06,0.30%,-12.68%,58.10%,-0.28%,3.48%,7.88,123.92,27.48,-1.29%,130106
11,"AAP",9093.38,72.75,72.23,0.80%,1.39%,95.60%,-1.01%,2.51%,2.10,861.74,123.32,-1.34%,1110285
12,"AAPL",465670.69,896.07,891.07,0.04%,6.22%,61.60%,0.03%,1.71%,1.23,12392.02,528.99,1.79%,12305088
13,"AAT",1275.34,39.82,34.45,1.00%,-22.56%,86.10%,-4.23%,1.64%,3.78,149.30,32.55,1.62%,173318
14,"AAU",91.28,60.05,52.92,5.36%,,5.90%,174.02%,0.79%,2.95,142.02,1.74,14.47%,433291
15,"AAV",532.77,134.20,167.07,0.25%,,58.00%,5.10%,0.11%,1.41,136.35,3.86,-2.77%,104115
16,"AAWW",855.22,25.12,24.52,12.22%,-2.89%,99.50%,-0.02%,4.14%,2.88,352.37,34.76,2.12%,236172
17,"AAXJ",,,,,,,,,0.53,694.73,55.77,-0.94%,1029114
18,"AB",2038.90,92.26,86.69,0.30%,-0.80%,33.50%,6.79%,2.75%,6.51,365.69,22.32,1.00%,292112
19,"ABAX",824.25,22.27,21.08,1.80%,-5.20%,97.60%,0.32%,11.55%,12.92,188.43,37.07,0.16%,177457
20,"ABB",58228.95,2297.00,2295.97,,,3.60%,-1.26%,0.18%,2.96,1420.71,25.28,-0.28%,1319899
21,"ABBV",78615.12,1608.00,1589.52,0.06%,1.05%,68.50%,0.27%,0.60%,1.42,6667.41,49.55,1.35%,7895092
22,"ABC",15322.63,230.28,231.05,0.20%,3.83%,87.10%,-0.87%,2.37%,3.34,1641.58,66.37,-0.26%,2890711
23,"ABCB",480.42,24.02,21.75,2.90%,8.40%,64.90%,-6.04%,1.68%,4.19,87.43,20.10,0.50%,107926
24,"ABCD",85.14,47.56,11.39,71.14%,-2.66%,14.20%,-23.29%,0.16%,0.54,32.59,1.91,6.70%,37068
25,"ABCO",2100.95,35.88,35.87,0.30%,-18.85%,96.80%,-0.54%,6.47%,10.73,216.15,59.25,1.20%,388575
26,"ABFS",798.33,25.79,24.30,3.40%,13.75%,97.40%,0.82%,8.02%,4.35,448.20,30.94,-0.06%,403321
27,"ABG",1528.97,30.50,30.28,0.40%,-56.89%,98.20%,-0.21%,3.69%,4.01,278.55,49.45,-1.36%,202660
28,"ABIO",19.07,10.83,12.92,2.70%,30.72%,15.30%,-2.18%,20.50%,1.80,1473.66,1.77,0.57%,444157
29,"ABM",1466.17,55.33,50.68,1.80%,10.79%,80.00%,-1.93%,1.52%,3.77,203.93,26.40,-0.38%,130611
30,"ABMC",2.61,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.40,14.50,0.13,8.33%,650
31,"ABMD",1072.55,39.59,39.32,2.90%,0.26%,97.90%,-0.18%,10.10%,10.62,374.06,26.97,-0.44%,240627
32,"ABR",301.62,43.40,37.51,0.50%,-12.15%,58.20%,-1.68%,0.31%,1.09,105.22,6.94,-0.14%,84191
33,"ABT",58261.06,1567.00,1543.49,0.10%,0.71%,68.30%,-4.48%,0.74%,1.68,6836.97,37.16,-0.05%,11195451
34,"ABTL",131.65,8.90,8.78,8.62%,-44.21%,60.60%,11.45%,1.00%,0.32,275.12,16.12,8.99%,443319
35,"ABX",18908.89,1001.00,1161.43,,,73.90%,3.15%,1.28%,0.95,15627.01,19.28,2.06%,10723037
36,"ACAD",2100.66,89.50,90.65,0.10%,-13.53%,89.80%,1.92%,10.80%,7.43,1318.34,23.96,2.09%,1505051
37,"ACAS",4526.70,286.50,267.06,1.10%,-2.66%,59.00%,-3.71%,0.94%,1.18,2122.65,15.94,0.89%,1768889
38,"ACAT",595.85,13.42,12.96,0.50%,6.34%,87.60%,-0.72%,4.29%,2.77,200.35,44.56,0.36%,234396
39,"ACC",3482.92,104.78,104.15,0.60%,31.34%,93.00%,-7.03%,2.18%,2.99,761.13,34.32,3.25%,950447
40,"ACCL",695.75,55.66,55.13,0.92%,-17.68%,89.20%,-0.73%,1.48%,1.13,726.30,12.48,-0.16%,1039867
41,"ACCO",652.06,113.60,112.60,0.30%,-22.86%,,-1.19%,14.99%,26.06,647.73,5.75,0.17%,500640
42,"ACCU",,,,,,,,,,17.36,26.38,0.19%,84600
43,"ACE",32248.10,340.89,338.35,0.40%,3.41%,93.10%,-0.03%,1.06%,2.10,1709.95,95.03,0.45%,1693772
44,"ACET",493.80,27.76,26.64,2.40%,9.72%,66.20%,-0.06%,2.44%,1.90,340.90,18.01,1.24%,491686
45,"ACFC",25.41,6.57,14.49,1.20%,,14.90%,-45.06%,0.09%,0.18,74.37,3.98,2.84%,10758
46,"ACFN",65.49,18.09,20.47,6.90%,16.09%,36.50%,-15.42%,13.10%,11.08,241.95,3.56,-1.66%,178188
47,"ACG",1782.97,242.91,242.91,,,25.70%,2.05%,0.14%,0.28,1199.35,7.35,0.14%,304430
48,"ACGL",6936.36,131.50,127.98,0.90%,-4.44%,93.50%,1.16%,2.19%,7.28,385.17,53.41,1.25%,671350
49,"ACH",4887.39,543.04,156.18,,,2.10%,0.06%,1.84%,20.08,142.75,8.97,-0.33%,41054
50,"ACHC",2466.47,50.04,46.86,0.30%,-54.53%,72.50%,-1.03%,13.04%,17.96,340.07,49.66,0.75%,221560
51,"ACHN",308.31,96.65,96.45,0.10%,-0.71%,93.80%,-1.18%,17.39%,7.38,2272.01,3.31,3.76%,1238936
52,"ACI",829.45,212.14,209.58,0.54%,0.44%,61.40%,-1.14%,18.68%,4.23,9251.10,3.96,1.28%,8718211
53,"ACIM",,,,,,,,,,4.09,63.69,5.12%,340
54,"ACIW",2316.59,39.13,38.05,1.00%,-2.00%,98.90%,-1.84%,5.61%,7.85,272.13,55.29,-6.62%,1008485
55,"ACLS",233.76,109.75,108.37,1.40%,1.05%,49.10%,0.07%,0.58%,0.72,868.06,2.20,3.29%,972929
56,"ACM",2772.53,96.30,88.85,1.00%,-16.19%,71.00%,-1.63%,0.93%,1.31,630.99,28.69,-0.35%,769232
57,"ACMP",9745.64,178.04,174.30,0.10%,0.04%,69.80%,-5.33%,0.61%,2.46,429.90,54.97,0.42%,216460
58,"ACN",51304.96,636.70,507.50,0.30%,14.99%,81.80%,0.76%,2.89%,4.44,3297.52,79.97,-0.76%,2365596
59,"ACNB",112.58,5.98,5.84,1.70%,3.04%,7.00%,0.39%,0.03%,0.54,3.61,18.66,-0.85%,3234
60,"ACO",1178.82,32.60,24.80,6.40%,0.48%,80.90%,14.33%,6.32%,13.03,120.37,36.00,-0.44%,117305
61,"ACOR",1217.51,40.32,40.54,1.80%,17.11%,97.90%,-3.32%,8.09%,7.73,424.27,30.41,0.70%,454242
62,"ACPW",64.39,19.34,18.10,0.50%,-34.97%,44.60%,0.82%,2.50%,5.22,86.54,3.37,1.20%,18814
63,"ACRE",372.37,27.98,25.98,1.20%,-84.65%,56.90%,7.35%,3.05%,3.02,262.72,13.33,0.15%,190077
64,"ACRX",443.23,41.46,42.40,0.10%,13.46%,83.00%,1.56%,12.75%,8.25,655.25,10.85,1.50%,241184
65,"ACST",132.07,103.99,48.33,,,,,0.09%,0.09,465.25,1.27,0.00%,741757
66,"ACT",24937.83,132.50,173.05,0.40%,-47.73%,70.90%,3.40%,0.86%,1.08,1379.08,188.76,0.29%,1111542
67,"ACTG",654.39,48.33,46.17,1.60%,-3.37%,99.90%,6.64%,16.68%,11.34,678.91,13.69,1.11%,379177
68,"ACTS",168.30,68.69,65.49,5.61%,,5.40%,6.34%,0.01%,0.09,59.60,2.46,0.41%,61781
69,"ACU",47.84,3.19,2.75,10.80%,-1.71%,39.10%,2.80%,0.08%,0.52,4.00,15.22,1.47%,61044
70,"ACUR",81.15,47.46,47.87,1.40%,-12.51%,64.20%,0.14%,0.99%,2.17,218.20,1.67,-2.34%,87971
71,"ACW",176.55,47.59,47.00,0.10%,1.25%,92.90%,1.68%,6.40%,9.66,311.35,3.79,2.16%,131726
72,"ACWI",,,,,,,,,0.21,1435.85,55.72,-0.13%,646729
73,"ACWX",,,,,,,,,0.29,477.15,44.53,-0.49%,1543470
74,"ACXM",2700.32,75.01,74.63,0.50%,-4.34%,92.70%,1.27%,2.65%,3.43,577.97,35.60,-1.11%,276592
75,"ACY",24.23,1.54,1.12,45.74%,,25.20%,0.52%,0.22%,0.51,4.84,15.70,0.00%,6297
76,"ADAT",40.66,35.36,39.76,1.80%,40.66%,23.80%,0.05%,1.48%,2.45,240.41,1.17,1.74%,55916
77,"ADBE",31400.45,499.37,494.69,0.10%,-92.28%,91.50%,-0.56%,1.16%,1.54,3725.19,63.78,1.43%,2798833
78,"ADC",370.95,12.98,12.42,5.90%,12.15%,66.20%,-3.08%,1.40%,1.36,128.33,28.75,0.63%,37929
79,"ADEP",198.97,10.86,10.78,0.30%,-94.56%,47.90%,-10.70%,2.37%,0.86,297.47,18.55,1.20%,324616
80,"ADES",494.99,10.11,10.11,5.30%,0.19%,46.40%,1.21%,2.30%,2.16,107.36,49.46,1.02%,46290
81,"ADGE",107.35,49.02,26.46,11.70%,13.79%,5.10%,6.52%,0.38%,4.88,20.67,2.19,0.00%,5025
82,"ADHD",235.80,11.13,7.13,,,16.10%,4.49%,1.03%,0.79,93.38,21.20,0.05%,51363
83,"ADI",15230.11,311.01,310.33,0.40%,2.98%,86.00%,-0.61%,1.79%,2.75,2013.72,49.22,0.51%,1432732
84,"ADK",60.70,14.73,13.02,19.99%,,23.00%,8.41%,0.70%,2.71,33.82,4.06,-1.46%,30886
85,"ADM",26447.07,663.00,643.86,0.30%,-5.29%,76.10%,0.97%,1.41%,1.83,4958.01,40.11,0.55%,6755469
86,"ADMP",667.01,104.88,7.47,45.63%,-0.56%,8.70%,6.41%,0.35%,0.15,175.33,6.30,-0.94%,41321
87,"ADNC",229.34,21.64,21.51,1.80%,-97.07%,74.90%,-12.06%,1.88%,2.48,162.50,10.65,0.47%,204525
88,"ADP",35827.38,478.40,479.53,0.20%,20.38%,76.80%,0.14%,1.00%,2.46,1955.55,74.45,-0.59%,1981933
89,"ADRA",,,,,,,,,0.53,12.54,27.78,-0.32%,613
90,"ADRD",,,,,,,,,3.67,6.63,24.23,-0.43%,1257
91,"ADRE",,,,,,,,,0.11,30.16,33.96,-0.76%,8478
92,"ADRU",,,,,,,,,8.71,3.96,24.07,-0.28%,11543
93,"ADS",12912.05,48.71,47.38,1.10%,-1.11%,,-0.51%,11.12%,6.91,762.28,268.00,1.10%,888011
94,"ADSK",11598.97,223.10,225.18,0.30%,-5.64%,92.40%,-0.48%,2.60%,2.17,2704.75,52.28,0.56%,2319910
95,"ADT",6179.88,196.00,182.91,0.30%,11.15%,93.00%,-5.18%,22.37%,9.28,4409.19,30.93,-1.90%,6963192
96,"ADTN",1440.89,57.18,55.36,0.30%,6.85%,97.80%,-0.88%,5.08%,4.75,592.20,25.28,0.32%,305357
97,"ADUS",247.13,10.79,9.90,6.80%,-3.68%,76.60%,1.01%,5.13%,3.57,142.24,23.04,0.57%,137633
98,"ADVS",1513.73,51.11,48.77,0.50%,-97.04%,87.20%,0.14%,3.09%,5.94,253.35,29.63,0.03%,236555
99,"ADX",1158.59,92.69,83.66,0.30%,27.52%,19.40%,-2.66%,1.02%,7.12,120.18,12.53,0.24%,147153
100,"ADXS",35.52,7.48,11.95,8.30%,,4.70%,,1.36%,0.70,231.41,4.97,4.63%,282315
101,"ADZ",,,,,,,,,,0.02,22.68,0.00%,0
102,"AE",271.81,4.22,2.47,47.40%,-4.40%,38.30%,-0.74%,1.87%,6.26,7.36,63.97,-0.73%,4820
103,"AEC",823.66,49.95,62.40,1.60%,-10.12%,77.60%,-11.90%,5.14%,5.91,543.07,16.60,0.67%,567382
104,"AEE",9082.94,242.60,242.27,0.10%,12.00%,63.00%,0.67%,2.11%,3.20,1600.24,37.67,0.61%,1238186
105,"AEG",17915.70,2013.00,1993.15,,,7.20%,-0.16%,0.07%,1.24,1071.27,8.87,-0.34%,667339
106,"AEGN",762.23,38.67,37.74,1.50%,-9.94%,99.90%,4.05%,7.08%,10.03,266.53,19.58,-0.66%,187200
107,"AEGR",1806.10,29.05,27.23,0.10%,-96.33%,,0.54%,13.19%,4.67,768.90,65.62,5.55%,944074
108,"AEHR",25.29,10.81,8.36,5.80%,6.64%,12.00%,4.94%,0.59%,1.27,39.21,2.42,3.42%,25029
109,"AEIS",1083.24,40.28,37.09,0.60%,-56.19%,93.70%,4.01%,1.88%,1.36,513.47,26.85,-0.15%,587836
110,"AEL",1368.36,65.13,66.02,3.80%,2.23%,,1.56%,16.04%,15.75,672.59,21.16,0.71%,632722
111,"AEM",5592.93,173.10,173.67,,,74.60%,0.70%,1.36%,1.06,2231.41,33.96,5.11%,3406500
112,"AEO",2670.53,192.82,170.67,0.80%,51.45%,80.40%,2.63%,5.83%,1.90,5230.25,13.68,-1.23%,2962817
113,"AEP",23387.39,486.93,486.98,0.10%,-1.02%,64.50%,-0.81%,1.43%,2.27,3077.58,48.25,0.46%,3091391
114,"AEPI",249.40,5.60,4.37,11.60%,6.91%,55.70%,1.96%,1.13%,0.49,100.60,44.57,0.11%,34595
115,"AER",4363.25,113.51,83.08,0.25%,-3.40%,65.70%,-4.10%,1.27%,0.79,1338.48,38.08,-0.94%,601622
116,"AERG",0.99,91.67,77.18,21.63%,-0.18%,17.94%,-13.42%,1.00%,10.61,72.39,0.01,0.00%,8451
117,"AERI",19.09,1.01,22.75,2.50%,,70.70%,,0.66%,1.33,112.09,18.18,-4.11%,63603
118,"AERT",8.43,49.57,34.56,30.28%,0.07%,4.95%,-5.03%,0.16%,1.25,43.70,0.17,-0.06%,29311
119,"AES",10432.52,742.00,712.95,0.10%,-98.89%,89.70%,-6.61%,1.98%,2.24,6328.24,14.05,-0.07%,3089396
120,"AET",24774.64,371.10,365.97,0.40%,19.67%,90.90%,-0.23%,1.34%,1.90,2581.35,65.68,-1.62%,4254713
121,"AETI",73.16,8.00,4.74,27.90%,-21.73%,24.60%,5.63%,0.63%,0.66,45.30,9.32,1.97%,9654
122,"AEY",29.29,10.00,4.89,45.42%,0.03%,7.80%,-0.19%,0.06%,0.07,40.32,3.14,7.17%,48702
123,"AEZS",38.22,29.63,65.60,7.06%,,21.40%,3.59%,3.31%,0.87,2496.77,1.32,2.33%,1458242
124,"AF",1244.15,97.58,82.56,2.40%,-0.80%,75.90%,0.27%,5.84%,10.01,481.63,12.79,0.31%,354576
125,"AFAM",255.15,9.30,7.83,5.10%,-9.19%,62.20%,1.03%,3.13%,3.37,72.74,28.40,3.54%,61466
126,"AFB",370.75,28.74,,18.96%,,8.40%,0.26%,,0.14,92.49,12.98,0.62%,56349
127,"AFCB",36.35,1.84,1.25,1.40%,24.15%,1.20%,-82.93%,0.19%,0.58,4.01,19.80,0.00%,0
128,"AFFM",42.22,15.41,15.20,0.18%,1.56%,75.79%,-0.26%,0.02%,0.54,5.17,2.74,0.00%,2040
129,"AFFX",516.24,71.60,71.19,0.70%,0.60%,,10.50%,12.56%,7.24,1235.37,7.13,-1.11%,1699682
130,"AFFY",34.12,37.49,37.45,0.47%,20.52%,54.81%,-39.13%,49.35%,56.19,328.92,0.90,-1.15%,151551
131,"AFG",5011.46,91.40,72.76,0.30%,-23.88%,63.10%,-0.56%,0.68%,1.51,326.16,54.87,0.07%,255009
132,"AFH",106.42,8.22,8.08,2.60%,-83.74%,35.40%,5.32%,1.62%,3.82,34.27,12.91,-0.31%,10364
133,"AFK",,,,,,,,,,24.38,30.06,-0.86%,15027
134,"AFL",29103.83,464.32,438.77,0.30%,-13.10%,66.60%,0.49%,0.94%,2.08,1988.98,62.43,-0.40%,1859160
135,"AFOP",222.97,18.38,12.85,12.40%,-20.26%,30.20%,-0.04%,12.14%,2.58,605.32,11.97,-1.32%,1054823
136,"AFSI",2441.42,74.28,29.87,14.00%,14.79%,50.60%,-2.70%,36.24%,10.27,1054.47,31.05,-5.54%,1739244
137,"AG",1254.45,117.02,112.55,,,,,1.55%,1.47,1191.81,11.05,3.08%,1546524
138,"AGA",,,,,,,,,,0.94,13.44,-4.48%,2119
139,"AGCO",4969.35,97.40,89.96,0.60%,81.28%,92.10%,-0.93%,7.02%,4.67,1352.82,51.28,0.51%,1716541
140,"AGD",,,,,,,,,0.21,49.97,9.65,0.31%,38668
141,"AGEN",87.09,30.35,50.98,4.70%,1.93%,21.70%,-14.88%,4.43%,3.84,587.88,2.92,1.74%,489601
142,"AGF",,,,,,,,,,1.35,11.21,0.00%,0
143,"AGG",,,,,,,,,,1600.74,107.96,0.13%,1145466
144,"AGI",1177.49,127.71,126.98,15.16%,,,29.59%,1.04%,4.14,320.22,9.54,3.47%,405280
145,"AGII",1180.68,26.68,26.14,1.60%,-4.69%,90.60%,1.50%,1.10%,2.24,128.87,44.07,-0.41%,111809
146,"AGIO",647.10,22.75,17.26,0.40%,,53.30%,24.35%,12.58%,9.10,238.51,31.33,10.12%,231075
147,"AGLS",,,,,,,,,,15.39,21.29,0.00%,676
148,"AGM",325.94,10.84,10.15,1.20%,-16.65%,70.60%,1.40%,0.74%,2.38,31.37,29.96,-0.33%,27334
149,"AGN",35271.71,296.80,296.66,0.17%,-1.18%,89.50%,1.66%,1.34%,1.73,2300.42,122.96,3.47%,4533471
150,"AGNC",8198.54,373.00,355.86,0.30%,3.13%,51.20%,-2.60%,2.31%,1.24,6629.47,22.13,0.68%,4859933
151,"AGO",4054.89,182.90,178.98,1.30%,3.48%,93.00%,-1.17%,2.24%,1.75,2300.63,22.63,2.07%,3460404
152,"AGQ",,,,,,,,,,477.43,66.51,0.47%,365478
153,"AGRO",925.83,121.98,120.10,27.41%,,68.30%,0.08%,0.48%,2.73,212.18,7.63,0.53%,181277
154,"AGU",12811.05,147.00,143.23,0.10%,,68.70%,2.11%,1.01%,1.90,760.14,87.22,0.08%,832270
155,"AGX",388.40,14.09,11.76,3.30%,8.39%,62.40%,-2.07%,0.89%,0.98,106.80,27.06,-1.81%,113600
156,"AGYS",293.04,22.15,21.27,3.00%,9.74%,81.30%,-0.31%,1.34%,5.96,47.65,13.29,0.45%,32467
157,"AGZ",,,,,,,,,,25.98,111.74,0.04%,17325
158,"AH",832.24,98.49,68.62,35.88%,,55.40%,-6.97%,9.17%,13.69,459.82,8.46,0.12%,183904
159,"AHC",171.38,21.94,18.67,0.10%,,67.80%,1.09%,0.63%,1.93,61.08,8.04,2.94%,48177
160,"AHGP",3712.10,59.86,16.47,72.49%,-0.26%,23.30%,0.04%,0.70%,3.10,37.28,60.50,-2.44%,36754
161,"AHH",169.60,19.16,9.26,0.90%,,65.50%,1.58%,2.71%,2.47,101.66,8.90,0.56%,72948
162,"AHL",2443.81,66.72,64.94,0.10%,-56.60%,97.00%,0.50%,1.32%,1.89,450.86,36.79,0.44%,749397
163,"AHP",258.95,16.11,15.56,0.10%,163.56%,23.10%,,1.13%,0.84,210.27,16.47,2.49%,142686
164,"AHPI",19.75,8.03,4.45,0.50%,,40.90%,-5.63%,0.01%,0.04,9.31,2.52,2.44%,1737
165,"AHS",672.32,45.99,45.54,1.20%,30.20%,89.50%,0.08%,1.62%,2.57,287.43,14.41,-1.44%,345767
166,"AHT",708.70,79.90,73.54,0.40%,0.31%,71.30%,-2.37%,3.49%,3.11,824.30,8.93,0.68%,512100
167,"AI",416.78,16.67,15.75,2.27%,-0.37%,32.40%,-1.06%,4.78%,4.88,154.38,25.03,0.12%,114367
168,"AIA",,,,,,,,,,23.89,43.49,-0.87%,12057
169,"AIG",72292.35,1475.05,1471.28,0.03%,-5.55%,86.30%,0.28%,1.00%,1.60,9171.46,48.88,-0.27%,5872357
170,"AIMC",881.06,26.78,25.99,2.80%,-5.66%,95.20%,2.77%,6.55%,11.13,152.95,33.11,0.64%,91589
171,"AIN",1078.76,31.72,28.12,0.10%,-15.91%,93.30%,0.36%,1.01%,2.71,104.55,33.78,-0.68%,74883
172,"AINV",1881.08,224.74,224.30,0.21%,6.65%,54.70%,-1.51%,1.79%,2.53,1581.88,8.40,0.36%,1403913
173,"AIQ",300.13,10.64,9.93,2.20%,0.43%,84.00%,3.44%,1.29%,2.94,43.70,27.86,-1.24%,23945
174,"AIR",1013.64,38.60,37.50,2.50%,-3.79%,92.20%,1.76%,8.08%,8.98,337.40,26.30,0.15%,344209
175,"AIRI",47.23,5.71,5.03,0.10%,,7.00%,4.99%,0.03%,0.42,4.01,8.21,-0.73%,6110
176,"AIRM",2036.25,38.93,35.23,8.40%,-5.68%,98.50%,-4.14%,16.41%,14.96,386.41,52.09,-0.40%,261916
177,"AIRT",28.25,2.45,1.74,0.10%,6.56%,27.50%,-0.15%,0.15%,0.79,3.28,11.65,0.87%,1907
178,"AIT",2028.90,42.08,38.36,2.10%,1.26%,88.40%,-1.46%,1.28%,2.61,187.37,48.58,0.75%,230913
179,"AIV",4290.26,145.33,144.46,0.80%,5.73%,,1.75%,3.29%,3.60,1317.59,30.16,2.17%,3336659
180,"AIXG",1542.40,101.14,104.91,,,5.30%,-10.46%,1.44%,14.69,102.57,15.37,0.79%,25261
181,"AIZ",4740.14,73.64,71.12,1.70%,-1.65%,95.10%,-1.01%,4.30%,4.89,625.50,64.32,-0.08%,605941
182,"AJG",5882.54,129.80,132.22,0.30%,0.26%,76.50%,-1.91%,0.67%,1.29,689.00,45.25,-0.15%,547532
183,"AKAM",10124.85,178.76,173.09,0.40%,41.30%,94.20%,0.79%,6.57%,5.02,2266.52,58.01,2.42%,4613903
