"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"BAA","Banro Corporation","Basic Materials","Gold","Canada",51.57,,0.17,-15.00%,6267136
2,"CREG","China Recycling Energy Corporation","Industrial Goods","Waste Management","China",85.32,4.52,1.18,-15.71%,1682151
3,"DSS","Document Security Systems, Inc.","Services","Business Services","USA",46.04,109.00,0.91,-16.51%,590743
4,"ESI","ITT Educational Services Inc.","Services","Education & Training Services","USA",178.86,3.04,4.95,-35.29%,6155211
5,"IBIO","iBio, Inc.","Healthcare","Biotechnology","USA",47.88,,0.62,-15.07%,632300
6,"KEM","KEMET Corp.","Technology","Diversified Electronics","USA",213.79,,3.94,-16.35%,599210
7,"NAK","Northern Dynasty Minerals Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",57.96,,0.52,-16.13%,673139
8,"NIHD","NII Holdings Inc.","Technology","Wireless Communications","USA",18.11,,0.07,-33.33%,18740382
9,"NXTD","Nxt-ID, Inc.","Services","Security & Protection Services","USA",40.56,,1.38,-17.86%,340143
10,"QRHC","Quest Resource Holding Corporation","Industrial Goods","Waste Management","USA",339.64,,1.75,-50.00%,2135397
11,"TAS","Tasman Metals Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",49.61,,0.63,-15.73%,425741
12,"USU","USEC Inc.","Basic Materials","Industrial Metals & Minerals","USA",9.85,,1.62,-18.59%,967540
13,"ZBB","ZBB Energy Corporation","Industrial Goods","Industrial Electrical Equipment","USA",39.07,,0.85,-15.31%,1718380
