"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18148.73,331.00,328.04,0.30%,14.53%,84.80%,-0.74%,0.92%,1.12,2705.33,55.06,0.42%,2114886
2,"AA",10015.20,1070.00,1068.50,0.07%,10.31%,61.00%,4.52%,11.39%,4.45,27351.43,9.48,1.28%,14309934
3,"AADR",,,,,,,,,,7.75,36.51,0.00%,0
4,"AAIT",,,,,,,,,0.04,1.62,31.83,-1.03%,30475
5,"AAMC",2100.88,2.35,,46.34%,0.02%,15.30%,11.76%,,6.13,5.02,970.99,8.61%,21945
6,"AAME",85.62,21.30,5.14,75.13%,,4.80%,-4.93%,0.23%,1.49,8.04,4.03,0.25%,4387
7,"AAN",2200.84,76.10,67.11,0.50%,-5.47%,99.70%,3.50%,7.59%,6.38,798.67,28.97,0.17%,676679
8,"AAOI",181.12,12.60,11.46,1.40%,,17.70%,,0.22%,0.28,93.24,14.88,3.55%,195139
9,"AAON",1130.18,36.74,28.06,0.30%,-9.82%,58.40%,2.09%,3.56%,11.14,89.73,30.33,-1.40%,177525
10,"AAP",7605.70,72.75,72.25,0.70%,-3.41%,96.30%,0.09%,3.62%,3.19,820.82,104.33,-0.21%,760770
11,"AAPL",506347.70,904.16,899.28,0.04%,33.13%,61.10%,-1.66%,2.16%,1.54,12562.63,566.43,1.14%,11291972
12,"AAT",1261.80,39.82,34.34,0.70%,1.83%,86.10%,19.89%,2.38%,3.19,256.10,31.67,-0.06%,223697
13,"AAU",63.05,60.05,52.98,5.36%,,5.90%,174.02%,0.95%,3.75,134.50,1.10,4.76%,219898
14,"AAV",708.89,168.38,167.07,0.25%,,58.00%,4.02%,0.14%,1.57,153.51,4.23,0.48%,86726
15,"AAWW",941.15,25.12,24.52,0.80%,2.55%,99.80%,-2.70%,4.65%,3.73,305.55,38.08,1.66%,332811
16,"AAXJ",2056.39,33.80,33.80,,,,,0.75%,0.35,725.69,61.24,0.66%,1132191
17,"AB",2043.51,92.26,86.69,0.40%,-16.89%,32.00%,-7.29%,2.23%,4.96,390.25,22.35,0.90%,551725
18,"ABAX",813.50,22.31,21.08,4.20%,-5.26%,97.40%,-2.90%,9.30%,11.48,170.74,36.87,1.10%,125652
19,"ABB",58251.92,2297.00,2295.97,,,3.60%,0.50%,0.20%,3.60,1297.42,25.36,0.00%,809042
20,"ABBV",81646.50,1590.00,1589.52,0.06%,1.38%,68.10%,1.27%,0.80%,2.54,4999.28,51.21,-0.27%,5442698
21,"ABC",16198.26,230.45,229.57,0.20%,29.14%,88.80%,-0.51%,2.64%,4.45,1360.01,70.63,0.48%,1456134
22,"ABCB",481.13,23.90,22.99,1.80%,0.94%,69.20%,-0.54%,2.34%,5.55,96.74,20.21,0.40%,56272
23,"ABCD",71.04,47.36,15.11,0.10%,26.77%,18.00%,-3.38%,0.12%,0.81,23.36,1.55,3.33%,13909
24,"ABCO",2287.18,35.88,35.85,0.40%,-5.90%,96.80%,1.04%,6.69%,13.76,174.30,63.15,-0.93%,198340
25,"ABFS",865.54,25.74,24.30,3.40%,12.18%,96.60%,8.29%,13.12%,6.15,518.69,33.56,-0.21%,287782
26,"ABG",1605.00,30.70,30.28,1.20%,-34.84%,98.50%,-3.66%,4.27%,3.99,323.86,51.88,-0.77%,456103
27,"ABIO",16.79,10.83,12.88,15.40%,19.74%,6.00%,-48.78%,11.07%,1.13,1263.37,1.50,-3.23%,915391
28,"ABM",1528.16,54.95,49.82,1.70%,5.06%,82.60%,-1.04%,1.49%,3.64,204.48,27.75,-0.22%,317150
29,"ABMC",2.61,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.36,16.26,0.11,-8.33%,6802
30,"ABMD",1086.72,39.26,39.02,2.90%,2.40%,98.70%,0.77%,12.41%,10.95,442.16,27.88,0.72%,324086
31,"ABR",284.12,43.11,38.30,0.20%,-8.49%,59.10%,24.95%,0.51%,0.80,244.23,6.66,1.06%,204312
32,"ABT",58239.16,1551.80,1543.14,0.10%,0.91%,68.30%,0.33%,1.01%,2.08,7475.56,37.20,-0.88%,4949160
33,"ABTL",108.77,8.87,8.78,8.62%,-44.31%,49.90%,5.99%,0.57%,0.32,159.80,12.14,-1.06%,132073
34,"ABX",15415.40,1001.00,1161.43,,,73.90%,3.15%,1.72%,1.13,17646.20,16.00,3.90%,17578248
35,"ACAD",2183.00,89.50,90.65,0.10%,-20.44%,88.20%,-3.82%,10.91%,3.84,2577.77,23.48,-3.73%,1218499
36,"ACAS",4317.55,286.50,267.05,0.60%,-3.48%,61.20%,-3.77%,0.76%,1.00,2025.45,15.16,0.60%,1402745
