"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",13872.19,335.32,334.82,0.30%,-3.36%,85.10%,0.79%,0.83%,0.94,2970.20,40.94,-1.04%,1423993
2,"AA",18684.30,1178.82,1177.40,0.20%,2.17%,69.30%,1.07%,2.82%,1.73,19179.01,15.79,-0.38%,8840400
3,"AAC",652.64,21.08,7.82,42.10%,-3.65%,,,5.93%,2.95,157.21,30.92,-0.13%,37960
4,"AADR",,,,,,,,,,1.54,37.45,0.86%,5052
5,"AAIT",,,,,,,,,0.00,0.96,32.99,0.12%,50
6,"AAL",38316.03,717.26,713.74,0.55%,0.10%,70.10%,-0.75%,3.07%,1.38,15879.91,53.63,0.39%,10625983
7,"AAMC",744.60,2.19,1.54,2.40%,11.49%,71.20%,-4.12%,13.42%,16.19,12.76,310.12,-8.79%,19450
8,"AAME",81.04,20.62,4.55,77.33%,-0.03%,4.90%,0.30%,0.25%,2.70,4.14,4.03,2.54%,6201
9,"AAN",2226.28,72.47,72.05,0.70%,6.73%,99.50%,-4.87%,5.18%,6.08,613.28,30.57,-0.49%,434865
10,"AAOI",163.17,14.82,14.39,2.80%,3.75%,59.20%,-7.26%,13.76%,5.16,383.74,11.22,1.91%,248374
11,"AAON",1216.86,54.47,41.63,21.00%,0.10%,61.10%,3.70%,2.88%,6.96,172.27,22.39,0.22%,101724
12,"AAP",11680.59,72.99,72.61,0.50%,-14.72%,96.10%,-0.37%,3.15%,2.71,844.15,159.28,-0.47%,457357
13,"AAPL",659911.78,5864.84,5861.87,0.05%,10.47%,61.90%,-4.57%,0.92%,1.05,50982.13,110.49,-1.80%,41128105
14,"AAT",1771.87,43.61,37.47,1.20%,7.19%,99.30%,5.86%,1.60%,3.92,153.09,39.81,-2.02%,112905
15,"AAU",63.89,67.11,57.24,5.36%,,5.90%,131.62%,0.44%,1.66,150.87,0.94,-1.26%,126992
16,"AAV",799.61,171.96,168.08,0.25%,,58.00%,3.93%,0.46%,2.54,301.76,4.79,3.01%,249562
17,"AAVL",1255.85,22.47,14.56,29.30%,,64.70%,250.56%,8.60%,9.66,129.60,54.00,-3.38%,221995
18,"AAWW",1218.92,24.81,24.30,1.10%,-23.10%,,0.40%,8.66%,8.20,256.59,49.30,0.35%,168720
19,"AAXJ",,,,,,,,,1.48,877.85,60.93,0.43%,595795
20,"AB",2520.33,97.16,91.48,5.81%,2.82%,29.50%,5.06%,0.53%,1.51,321.50,25.83,-0.42%,309019
21,"ABAC",61.79,32.35,16.88,53.91%,,0.60%,17.57%,0.21%,0.99,36.37,1.73,-9.42%,17150
22,"ABAX",1305.74,22.54,21.29,3.30%,-10.90%,,-1.67%,17.14%,18.00,202.73,56.83,-1.90%,130713
23,"ABB",49357.60,2306.43,2307.14,,,4.70%,22.13%,0.21%,2.71,1812.96,21.15,-1.17%,849393
24,"ABBV",105645.74,1593.45,1572.52,0.08%,0.08%,89.50%,10.85%,1.14%,1.53,11757.01,65.44,-1.30%,3984530
25,"ABC",19962.02,218.69,206.68,0.30%,11.56%,87.20%,-1.52%,3.82%,4.46,1771.45,90.16,-1.23%,961558
26,"ABCB",731.88,28.16,25.51,2.40%,-1.17%,62.90%,5.88%,3.92%,8.93,111.97,25.64,-1.35%,79962
27,"ABCD",74.60,44.94,12.42,72.10%,2.40%,10.70%,-3.43%,0.05%,0.40,15.30,1.66,0.00%,33611
28,"ABCO",1800.14,36.01,35.73,0.20%,-7.69%,,-2.55%,7.06%,6.58,383.44,48.98,-2.02%,303601
29,"ABCW",323.40,9.24,2.15,21.38%,,,,0.01%,0.01,21.74,34.44,-1.60%,20965
30,"ABEV",97183.00,15700.00,6000.00,,,,,0.89%,3.26,16339.98,6.22,0.48%,10213637
