"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",12896.41,335.32,334.81,0.30%,-40.10%,85.60%,0.51%,0.73%,0.94,2596.37,37.77,-1.79%,3054313
2,"AA",19442.23,1216.66,1177.30,0.30%,-29.31%,67.20%,0.05%,2.83%,1.93,17257.34,15.65,-2.07%,16794298
3,"AAC",553.77,21.08,7.73,42.60%,0.00%,4.50%,,8.36%,6.88,93.93,25.52,-2.85%,155255
4,"AADR",,,,,,,,,,1.52,36.48,-0.29%,852
5,"AAIT",,,,,,,,,0.00,1.44,34.35,-0.55%,103
6,"AAL",37469.66,717.26,713.67,0.55%,0.00%,70.30%,0.23%,2.88%,1.55,13203.30,49.08,-6.05%,18306315
7,"AAMC",376.70,2.19,1.54,4.40%,129.84%,75.40%,6.31%,12.56%,11.61,16.69,160.00,-6.98%,95424
8,"AAME",80.42,20.62,4.55,77.33%,-0.03%,4.90%,-1.79%,0.19%,1.87,4.54,3.99,2.31%,4236
9,"AAN",2347.30,72.47,72.01,0.70%,-0.30%,99.40%,-0.15%,5.29%,6.08,626.74,31.66,-2.25%,558223
10,"AAOI",136.34,14.82,14.39,2.80%,-2.81%,61.00%,3.02%,13.02%,5.12,366.13,8.94,-2.83%,136075
11,"AAON",1228.30,54.47,41.64,21.00%,0.00%,61.10%,-0.02%,2.36%,6.52,150.66,21.81,-3.28%,131113
12,"AAP",11697.38,72.99,72.61,0.50%,-21.40%,96.50%,0.40%,2.92%,2.59,816.96,159.00,-0.79%,826786
13,"AAPL",692562.78,5824.75,5821.54,0.05%,-32.89%,61.90%,-0.03%,1.05%,1.19,51613.13,117.16,-1.46%,83474313
14,"AAT",1965.08,43.62,37.33,0.90%,103.93%,90.10%,-12.44%,1.41%,3.41,154.05,44.38,-1.49%,376905
15,"AAU",83.80,69.83,57.22,5.36%,0.00%,5.90%,120.32%,0.34%,0.82,240.75,1.20,0.00%,149012
16,"AAV",677.34,169.76,167.96,0.25%,0.00%,58.00%,3.99%,0.50%,3.25,258.65,4.18,4.76%,126374
