"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"AEGR","Aegerion Pharmaceuticals, Inc.","Healthcare","Biotechnology","USA",1301.84,,34.63,-21.58%,8108357
2,"AOL","AOL, Inc.","Technology","Internet Information Providers","USA",3507.17,39.20,34.85,-20.62%,13837158
3,"AVNW","Aviat Networks, Inc.","Technology","Communication Equipment","USA",92.59,,1.09,-26.85%,3390159
4,"BEAT","CardioNet, Inc.","Healthcare","Specialized Health Services","USA",226.11,,6.86,-20.79%,2051677
5,"CALI","China Auto Logistic Inc.","Services","Auto Dealerships","China",9.48,46.80,1.86,-20.51%,83566
6,"COCO","Corinthian Colleges Inc.","Services","Education & Training Services","USA",94.23,54.00,0.90,-16.80%,3760816
7,"CORT","Corcept Therapeutics Incorporated","Healthcare","Biotechnology","USA",404.73,,1.99,-50.50%,4633930
8,"DTLK","Datalink Corp.","Technology","Data Storage Devices","USA",286.81,24.48,9.39,-26.24%,1030190
9,"END","Endeavour International Corporation","Basic Materials","Independent Oil & Gas","USA",171.20,,2.52,-25.66%,2849455
10,"EXTR","Extreme Networks Inc.","Technology","Networking & Communication Devices","USA",510.93,,3.95,-25.89%,9330798
11,"FEYE","FireEye, Inc.","Technology","Application Software","USA",5384.59,,28.65,-22.84%,22971686
12,"GRPN","Groupon, Inc.","Technology","Internet Information Providers","USA",4584.79,,5.33,-20.68%,70888960
13,"ICAD","icad Inc.","Technology","Technical & System Software","USA",116.22,,7.01,-16.94%,389046
14,"KUTV","Ku6 Media Co., Ltd.","Services","Entertainment - Diversified","China",81.32,,1.36,-20.93%,446383
15,"MBIS","Mediabistro Inc.","Technology","Internet Information Providers","USA",6.43,,0.83,-21.70%,67267
16,"NFEC","NF Energy Saving Corp.","Industrial Goods","Industrial Equipment & Components","China",5.62,50.00,0.83,-16.80%,47388
17,"OCLR","Oclaro, Inc.","Technology","Semiconductor Equipment & Materials","USA",283.45,,1.77,-33.46%,8572679
18,"RLOC","ReachLocal, Inc.","Services","Advertising Agencies","USA",286.38,90.27,7.08,-28.70%,908799
19,"SSNI","Silver Spring Networks, Inc.","Technology","Computer Based Systems","USA",738.42,,10.53,-31.27%,2763677
20,"SYMX","Synthesis Energy Systems, Inc.","Basic Materials","Specialty Chemicals","USA",128.66,,1.46,-17.51%,891457
21,"TWGP","Tower Group Inc.","Financial","Property & Casualty Insurance","USA",127.91,,1.70,-23.77%,3022404
22,"TWOU","2U, Inc.","Technology","Application Software","USA",596.82,,12.50,-15.82%,423472
23,"WBAI","500.com Limited","Services","Gaming Activities","China",1107.06,374.22,28.61,-15.05%,1535838
24,"WFM","Whole Foods Market, Inc.","Services","Grocery Stores","USA",17835.96,31.97,38.93,-18.81%,49066272
25,"WPCS","WPCS International Incorporated","Technology","Diversified Communication Services","USA",11.12,,0.51,-35.95%,2042198
26,"ZU","zulily, Inc.","Services","Discount, Variety Stores","USA",5695.87,,32.28,-29.66%,6169511
