"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19135.11,331.00,330.88,0.30%,4.97%,84.70%,0.02%,0.56%,0.77,2414.88,57.43,-0.66%,2252698
2,"AA",12255.04,1070.31,1069.39,0.20%,54.49%,61.90%,1.77%,11.10%,4.28,27721.91,11.04,-3.58%,36501632
3,"AADR",,,,,,,,,,5.09,35.62,-1.03%,23869
4,"AAIT",,,,,,,,,0.47,2.53,30.52,2.24%,1478
5,"AAL",11440.80,336.00,751.64,0.70%,,5.60%,,8.53%,4.58,14000.79,33.76,-0.85%,15430966
6,"AAMC",2189.63,2.35,1.70,2.50%,3.53%,60.50%,4.18%,3.69%,4.70,13.33,931.00,-0.17%,20286
7,"AAME",84.13,21.30,5.14,75.13%,,4.80%,1.19%,0.33%,1.58,10.77,3.96,0.25%,5509
8,"AAN",2047.88,76.10,67.09,0.50%,-4.04%,0.80%,,10.94%,7.70,952.82,26.96,0.19%,1548640
9,"AAOI",172.42,12.60,11.44,1.50%,,19.80%,11.63%,0.67%,1.09,69.92,13.14,-3.95%,31683
10,"AAON",1026.57,36.74,28.06,0.30%,-12.68%,58.40%,0.18%,3.48%,7.94,123.03,27.63,-1.11%,119349
11,"AAP",8020.36,72.75,72.23,0.80%,1.39%,95.90%,-0.73%,2.51%,2.31,783.88,110.75,0.45%,1717304
12,"AAPL",455912.48,896.07,891.06,0.04%,4.98%,61.80%,-0.01%,1.71%,1.24,12265.91,513.59,0.94%,11514595
13,"AAT",1274.14,39.82,34.45,1.00%,-22.11%,86.10%,0.59%,1.64%,3.93,143.76,31.86,-0.44%,474506
14,"AAU",82.87,60.05,52.92,5.36%,,5.90%,174.02%,0.79%,3.02,138.67,1.45,5.07%,126634
15,"AAV",666.80,168.38,167.07,0.25%,,58.00%,4.02%,0.11%,1.45,131.81,3.72,-6.06%,508839
16,"AAWW",862.00,25.12,24.52,12.22%,-2.89%,94.30%,1.46%,4.14%,2.78,364.64,33.83,-1.40%,245917
17,"AAXJ",,,,,,,,,0.52,704.68,55.19,-0.50%,471137
18,"AB",1996.46,92.26,86.69,0.10%,-0.80%,33.50%,6.72%,2.75%,6.47,368.43,21.68,0.18%,241092
19,"ABAX",808.21,22.27,21.08,1.80%,-5.20%,98.60%,1.39%,11.55%,13.46,180.88,37.11,2.26%,263258
20,"ABB",56299.47,2297.00,2295.97,,,3.60%,0.10%,0.18%,3.05,1377.63,24.81,1.20%,2406843
21,"ABBV",76240.50,1590.00,1589.52,0.06%,1.49%,68.50%,0.25%,0.60%,1.44,6570.70,47.84,-0.23%,6931780
22,"ABC",14970.31,230.28,231.05,0.20%,25.99%,87.70%,-0.71%,2.33%,3.30,1632.69,64.93,-0.13%,2319994
23,"ABCB",484.50,24.02,21.75,2.60%,9.66%,64.30%,-6.87%,1.68%,4.31,85.05,19.85,-1.59%,60702
24,"ABCD",82.28,47.56,11.39,71.14%,-2.66%,18.70%,-9.46%,0.16%,0.56,31.37,1.75,1.16%,60216
25,"ABCO",2159.80,35.88,35.87,0.40%,-13.29%,96.80%,-0.36%,6.47%,11.03,210.30,58.99,-1.99%,297239
26,"ABFS",834.18,25.79,24.30,3.40%,13.75%,97.30%,0.73%,8.02%,4.42,440.34,30.97,-4.27%,840853
27,"ABG",1507.68,30.70,30.28,0.40%,-56.73%,98.20%,-0.25%,3.69%,4.05,276.00,49.22,0.22%,444865
28,"ABIO",19.82,10.83,12.88,15.40%,19.74%,15.20%,-11.75%,20.57%,1.75,1516.00,1.80,-1.84%,539222
29,"ABM",1455.10,55.33,50.21,1.80%,10.79%,81.00%,-1.16%,1.53%,3.76,204.05,26.14,-0.61%,140220
30,"ABMC",2.83,21.74,18.70,14.00%,,12.00%,-11.83%,0.03%,0.30,19.38,0.13,0.00%,631
31,"ABMD",1042.06,39.59,38.71,2.90%,2.40%,99.00%,0.19%,10.26%,9.88,401.96,26.08,-0.91%,390041
32,"ABR",295.11,43.40,38.32,0.50%,-12.15%,59.00%,-0.18%,0.30%,1.08,106.22,6.80,0.00%,116588
33,"ABT",56803.75,1567.00,1543.51,0.10%,0.71%,68.60%,0.22%,0.74%,1.69,6773.91,36.43,0.50%,7426729
34,"ABTL",129.78,8.90,8.78,8.62%,-44.21%,57.20%,5.32%,1.00%,0.32,270.98,13.70,-6.04%,194446
35,"ABX",19169.15,1001.00,1161.43,,,73.90%,3.15%,1.28%,0.91,16388.42,18.56,-3.08%,14266422
36,"ACAD",2032.64,89.50,90.65,0.10%,-13.53%,88.40%,0.35%,10.80%,7.26,1348.34,21.87,-3.70%,1791110
37,"ACAS",4363.39,286.50,267.06,1.10%,-2.66%,59.60%,-2.89%,0.94%,1.14,2196.39,15.30,0.46%,1812383
38,"ACAT",567.00,13.42,13.27,1.20%,-6.39%,86.80%,-1.61%,4.19%,2.90,191.70,42.05,-0.47%,228338
39,"ACC",3529.02,104.78,104.26,0.30%,12.53%,99.00%,1.31%,2.18%,3.13,726.52,33.37,-0.92%,1409673
40,"ACCL",699.09,55.66,55.13,0.92%,-17.68%,89.40%,-0.54%,1.48%,1.25,655.67,12.54,-0.16%,1488317
41,"ACCO",660.02,113.60,112.60,0.30%,-24.06%,,1.19%,14.99%,24.88,678.46,5.68,-2.24%,613508
42,"ACCU",,,,,,,,,,17.40,25.93,0.62%,1450
43,"ACE",31648.13,340.89,338.37,0.40%,-5.85%,93.10%,0.00%,1.06%,2.18,1647.89,93.25,0.44%,2559644
44,"ACET",550.70,27.76,26.64,2.40%,9.72%,67.80%,2.32%,2.44%,2.03,319.44,19.92,0.40%,256359
45,"ACFC",9.97,2.51,16.17,1.20%,,13.90%,-45.06%,0.08%,0.18,73.68,3.99,0.25%,25250
46,"ACFN",61.15,18.09,20.47,6.90%,16.09%,37.20%,-13.54%,13.10%,11.03,243.08,3.24,-4.14%,78460
47,"ACG",1799.98,242.91,242.91,,,25.60%,1.81%,0.14%,0.28,1207.71,7.38,-0.40%,259768
48,"ACGL",6974.49,131.50,127.98,0.90%,-4.44%,93.00%,0.58%,2.19%,7.35,381.40,52.89,-0.28%,231376
49,"ACH",4717.35,540.98,156.18,,,2.10%,0.57%,1.84%,20.02,143.19,8.75,0.34%,56438
50,"ACHC",2431.94,50.04,46.86,0.40%,-44.11%,72.50%,-0.13%,13.04%,18.28,334.17,48.12,-0.99%,319374
51,"ACHN",309.27,96.65,96.45,0.10%,-0.71%,95.00%,0.14%,17.39%,7.36,2278.98,3.10,-3.13%,1603838
52,"ACI",897.23,212.11,211.10,0.54%,0.44%,62.70%,1.03%,18.54%,4.42,8863.52,3.92,-7.33%,21362205
53,"ACIM",,,,,,,,,,4.12,59.14,0.00%,0
54,"ACIW",2291.55,39.13,38.05,1.00%,-2.98%,98.90%,-0.35%,5.61%,7.30,292.74,58.58,0.02%,241605
55,"ACLS",262.87,109.07,107.96,1.40%,1.06%,49.10%,-0.36%,0.58%,0.75,837.01,2.21,-8.30%,2386915
56,"ACM",2806.48,98.03,89.61,1.00%,-22.59%,71.60%,-0.73%,0.92%,1.31,632.86,28.10,-1.85%,630296
57,"ACMP",9863.14,178.04,174.30,0.10%,0.04%,69.30%,-6.00%,0.61%,2.47,428.62,54.40,-1.81%,213734
58,"ACN",49713.22,636.70,507.51,0.30%,14.65%,81.80%,0.59%,2.89%,4.38,3340.93,77.60,-0.62%,3119056
59,"ACNB",113.96,5.98,5.84,1.70%,3.04%,7.00%,0.39%,0.03%,0.53,3.70,18.81,-1.26%,100
60,"ACO",1135.78,32.60,24.82,6.20%,-3.99%,71.60%,1.21%,6.32%,13.03,120.30,35.23,1.12%,107291
61,"ACOR",1159.86,40.32,40.54,1.80%,17.11%,97.10%,-4.14%,8.09%,7.57,433.47,28.59,-0.63%,415971
62,"ACPW",63.43,19.34,18.10,0.80%,-22.53%,44.30%,9.17%,2.50%,5.05,89.56,3.23,-1.52%,35713
63,"ACRE",367.62,27.98,25.98,1.20%,-84.65%,54.20%,2.25%,3.05%,3.05,259.97,13.21,0.53%,257491
64,"ACRX",428.72,41.46,42.40,0.10%,13.46%,81.70%,-0.04%,12.75%,7.90,684.28,10.24,-0.97%,442897
