"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ALDX","Aldeyra Therapeutics, Inc.","Healthcare","Biotechnology","USA",32.81,,7.95,34.97%,22584
2,"BALT","Baltic Trading Limited","Services","Shipping","USA",200.85,,4.04,15.76%,1592998
3,"BGI","Birks Group Inc.","Services","Jewelry Stores","Canada",17.38,,1.26,29.90%,126360
4,"BSDM","BSD Medical Corp.","Healthcare","Medical Appliances & Equipment","USA",17.49,,0.53,20.55%,28359
5,"EGLT","Egalet Corporation","Healthcare","Biotechnology","USA",84.20,,5.73,17.66%,29946
6,"FREE","FreeSeas Inc.","Services","Shipping","Greece",6.15,,0.22,32.35%,17218252
7,"FST","Forest Oil Corporation","Basic Materials","Independent Oil & Gas","USA",106.19,29.67,1.25,40.45%,4776366
8,"HSTM","Healthstream Inc.","Technology","Healthcare Information Services","USA",671.88,81.23,29.67,21.75%,616085
9,"IGC","India Globalization Capital, Inc.","Basic Materials","Steel & Iron","USA",8.14,,0.78,20.09%,715235
10,"KWK","Quicksilver Resources Inc.","Basic Materials","Independent Oil & Gas","USA",104.40,,0.72,23.84%,6305747
11,"LEU","Centrus Energy Corp.","Basic Materials","Industrial Metals & Minerals","USA",62.91,,8.09,15.74%,188647
12,"LIVE","LiveDeal, Inc.","Technology","Internet Information Providers","USA",37.82,,3.09,17.35%,7308672
13,"MBII","Marrone Bio Innovations, Inc.","Basic Materials","Agricultural Chemicals","USA",63.71,,3.06,17.24%,658457
14,"MEIL","Methes Energies International Ltd.","Basic Materials","Chemicals - Major Diversified","USA",10.41,,1.13,24.18%,62412
15,"MELA","MELA Sciences, Inc.","Healthcare","Medical Instruments & Supplies","USA",9.60,,2.15,16.22%,199752
16,"MPO","Midstates Petroleum Company, Inc.","Basic Materials","Independent Oil & Gas","USA",191.49,,3.17,16.97%,1155539
17,"PULS","Pulse Electronics Corporation","Technology","Diversified Electronics","USA",15.12,,1.00,16.05%,15929
18,"SBSA","Spanish Broadcasting System Inc.","Services","Broadcasting - Radio","USA",23.05,,4.12,16.38%,16447
19,"SINO","Sino-Global Shipping America, Ltd.","Services","Air Delivery & Freight Services","USA",10.78,5.09,2.04,17.92%,726064
20,"VGGL","Viggle Inc.","Services","General Entertainment","USA",47.09,,3.50,17.06%,217496
21,"VPCO","Vapor Corp.","Consumer Goods","Cigarettes","USA",23.10,,1.75,25.00%,748677
22,"ZAZA","ZaZa Energy Corporation","Basic Materials","Oil & Gas Drilling & Exploration","USA",24.45,,2.98,44.66%,1014530
