"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18943.13,331.00,330.03,0.30%,7.12%,85.00%,-0.58%,0.89%,1.22,2409.42,57.23,-0.54%,779696
2,"AA",11085.20,1070.00,1068.36,0.07%,10.31%,61.00%,4.55%,10.80%,4.43,26066.95,10.36,2.27%,14291612
3,"AADR",,,,,,,,,,6.48,37.21,-4.56%,1597
4,"AAIT",,,,,,,,,0.99,1.77,31.06,-1.62%,144
5,"AAL",8820.00,336.00,751.64,0.70%,,4.50%,63.41%,,,10666.51,26.25,0.27%,2652974
6,"AAMC",2119.70,2.35,,46.34%,0.02%,15.30%,11.76%,,3.01,9.17,902.00,3.44%,3933
7,"AAME",84.13,21.30,5.14,75.13%,,4.80%,-4.93%,0.15%,0.88,8.86,3.95,0.77%,13592
8,"AAN",2243.46,76.10,67.11,0.50%,-6.63%,99.90%,3.52%,7.93%,6.57,810.51,29.48,0.48%,162081
9,"AAOI",189.31,12.60,11.46,0.90%,,17.70%,,0.40%,0.44,103.21,15.02,0.60%,51901
10,"AAON",1176.85,36.74,28.06,0.30%,-9.82%,58.50%,2.13%,3.63%,10.24,99.50,32.03,-2.11%,93939
11,"AAP",8022.54,72.75,72.23,0.80%,4.87%,96.30%,0.09%,3.49%,2.80,901.09,110.28,0.40%,130712
12,"AAPL",513264.49,904.16,899.13,0.04%,32.64%,61.30%,-1.57%,1.89%,1.49,11406.47,567.67,-0.42%,5981686
13,"AAT",1247.47,39.82,34.34,0.60%,0.28%,86.10%,19.90%,2.19%,2.77,272.00,31.33,-0.19%,67747
14,"AAU",65.45,60.05,52.92,5.36%,,5.90%,174.02%,0.94%,4.37,113.99,1.09,2.83%,56458
15,"AAV",744.25,168.38,167.03,0.25%,,58.00%,4.02%,0.18%,1.94,154.58,4.42,1.61%,76315
16,"AAWW",1010.24,25.12,24.51,12.22%,0.03%,99.90%,-2.71%,3.93%,2.91,331.80,40.21,-0.45%,123562
17,"AAXJ",,,,,,,,,1.32,605.11,59.34,0.70%,280645
18,"AB",1971.55,92.26,86.69,0.10%,-0.80%,31.90%,-7.31%,2.55%,5.52,400.23,21.37,-0.60%,116012
19,"ABAX",858.11,22.31,21.08,1.80%,-5.19%,97.40%,-2.90%,9.10%,11.09,172.93,38.47,0.31%,27567
20,"ABB",60204.37,2297.00,2295.97,,,3.60%,0.32%,0.19%,3.31,1335.26,26.21,0.42%,535618
21,"ABBV",83252.40,1590.00,1589.52,0.06%,1.38%,68.40%,1.29%,0.75%,2.08,5723.49,52.36,-0.42%,1747000
22,"ABC",16163.69,230.45,229.55,0.20%,29.14%,89.30%,-0.47%,2.79%,4.33,1479.21,70.14,0.16%,417914
23,"ABCB",511.24,23.90,22.99,1.30%,3.67%,69.20%,-0.54%,2.27%,5.15,101.15,21.39,1.52%,22637
24,"ABCD",79.65,47.36,11.39,71.14%,-2.66%,18.70%,-3.26%,0.19%,0.86,24.48,1.68,3.19%,674
25,"ABCO",2254.53,35.88,35.86,0.40%,-13.81%,96.80%,1.04%,6.55%,12.61,186.38,62.83,-0.02%,133594
26,"ABFS",876.60,25.74,24.30,3.30%,12.00%,96.60%,8.29%,12.51%,6.02,505.21,34.06,0.24%,156367
27,"ABG",1651.05,30.70,30.28,0.60%,-55.20%,98.60%,-3.65%,4.27%,3.82,338.59,53.78,0.22%,58517
28,"ABIO",17.77,10.83,12.88,15.40%,19.74%,5.20%,-52.35%,9.80%,0.99,1278.84,1.64,1.23%,216511
