"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ALDX","Aldeyra Therapeutics, Inc.","Healthcare","Biotechnology","USA",54.36,,7.50,-23.16%,123503
2,"AUY","Yamana Gold, Inc.","Basic Materials","Gold","Canada",4738.44,,4.46,-17.10%,38075264
3,"BWEN","Broadwind Energy, Inc.","Industrial Goods","Diversified Machinery","USA",117.49,,6.50,-18.34%,421954
4,"CCIH","ChinaCache International Holdings Ltd.","Technology","Internet Information Providers","China",272.22,,8.99,-16.22%,1142958
5,"CRNT","Ceragon Networks Ltd.","Technology","Communication Equipment","Israel",156.20,,1.36,-33.33%,5510652
6,"GLUU","Glu Mobile, Inc.","Technology","Multimedia & Graphics Software","USA",436.19,,3.61,-20.31%,15383818
7,"JNUG","Direxion Daily Jr Gld Mnrs Bull 3X ETF","Financial","Exchange Traded Fund","USA",,,4.95,-25.34%,18367264
8,"LIQD","Liquid Holdings Group, Inc.","Technology","Application Software","USA",58.88,,0.73,-25.53%,2591564
9,"LOJN","LoJack Corporation","Services","Security & Protection Services","USA",63.49,,2.63,-22.42%,328332
10,"NKA","Niska Gas Storage Partners LLC","Utilities","Gas Utilities","USA",412.93,,7.27,-36.28%,1416758
11,"NUGT","Direxion Daily Gold Miners Bull 3X ETF","Financial","Exchange Traded Fund","USA",,,13.25,-21.74%,21723838
12,"OPHC","OptimumBank Holdings Inc.","Financial","Regional - Mid-Atlantic Banks","USA",10.36,,0.95,-16.67%,193774
13,"PRXL","PAREXEL International Corporation","Healthcare","Medical Laboratories & Research","USA",3478.64,28.25,53.15,-16.38%,5282340
14,"SAND","Sandstorm Gold Ltd.","Basic Materials","Gold","Canada",410.28,,2.91,-16.62%,2583287
15,"SOQ","Sonde Resources Corp.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",5.64,,0.08,-23.20%,87519
16,"SSH","Sunshine Heart Inc.","Healthcare","Medical Appliances & Equipment","USA",99.31,,4.88,-17.01%,576982
17,"SVBL","Silver Bull Resources, Inc.","Basic Materials","Industrial Metals & Minerals","Canada",25.51,,0.12,-24.81%,610899
