"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"CADC","China Advanced Construction Materials Group, Inc.","Industrial Goods","General Building Materials","China",10.51,,4.59,-16.55%,19512
2,"CLRX","CollabRx, Inc.","Technology","Healthcare Information Services","USA",5.39,,1.50,-18.48%,185231
3,"CLTX","Celsus Therapeutics Plc","Healthcare","Biotechnology","United Kingdom",34.31,,1.17,-80.96%,4898701
4,"HLX","Helix Energy Solutions Group, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",2013.70,9.04,16.20,-15.09%,4603530
5,"HOLI","HollySys Automation Technologies, Ltd.","Industrial Goods","Industrial Electrical Equipment","China",1349.78,17.90,19.56,-16.59%,1602771
6,"JOEZ","Joe's Jeans Inc.","Consumer Goods","Textile - Apparel Clothing","USA",26.09,,0.21,-44.60%,2435030
7,"LPHI","Life Partners Holdings, Inc.","Financial","Life Insurance","USA",4.30,,0.16,-30.19%,81865
8,"RGSE","Real Goods Solar, Inc.","Industrial Goods","General Building Materials","USA",20.30,,0.29,-26.03%,3665194
9,"SCON","Superconductor Technologies Inc.","Technology","Semiconductor - Integrated Circuits","USA",36.20,,2.19,-19.78%,399088
10,"SGNL","Signal Genetics, Inc.","Healthcare","Medical Laboratories & Research","USA",14.82,,2.84,-27.37%,4242425
11,"USLV","VelocityShares 3x Long Silver ETN","Financial","Exchange Traded Fund","USA",,,20.39,-15.25%,1199734
