"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18731.54,333.42,332.95,0.30%,-4.67%,86.40%,1.29%,0.95%,1.39,2284.46,56.28,0.18%,1184049
2,"AA",15849.36,1172.29,1170.74,0.20%,47.31%,68.10%,9.03%,6.41%,3.38,22226.13,13.48,-0.30%,11580821
3,"AADR",,,,,,,,,,2.45,38.20,0.05%,573
4,"AAIT",,,,,,,,,0.00,2.89,33.34,1.31%,3092
5,"AAL",28167.02,720.20,716.11,0.80%,372.03%,58.20%,65.26%,2.09%,1.50,9997.92,39.35,0.61%,9507170
6,"AAMC",2110.08,2.24,1.58,3.10%,-14.73%,74.40%,13.48%,8.74%,6.30,21.90,974.72,3.47%,10059
7,"AAME",74.71,20.81,4.72,8.70%,,5.10%,2.81%,0.05%,0.25,9.85,3.60,0.28%,3262
8,"AAN",2378.53,72.23,70.05,0.70%,26.84%,0.80%,,9.50%,6.03,1103.63,32.91,-0.06%,456718
9,"AAOI",277.46,14.79,13.70,1.10%,18.16%,48.80%,79.56%,4.43%,2.41,251.88,19.10,1.81%,81641
10,"AAON",1145.47,36.62,28.06,21.50%,-1.48%,58.00%,-1.26%,3.54%,7.72,128.66,31.71,1.37%,110856
11,"AAP",8989.13,72.94,72.51,0.60%,-20.09%,95.50%,0.27%,3.06%,2.76,804.12,121.44,-1.46%,598292
12,"AAPL",528999.30,861.38,860.63,0.04%,6.82%,62.00%,-2.95%,2.16%,1.96,9506.30,625.63,1.87%,12350345
13,"AAT",1436.94,41.93,35.88,1.10%,-6.68%,86.10%,2.81%,2.31%,5.00,166.13,34.65,1.11%,450261
14,"AAU",86.70,64.70,52.89,5.36%,,5.90%,143.56%,0.79%,3.47,119.78,1.31,-2.24%,58005
15,"AAV",974.62,168.62,167.51,0.25%,,58.00%,4.01%,0.22%,0.89,406.82,5.66,-2.08%,211768
16,"AAWW",925.94,25.23,24.66,1.40%,14.97%,94.30%,7.09%,12.17%,9.79,306.47,37.07,1.01%,160162
17,"AAXJ",,,,,,,,,2.39,463.78,61.75,-0.64%,381121
18,"AB",2271.26,96.24,90.81,0.40%,125.18%,28.70%,-0.85%,2.35%,5.64,378.32,23.87,1.14%,374336
19,"ABAX",929.16,22.25,20.91,6.20%,12.02%,97.20%,8.12%,15.56%,23.21,140.13,42.15,0.93%,154854
20,"ABB",55337.49,2320.23,2291.55,,,6.00%,7.05%,0.25%,2.71,2089.81,23.87,0.08%,1785034
21,"ABBV",85784.28,1590.07,1588.25,0.10%,21.10%,70.30%,0.20%,0.73%,1.93,5997.03,53.99,0.07%,3791065
22,"ABC",16179.18,225.84,213.91,0.20%,-6.23%,85.60%,-3.08%,3.04%,3.37,1930.12,72.40,1.06%,1518137
23,"ABCB",525.84,25.16,22.57,2.80%,9.82%,66.10%,4.83%,2.73%,6.49,95.09,21.31,1.96%,46102
24,"ABCD",103.70,44.89,13.18,71.14%,-2.77%,11.40%,-4.25%,0.04%,0.17,30.84,2.25,-2.60%,31872
25,"ABCO",1747.01,36.14,35.85,0.80%,62.32%,96.80%,4.29%,10.25%,14.43,254.66,49.90,3.23%,414773
26,"ABG",1963.77,30.66,30.13,1.50%,-18.01%,99.60%,0.86%,4.31%,4.15,312.33,64.88,1.30%,312267
27,"ABIO",29.40,21.00,17.44,2.60%,21.26%,12.90%,-23.65%,23.36%,5.73,710.92,1.43,2.14%,165054
28,"ABM",1522.19,55.86,50.48,1.80%,7.83%,86.20%,3.27%,2.80%,6.65,212.67,27.48,0.84%,85947
29,"ABMD",842.10,39.91,39.47,2.20%,5.53%,99.70%,11.23%,18.77%,16.29,454.84,21.53,2.04%,461486
30,"ABR",355.99,50.14,38.51,0.40%,-13.01%,47.80%,2.72%,0.51%,1.65,118.73,7.12,0.28%,99821
31,"ABT",59476.82,1501.94,1498.96,0.20%,6.15%,69.50%,-2.83%,0.68%,1.37,7416.48,39.58,-0.05%,4670607
32,"ABTL",109.41,8.99,8.87,8.62%,-10.41%,61.80%,17.79%,1.48%,0.46,286.82,12.71,4.44%,138495
33,"ABX",19259.18,1165.81,1161.32,,,73.90%,2.69%,1.03%,1.11,10706.41,15.94,-3.51%,12157889
34,"ACAD",1959.61,98.97,98.74,0.10%,21.15%,92.40%,9.34%,14.71%,6.36,2285.25,20.70,4.55%,1092964
35,"ACAS",3947.05,267.96,263.32,1.50%,-5.99%,67.50%,1.36%,1.83%,1.64,2945.84,14.71,-0.14%,1507499
36,"ACAT",480.78,12.90,12.46,1.80%,6.91%,97.10%,3.47%,8.54%,5.04,211.01,37.82,1.48%,191103
37,"ACC",4037.99,104.91,104.42,0.60%,19.79%,99.00%,1.79%,1.84%,3.12,617.00,38.66,0.44%,250616
38,"ACCO",689.22,114.11,112.84,0.90%,37.12%,,-0.77%,14.07%,27.04,587.18,6.08,0.66%,873508
39,"ACCU",,,,,,,,,,19.69,27.40,0.14%,12942
40,"ACE",34752.71,337.70,335.49,0.70%,15.26%,93.00%,-1.58%,1.50%,3.91,1290.64,103.35,0.43%,800925
41,"ACET",506.22,28.73,27.57,2.00%,8.50%,71.00%,9.37%,3.24%,2.12,421.10,17.55,-0.40%,297485
42,"ACFC",63.90,15.51,10.62,1.10%,,47.60%,0.90%,0.17%,0.88,20.23,4.15,0.73%,8667
43,"ACFN",33.51,22.19,20.48,6.60%,3.61%,36.20%,-13.60%,10.02%,9.50,215.98,1.52,0.66%,110193
44,"ACG",1812.11,242.91,242.82,,,32.00%,14.29%,0.03%,0.10,794.17,7.43,-0.40%,562584
45,"ACGL",7624.93,134.10,129.11,1.80%,5.14%,91.40%,-1.02%,1.18%,3.22,472.43,57.25,0.69%,446057
46,"ACH",6109.43,669.16,156.18,,,1.50%,-1.17%,1.45%,23.56,96.20,9.00,-1.42%,43418
47,"ACHC",2190.73,50.77,47.14,2.00%,-11.43%,72.50%,2.28%,9.43%,10.83,410.21,44.68,3.55%,309608
48,"ACHN",273.89,96.78,96.51,13.04%,-6.63%,97.10%,5.32%,20.08%,12.36,1567.76,2.92,3.18%,860321
49,"ACI",785.40,212.27,211.11,0.54%,-1.55%,74.30%,17.04%,15.30%,4.11,7860.43,3.73,0.81%,5522240
50,"ACIM",,,,,,,,,,0.96,64.51,0.22%,312
51,"ACIW",2050.12,37.93,37.31,1.40%,27.64%,98.90%,-4.03%,4.14%,5.67,272.55,54.57,0.96%,186276
52,"ACLS",195.69,111.19,109.40,1.10%,2.00%,56.30%,6.62%,1.98%,3.44,629.75,1.84,4.55%,406019
53,"ACM",3124.39,99.25,89.21,1.00%,-20.82%,75.00%,3.62%,1.45%,2.01,641.72,32.05,1.81%,663677
54,"ACMP",11757.17,189.54,175.49,21.30%,-10.74%,72.30%,3.96%,0.71%,2.99,415.45,62.51,0.77%,695406
55,"ACN",53689.10,672.88,637.69,0.30%,1.10%,82.70%,0.29%,2.40%,5.24,2922.47,80.10,0.39%,1823184
56,"ACNB",116.88,6.00,5.86,1.90%,5.56%,8.50%,12.58%,0.01%,0.20,4.18,19.99,2.62%,2013
57,"ACOR",1337.80,41.65,40.81,2.00%,5.58%,86.70%,3.60%,7.54%,5.85,526.34,33.48,4.23%,468436
58,"ACPW",62.29,23.07,21.31,0.40%,5.73%,47.60%,23.37%,0.59%,0.74,168.78,2.81,4.07%,43102
59,"ACRE",356.80,28.59,26.09,1.20%,-84.39%,64.00%,6.45%,3.14%,4.10,199.38,12.59,0.88%,157928
60,"ACRX",396.81,43.32,42.94,0.60%,-93.26%,94.30%,6.51%,11.46%,8.00,615.15,9.64,5.24%,383109
61,"ACST",90.47,103.99,49.20,,,,,0.22%,0.40,269.89,0.85,-2.30%,191041
62,"ACT",37292.18,174.45,173.48,0.40%,-4.38%,93.60%,8.44%,8.36%,5.57,2602.93,214.35,0.27%,1469364
63,"ACTG",754.40,50.06,45.37,1.90%,22.86%,82.20%,5.49%,24.96%,18.47,613.19,15.87,5.31%,318114
64,"ACTS",117.80,68.49,65.07,5.61%,,5.90%,-1.37%,0.05%,0.59,51.23,1.78,3.49%,138486
65,"ACU",51.52,3.21,2.76,10.70%,-2.55%,37.50%,9.66%,0.14%,0.36,10.90,16.15,0.62%,3839
66,"ACUR",60.10,48.86,47.81,1.60%,-40.18%,57.80%,-9.33%,0.55%,0.85,309.63,1.26,2.44%,108901
67,"ACW",266.70,47.71,47.25,0.80%,1.24%,91.10%,4.43%,8.03%,11.27,336.63,5.74,2.68%,409161
68,"ACWI",,,,,,,,,1.03,1174.42,59.79,0.50%,951752
69,"ACWX",,,,,,,,,0.75,318.85,48.14,0.31%,165432
70,"ACXM",1718.55,76.38,75.89,1.20%,-0.33%,94.30%,1.06%,3.05%,3.50,661.61,22.92,1.87%,1018928
