"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ASTI","Ascent Solar Technologies, Inc.","Technology","Semiconductor - Specialized","USA",20.16,,1.68,35.24%,5577876
2,"ATRO","Astronics Corporation","Industrial Goods","Aerospace/Defense Products & Services","USA",1234.17,26.71,66.79,16.30%,561022
3,"AXN","Aoxing Pharmaceutical Company, Inc.","Healthcare","Drug Manufacturers - Major","USA",60.89,,1.17,27.17%,358756
4,"BJRI","BJ's Restaurants, Inc.","Services","Restaurants","USA",1222.63,68.94,54.96,17.24%,1633979
5,"CLRX","CollabRx, Inc.","Technology","Healthcare Information Services","USA",3.34,,2.40,110.53%,6716265
6,"COCO","Corinthian Colleges Inc.","Services","Education & Training Services","USA",1.76,,0.03,26.83%,2227323
7,"CPHI","China Pharma Holdings, Inc.","Healthcare","Drug Manufacturers - Major","China",13.99,,0.39,21.34%,106019
8,"MELA","MELA Sciences, Inc.","Healthcare","Medical Instruments & Supplies","USA",12.00,,2.38,20.20%,2909670
9,"RGSE","Real Goods Solar, Inc.","Industrial Goods","General Building Materials","USA",16.66,,0.38,18.75%,2794583
10,"TILE","Interface Inc.","Industrial Goods","Textile Industrial","USA",1087.00,34.19,19.50,18.83%,2067381
11,"XTLB","XTL Biopharmaceuticals Ltd.","Healthcare","Biotechnology","Israel",24.18,,2.40,15.94%,25190
