"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18518.15,333.42,331.95,0.30%,16.00%,86.60%,1.54%,0.96%,1.40,2265.00,56.18,1.15%,3496181
2,"AA",15509.26,1172.28,1170.74,0.20%,47.31%,66.20%,5.94%,6.41%,3.35,22404.06,13.52,2.19%,11015641
3,"AADR",,,,,,,,,,2.48,38.18,0.18%,560
4,"AAIT",,,,,,,,,0.00,2.92,32.91,0.21%,665
5,"AAL",27886.14,720.20,715.45,0.80%,372.03%,58.30%,65.17%,2.09%,1.49,10000.04,39.11,1.01%,9862253
6,"AAMC",2031.93,2.24,1.58,3.10%,-14.73%,74.30%,13.43%,8.74%,6.29,21.93,942.00,3.85%,19633
7,"AAME",72.80,20.80,4.45,8.70%,,5.10%,2.81%,0.05%,0.24,9.98,3.59,2.57%,1400
8,"AAN",2372.03,72.23,70.32,0.70%,25.58%,0.80%,,9.46%,6.00,1109.58,32.93,0.27%,662578
9,"AAOI",275.79,14.78,13.70,1.10%,18.17%,49.50%,82.81%,4.43%,2.38,254.93,18.76,0.54%,59696
10,"AAON",1113.61,36.62,28.14,20.90%,-2.68%,58.00%,-1.17%,3.53%,7.66,129.62,31.28,2.86%,66317
11,"AAP",8935.15,72.94,72.50,0.60%,-20.09%,96.60%,1.46%,3.06%,2.74,808.75,123.24,0.60%,512707
12,"AAPL",523090.25,861.38,860.63,0.04%,6.16%,62.00%,-2.90%,2.16%,1.96,9525.80,614.13,1.13%,8242060
13,"AAT",1416.40,41.93,35.88,1.10%,-7.61%,86.10%,2.69%,2.31%,4.98,166.57,34.27,1.45%,135936
14,"AAU",87.58,65.85,52.86,5.36%,,5.90%,137.60%,0.79%,3.43,121.20,1.34,0.75%,30457
15,"AAV",963.16,169.57,167.50,0.25%,,58.00%,3.99%,0.22%,0.88,410.87,5.78,1.76%,184705
16,"AAWW",924.93,25.23,24.66,1.40%,17.26%,94.30%,6.74%,12.17%,9.69,309.78,36.70,0.11%,96347
17,"AAXJ",,,,,,,,,2.38,465.78,62.15,0.08%,338101
18,"AB",2282.81,96.24,91.05,0.20%,-0.76%,28.80%,-0.31%,2.35%,5.62,379.97,23.60,-0.51%,274194
19,"ABAX",926.27,22.25,20.90,6.20%,12.02%,97.20%,8.18%,15.56%,23.07,140.98,41.76,0.31%,85245
20,"ABB",54882.96,2323.58,2291.55,,,6.00%,6.93%,0.25%,2.77,2043.74,23.85,0.97%,4978880
21,"ABBV",85275.46,1590.07,1582.27,0.10%,21.19%,70.20%,0.15%,0.73%,1.91,6044.23,53.95,0.60%,3019138
22,"ABC",16113.68,225.84,213.91,0.20%,-6.23%,85.40%,-3.23%,3.04%,3.35,1942.42,71.64,0.41%,1155028
23,"ABCB",518.80,25.16,22.58,2.80%,9.31%,65.80%,4.35%,2.73%,6.44,95.79,20.90,1.36%,48883
24,"ABCD",99.21,44.89,13.18,71.14%,-2.77%,11.90%,0.32%,0.04%,0.17,31.31,2.31,4.52%,1274
25,"ABCO",1730.02,36.14,35.88,0.70%,45.41%,96.80%,4.18%,10.25%,14.47,254.02,48.34,0.98%,292914
26,"ABG",1957.33,30.66,30.12,1.50%,-16.52%,99.60%,0.92%,4.31%,4.15,312.78,64.05,0.33%,281842
27,"ABIO",28.98,21.00,17.51,2.60%,21.26%,13.30%,-21.21%,23.26%,5.67,718.45,1.40,1.45%,236324
28,"ABM",1474.15,55.86,50.48,1.80%,7.83%,85.60%,2.52%,2.80%,6.69,211.25,27.25,3.26%,298789
29,"ABMD",854.29,39.92,39.47,1.60%,1.59%,99.70%,11.39%,18.77%,16.21,457.07,21.10,-1.40%,312194
30,"ABR",355.49,50.14,38.49,0.50%,-9.72%,47.40%,2.03%,0.51%,1.64,119.60,7.10,0.14%,63561
31,"ABT",59551.92,1501.94,1498.96,0.20%,6.15%,69.50%,-2.87%,0.68%,1.36,7478.30,39.60,-0.13%,3517469
