"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19226.85,333.51,332.62,0.30%,2.77%,85.50%,-0.01%,0.73%,1.45,1684.53,57.45,-0.35%,1284641
2,"AA",20009.37,1176.33,1174.79,0.20%,1.60%,68.70%,1.52%,5.45%,4.34,14767.88,17.11,0.59%,14911824
3,"AADR",,,,,,,,,,6.59,38.60,0.60%,35000
4,"AAIT",,,,,,,,,0.93,3.85,34.54,-0.06%,117
5,"AAL",27533.25,720.20,715.84,0.70%,12.05%,70.10%,20.49%,2.27%,1.34,12156.05,37.96,-0.71%,8753738
6,"AAMC",1592.53,2.24,1.56,3.60%,191.75%,72.60%,-2.28%,10.73%,8.43,19.83,702.10,-1.24%,10335
7,"AAME",84.29,20.71,4.63,75.13%,-0.03%,4.90%,1.10%,0.13%,0.59,10.23,4.07,0.00%,2632
8,"AAN",1872.83,72.31,71.90,0.50%,43.16%,0.80%,-85.36%,6.21%,5.91,755.39,25.59,-1.20%,337837
9,"AAOI",296.30,14.80,13.71,2.80%,0.97%,63.90%,29.00%,8.17%,4.50,249.27,19.10,-4.60%,214063
10,"AAON",1048.49,55.01,42.17,21.50%,-1.35%,57.40%,-0.82%,3.49%,8.94,164.46,18.60,-2.41%,157378
11,"AAP",9983.66,72.98,72.52,0.60%,2.82%,97.30%,1.93%,2.54%,2.51,732.83,135.88,-0.67%,348097
12,"AAPL",588966.90,5987.87,5984.11,0.04%,15.03%,62.50%,0.51%,1.59%,1.95,48895.21,97.99,-0.38%,188943712
13,"AAT",1511.38,42.61,36.51,1.10%,25.76%,86.10%,2.24%,1.92%,4.63,151.50,35.27,-0.56%,139780
14,"AAU",101.03,67.35,57.19,5.36%,,5.90%,130.54%,0.37%,1.14,183.87,1.50,0.00%,153203
15,"AAV",952.37,169.16,168.09,0.25%,,58.00%,4.00%,0.13%,0.57,387.88,5.73,1.78%,353015
16,"AAVL",664.46,22.26,11.28,29.60%,,18.70%,,0.72%,0.23,346.73,29.99,0.47%,75101
17,"AAWW",877.28,25.26,24.68,2.20%,-0.36%,99.90%,-1.14%,11.48%,12.13,233.61,33.93,-2.30%,171891
18,"AAXJ",,,,,,,,,2.66,470.23,65.43,-0.94%,669520
19,"AB",2584.83,96.81,91.23,0.20%,19.06%,28.40%,0.12%,0.87%,2.93,271.77,26.79,0.34%,172902
20,"ABAC",28.99,21.16,9.73,26.50%,86.45%,0.80%,21.54%,0.14%,0.34,39.72,1.28,-6.57%,171186
21,"ABAX",1098.53,22.52,21.22,5.90%,7.44%,97.20%,-0.70%,11.83%,15.30,163.96,48.82,0.08%,105020
22,"ABB",52680.17,2299.44,2291.83,,,3.80%,-3.90%,0.15%,2.29,1541.01,23.08,0.74%,1334666
23,"ABBV",88509.12,1592.75,1574.97,0.06%,20.72%,80.70%,15.92%,5.35%,7.88,10694.95,56.95,2.48%,17555058
24,"ABC",17575.69,224.38,212.44,0.20%,1.82%,86.30%,0.14%,3.28%,5.30,1315.43,78.00,-0.42%,1082587
25,"ABCB",611.81,26.74,24.08,2.00%,2.89%,63.00%,1.15%,3.37%,10.88,74.56,22.72,-0.70%,56542
26,"ABCD",71.45,44.94,13.16,0.10%,-2.77%,11.00%,-2.70%,0.05%,0.27,26.11,1.58,-0.63%,14466
27,"ABCO",1725.23,36.29,36.00,0.80%,32.98%,96.80%,-1.84%,9.08%,13.68,238.88,47.33,-0.44%,287640
28,"ABG",2166.28,30.34,29.85,0.70%,-36.86%,99.50%,-1.02%,5.28%,6.98,225.70,69.52,-2.63%,289092
29,"ABIO",28.39,21.03,17.46,29.03%,21.26%,13.30%,7.37%,15.86%,17.53,157.98,1.34,-0.74%,66117
30,"ABM",1579.96,55.75,50.64,1.80%,-0.50%,85.20%,-1.87%,2.37%,5.76,207.91,27.92,-1.48%,307778
31,"ABMD",1021.62,40.46,39.80,3.20%,6.06%,99.70%,11.60%,20.63%,34.02,241.35,24.94,-1.23%,105912
32,"ABR",348.31,50.48,38.62,3.30%,14.27%,58.70%,1.53%,0.20%,0.65,121.52,6.87,-0.43%,58218
33,"ABT",64373.40,1503.70,1500.64,0.10%,5.32%,69.10%,-0.18%,0.79%,2.40,4919.03,42.83,0.05%,3580303
34,"ABTL",75.76,9.03,8.90,8.62%,0.43%,63.60%,2.87%,2.87%,2.06,124.09,8.26,-1.55%,52127
35,"ABX",19475.82,1163.43,1161.33,,,72.10%,-2.21%,1.24%,1.61,8916.68,16.88,0.84%,8078984
36,"ABY",3052.80,80.00,79.99,,,33.60%,,0.86%,1.02,671.00,37.73,-1.13%,205587
37,"ACAD",2777.36,99.44,99.18,22.95%,-0.04%,95.60%,3.78%,16.57%,14.73,1116.35,26.98,-3.40%,1029829
38,"ACAS",4131.07,268.60,263.28,1.30%,21.46%,68.00%,0.61%,0.77%,0.77,2623.86,15.26,-0.78%,1205810
39,"ACAT",470.68,12.92,12.75,2.10%,18.32%,92.20%,-5.06%,6.16%,4.09,192.27,35.78,-1.78%,130880
40,"ACC",4209.79,104.93,104.34,0.10%,1.94%,99.00%,-2.91%,1.30%,2.33,582.79,39.84,-0.70%,743417
41,"ACCO",905.06,114.42,113.13,0.90%,22.19%,,0.46%,12.74%,19.00,758.83,7.79,-1.52%,1092256
42,"ACCU",,,,,,,,,,1.85,27.68,0.00%,0
43,"ACE",35631.20,335.70,333.49,0.60%,0.35%,93.00%,-0.27%,2.01%,5.81,1154.81,105.51,-0.59%,711428
44,"ACET",635.51,28.73,27.16,2.30%,13.00%,76.50%,7.59%,4.06%,5.85,188.22,21.60,-2.35%,320339
45,"ACFC",62.55,15.52,10.62,0.10%,181.16%,51.70%,0.16%,0.23%,1.54,16.00,3.99,-0.99%,10547
46,"ACFN",43.01,22.17,20.19,7.20%,25.37%,21.40%,-39.35%,5.47%,3.04,362.76,2.10,8.25%,1298988
47,"ACG",1812.11,242.91,242.88,,,34.50%,7.64%,0.12%,0.57,512.55,7.46,0.00%,536912
48,"ACGL",7435.10,135.11,130.15,1.80%,2.10%,89.60%,-0.92%,0.92%,3.05,393.79,54.89,-0.25%,888752
49,"ACH",7766.99,656.55,156.18,,,1.40%,-0.69%,1.40%,13.34,164.22,11.69,-1.18%,142597
50,"ACHC",3043.04,59.82,56.18,2.10%,-10.35%,72.50%,28.60%,8.40%,10.78,437.90,50.49,-0.75%,147831
51,"ACHN",1246.82,97.79,97.54,13.04%,-22.32%,91.00%,5.46%,15.74%,1.66,9245.20,12.38,-2.90%,7084153
52,"ACI",655.95,212.28,211.10,0.54%,-0.43%,67.50%,-9.48%,18.16%,8.04,4767.69,2.95,-4.53%,8142138
53,"ACIM",,,,,,,,,,12.14,65.36,-0.56%,3829
54,"ACIW",2237.11,114.08,112.17,1.30%,19.40%,98.80%,-1.52%,4.77%,8.69,615.62,19.19,-2.14%,304536
55,"ACLS",220.99,111.61,109.70,0.80%,7.85%,57.70%,2.84%,2.55%,8.06,346.49,1.99,0.51%,378255
56,"ACM",3731.49,99.48,89.45,0.50%,-43.69%,77.70%,3.73%,11.81%,6.94,1523.31,37.30,-0.56%,1214144
57,"ACMP",12342.85,190.80,89.09,46.80%,80.28%,71.80%,0.22%,1.76%,2.54,618.80,65.74,1.62%,361462
58,"ACN",54849.01,671.10,640.20,0.30%,-4.01%,83.40%,0.30%,2.73%,7.39,2368.56,80.95,-0.95%,2170303
59,"ACNB",114.54,6.00,5.87,2.10%,5.88%,8.80%,3.94%,0.02%,0.40,3.56,18.99,-0.55%,3044
60,"ACOR",1334.01,41.74,40.91,0.40%,50.47%,86.70%,4.70%,12.61%,9.33,552.80,30.77,-3.72%,217093
61,"ACPW",48.30,23.11,21.32,26.61%,,47.90%,2.60%,0.54%,2.45,46.81,2.05,-1.91%,97536
62,"ACRE",360.20,28.61,25.97,0.50%,24.34%,62.60%,-1.31%,2.59%,4.49,149.92,12.46,-1.03%,269142
63,"ACRX",350.94,43.38,42.66,0.30%,-96.50%,85.10%,-9.41%,20.25%,7.43,1162.79,7.84,-3.09%,774530
64,"ACST",108.39,106.26,50.44,,,,,0.19%,0.26,363.62,1.01,-0.98%,303546
65,"ACT",61564.65,264.26,263.02,0.40%,33.80%,67.50%,9.42%,0.75%,0.86,2288.35,232.61,-0.15%,1615468
66,"ACTG",883.44,50.11,48.71,1.20%,0.84%,82.20%,-2.77%,18.29%,20.05,444.30,17.27,-2.04%,296244
