"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ADPT","Adeptus Health Inc.","Healthcare","Hospitals","USA",568.62,,32.23,16.48%,460599
2,"AMCO","Armco Metals Holdings, Inc","Services","Basic Materials Wholesale","USA",10.18,,0.16,50.49%,2590373
3,"AMED","Amedisys Inc.","Healthcare","Home Health Care","USA",723.08,,25.22,15.90%,1608192
4,"CEB","Corporate Executive Board Co.","Services","Management Services","USA",2045.05,252.63,71.15,17.35%,926267
5,"CHOP","China Gerui Advanced Materials Group Ltd.","Basic Materials","Steel & Iron","China",16.59,,0.30,16.08%,167132
6,"COOL","Majesco Entertainment Co.","Technology","Multimedia & Graphics Software","USA",6.83,,1.22,19.61%,145287
7,"DRL","Doral Financial Corporation","Financial","Money Center Banks","USA",34.26,,5.95,15.31%,516188
8,"JDST","Direxion Daily Jr Gld Mnrs Bear 3X ETF","Financial","Exchange Traded Fund","USA",,,22.68,18.62%,2531098
9,"MCGC","MCG Capital Corporation","Financial","Asset Management","USA",150.45,,3.60,18.42%,4180237
10,"MEA","Metalico Inc.","Industrial Goods","Metal Fabrication","USA",29.40,,0.56,78.34%,6934378
11,"ONCY","Oncolytics Biotech Inc.","Healthcare","Biotechnology","Canada",51.18,,0.72,25.96%,2673102
12,"RDCM","Radcom Ltd.","Technology","Computer Peripherals","Israel",58.39,,8.95,44.12%,1095228
13,"ROG","Rogers Corporation","Technology","Diversified Electronics","USA",1060.72,20.97,66.88,15.13%,313448
14,"USNA","USANA Health Sciences Inc.","Healthcare","Drug Related Products","USA",1140.29,17.33,107.52,22.39%,1125704
