"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18968.26,333.42,332.95,0.30%,-0.99%,86.40%,1.28%,0.96%,1.45,2194.16,57.22,0.58%,1835596
2,"AA",16212.77,1172.29,1170.74,0.20%,47.31%,68.20%,9.12%,6.49%,3.55,21396.97,13.65,-1.30%,10740314
3,"AADR",,,,,,,,,,2.47,38.48,0.58%,526
4,"AAIT",,,,,,,,,0.19,2.72,34.01,2.22%,189
5,"AAL",29686.64,720.20,716.11,0.80%,372.03%,58.30%,65.09%,1.87%,1.31,10216.40,41.44,0.53%,9209097
6,"AAMC",2206.40,2.24,1.58,3.00%,4.67%,74.40%,13.48%,9.15%,7.67,18.80,996.92,1.21%,7210
7,"AAME",73.25,20.81,4.72,8.70%,,5.10%,2.81%,0.09%,0.43,9.70,3.63,3.13%,11437
8,"AAN",2380.70,72.23,70.05,0.70%,26.84%,0.80%,,8.29%,5.63,1031.69,33.43,1.43%,597322
9,"AAOI",302.99,14.78,13.70,1.10%,18.17%,49.10%,78.79%,4.98%,2.73,249.62,20.13,-1.80%,147307
10,"AAON",1151.33,36.62,28.06,21.50%,-1.48%,58.00%,-1.26%,3.67%,8.01,128.58,30.71,-2.32%,192353
11,"AAP",9080.09,72.95,72.51,0.60%,-18.75%,95.50%,0.33%,2.63%,2.47,773.19,125.23,0.61%,733135
12,"AAPL",541506.56,861.38,860.63,0.04%,6.82%,62.00%,-2.91%,1.96%,1.72,9785.68,637.54,1.41%,10398562
13,"AAT",1435.19,41.94,35.83,1.10%,-6.68%,86.10%,2.83%,2.20%,5.19,152.02,34.20,-0.06%,146418
14,"AAU",80.74,62.59,52.88,5.36%,,5.90%,155.95%,0.37%,1.73,114.73,1.35,4.65%,43365
15,"AAV",1049.08,169.48,167.73,0.25%,,58.00%,3.99%,0.43%,1.69,423.52,6.29,1.62%,355049
16,"AAWW",899.70,25.23,24.65,2.00%,13.24%,94.30%,7.13%,11.99%,10.49,281.70,35.77,0.31%,199101
17,"AAXJ",,,,,,,,,2.12,481.82,62.48,0.64%,440458
18,"AB",2358.84,96.24,90.81,0.40%,-0.76%,28.60%,-0.88%,2.11%,4.94,388.40,24.96,1.84%,300926
19,"ABAX",929.83,22.25,20.91,6.20%,13.12%,97.20%,8.45%,15.60%,23.83,136.86,42.00,0.50%,144853
20,"ABB",54250.77,2310.51,2291.55,,,6.00%,6.68%,0.25%,2.85,2049.03,23.48,0.00%,3600078
21,"ABBV",86102.29,1590.07,1588.25,0.10%,21.10%,70.40%,0.32%,0.88%,2.41,5831.04,54.37,0.41%,3069234
22,"ABC",16533.75,225.84,213.91,0.20%,-6.62%,85.60%,-2.99%,3.04%,3.27,1985.53,73.09,-0.16%,1718507
23,"ABCB",531.13,25.16,22.57,2.80%,9.82%,66.30%,4.81%,3.21%,7.71,93.86,21.09,-0.09%,79927
24,"ABCD",97.37,44.87,13.13,0.10%,-2.77%,11.40%,-4.25%,0.14%,0.62,30.54,2.15,-0.92%,21343
25,"ABCO",1754.60,36.14,35.86,0.80%,62.32%,96.80%,4.45%,9.97%,14.09,253.71,50.41,3.83%,376644
26,"ABG",1974.50,30.66,30.13,1.50%,-18.01%,99.50%,0.77%,4.55%,4.48,305.76,66.20,2.80%,316808
27,"ABIO",30.06,21.02,17.44,2.60%,21.26%,12.90%,-23.63%,22.40%,6.03,648.33,1.42,-0.70%,179022
28,"ABM",1529.45,55.86,50.48,1.80%,7.83%,87.00%,4.29%,2.73%,6.72,204.62,26.89,-1.79%,227807
29,"ABMD",914.00,39.93,39.51,1.90%,-9.00%,99.70%,11.32%,20.23%,17.14,466.38,23.00,0.48%,478158
30,"ABR",364.02,50.14,38.51,0.40%,-12.25%,47.80%,2.72%,0.37%,1.18,121.08,7.29,0.41%,85792
31,"ABT",59777.21,1501.94,1498.96,0.20%,6.26%,69.50%,-2.88%,0.73%,1.54,7075.65,39.82,0.05%,3690712
32,"ABTL",117.32,8.99,8.87,8.62%,0.43%,61.80%,17.79%,1.25%,0.40,275.81,12.98,-0.54%,136672
33,"ABX",18661.51,1173.68,1161.30,,,73.90%,2.67%,0.91%,1.00,10532.10,15.97,0.44%,6549773
34,"ACAD",2024.14,98.98,98.74,0.10%,21.15%,92.40%,9.36%,16.06%,7.42,2136.38,20.16,-1.42%,905841
35,"ACAS",3976.53,267.96,263.32,1.60%,-5.76%,67.50%,1.37%,2.24%,2.03,2904.34,14.61,-1.55%,2938198
