"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18348.10,333.42,331.93,0.30%,13.63%,85.20%,-0.04%,1.01%,1.25,2675.28,55.30,0.49%,2200351
2,"AA",15614.77,1172.28,1170.85,0.20%,47.31%,61.80%,-1.06%,6.75%,3.39,23302.95,13.28,-0.30%,11681422
3,"AADR",,,,,,,,,,2.54,37.79,0.98%,648
4,"AAIT",,,,,,,,,0.11,3.03,31.66,-1.06%,3769
5,"AAL",26805.84,720.20,715.61,0.80%,319.45%,42.00%,19.05%,2.74%,1.96,10036.37,38.25,2.77%,14431809
6,"AAMC",1895.60,2.24,1.58,3.00%,-1.47%,65.20%,-0.54%,7.96%,5.32,23.60,799.95,-5.47%,19052
7,"AAME",73.29,21.06,4.98,8.60%,,4.90%,3.08%,0.13%,0.65,10.29,3.59,3.16%,5615
8,"AAN",2266.65,71.98,69.81,0.70%,16.67%,0.80%,,11.08%,6.77,1142.35,31.73,0.76%,1082130
9,"AAOI",295.20,14.76,14.64,1.20%,46.24%,23.10%,-14.88%,3.41%,2.13,234.19,19.00,-5.00%,221783
10,"AAON",1125.83,36.66,28.18,20.90%,-2.68%,57.80%,-1.56%,3.49%,7.53,130.77,30.20,-1.66%,139451
11,"AAP",8712.68,72.94,72.49,0.60%,-20.09%,96.20%,0.68%,2.65%,2.51,766.74,122.46,2.52%,994117
12,"AAPL",510221.23,861.38,860.57,0.04%,5.51%,63.90%,0.05%,2.31%,2.00,9930.51,587.99,-0.73%,8146922
13,"AAT",1446.09,41.94,35.88,1.10%,-7.61%,86.10%,-0.12%,2.16%,4.65,166.96,34.58,0.29%,189406
14,"AAU",84.36,63.91,52.88,5.36%,,5.90%,147.96%,0.81%,2.84,150.59,1.31,-0.76%,38745
15,"AAV",1071.62,169.56,167.50,0.25%,,58.00%,3.99%,0.13%,0.60,354.95,6.10,-3.48%,694095
16,"AAWW",916.35,25.23,24.44,1.60%,25.49%,94.30%,25.64%,12.41%,8.28,366.11,35.78,-1.49%,274117
17,"AAXJ",,,,,,,,,5.26,557.76,59.44,-0.23%,196221
18,"AB",2350.18,96.24,91.06,0.20%,-0.77%,29.20%,1.22%,2.38%,5.06,427.67,23.51,-3.73%,503176
19,"ABAX",894.67,22.25,20.99,5.70%,2.84%,97.20%,2.59%,14.84%,20.99,148.38,39.93,-0.70%,63131
20,"ABB",54270.87,2325.23,2292.11,,,5.60%,-0.42%,0.24%,2.62,2124.17,23.15,-0.81%,4616987
21,"ABBV",84255.48,1596.05,1594.50,0.10%,19.10%,70.10%,0.28%,0.67%,1.73,6221.46,52.15,-1.21%,4074499
22,"ABC",14792.57,229.20,227.42,0.20%,-1.29%,87.10%,0.14%,2.76%,3.36,1865.60,64.40,-0.22%,1558094
23,"ABCB",508.74,25.16,24.19,2.70%,9.33%,63.10%,0.05%,2.45%,6.65,89.22,20.20,-0.10%,147211
24,"ABCD",99.66,44.89,13.18,71.14%,-2.81%,11.90%,-10.04%,0.06%,0.29,29.28,2.19,-1.35%,9519
25,"ABCO",1889.76,36.14,35.88,0.70%,45.41%,96.80%,0.86%,9.72%,14.95,233.16,51.27,-1.95%,404149
26,"ABFS",1019.80,25.87,24.33,5.17%,,77.90%,-38.74%,5.34%,3.63,358.03,39.42,0.00%,0
27,"ABG",1877.01,30.66,30.12,1.50%,-16.67%,97.20%,-1.56%,4.62%,4.59,303.32,61.36,0.23%,272636
28,"ABIO",31.09,21.01,17.50,2.60%,21.30%,17.00%,0.62%,24.12%,5.47,772.22,1.45,-2.03%,217522
29,"ABM",1502.63,55.86,50.48,1.80%,5.90%,83.80%,0.38%,2.82%,6.55,217.58,26.48,-1.56%,196666
30,"ABMD",857.08,39.92,39.37,2.10%,1.21%,98.80%,0.29%,18.49%,15.47,470.41,20.87,-2.79%,412166
31,"ABR",354.49,50.14,38.49,0.50%,-9.72%,57.10%,-0.01%,0.46%,1.32,133.86,7.02,-0.71%,80320
32,"ABT",59701.38,1543.07,1540.10,0.20%,5.97%,69.60%,0.02%,0.69%,1.35,7858.71,38.73,0.10%,3936805
33,"ABTL",99.25,8.99,8.86,8.62%,-40.75%,57.30%,9.18%,2.42%,0.65,327.41,10.67,-3.35%,143298
34,"ABX",20210.00,1169.56,1161.33,,,73.90%,2.68%,0.94%,0.90,12176.14,17.17,-0.64%,6899277
35,"ACAD",1830.45,98.89,98.67,0.10%,23.33%,84.70%,0.11%,13.29%,5.46,2399.53,18.06,-2.43%,2233368
36,"ACAS",4303.31,269.80,259.28,1.60%,-6.21%,66.00%,-0.24%,2.49%,1.96,3293.13,15.47,-3.01%,9398655
37,"ACAT",524.55,13.14,12.94,1.80%,6.77%,99.90%,8.48%,8.03%,5.85,177.68,39.43,-1.23%,127900
