"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",19697.81,331.00,330.88,0.30%,4.97%,84.70%,0.01%,0.63%,0.88,2349.70,58.15,-2.29%,3409308
2,"AA",12790.19,1070.31,1069.06,0.20%,104.72%,61.80%,1.52%,11.06%,4.21,28103.47,11.51,-3.68%,30694352
3,"AADR",,,,,,,,,,5.08,36.29,0.55%,2017
4,"AAIT",,,,,,,,,0.69,2.53,30.24,-1.01%,1095
5,"AAL",11356.80,336.00,751.64,0.70%,,3.30%,,10.03%,5.46,13798.41,33.55,-0.74%,12775906
6,"AAMC",2359.15,2.35,1.70,2.50%,3.53%,60.50%,4.10%,3.65%,4.64,13.33,990.21,-1.45%,2103
7,"AAME",85.20,21.30,5.14,75.13%,,4.80%,1.19%,0.21%,1.05,10.43,3.97,-0.75%,11032
8,"AAN",2034.94,76.10,67.09,0.50%,-4.04%,0.80%,,9.59%,7.45,864.53,26.89,0.56%,1717115
9,"AAOI",176.46,12.60,11.44,0.90%,,19.70%,10.80%,1.17%,1.90,70.28,13.63,-2.64%,36924
10,"AAON",1135.70,36.74,28.06,0.30%,-12.68%,58.50%,0.34%,3.76%,8.92,118.20,29.66,-4.04%,219297
11,"AAP",8380.45,72.75,72.23,0.80%,1.39%,95.50%,-0.73%,2.56%,2.39,774.42,114.81,-0.34%,798903
12,"AAPL",451881.08,904.16,884.91,0.04%,5.85%,61.80%,0.02%,1.60%,1.18,12008.00,500.60,0.16%,16428893
13,"AAT",1305.60,39.82,34.45,1.00%,-22.11%,86.10%,0.20%,1.62%,3.79,147.18,33.47,2.07%,206493
14,"AAU",80.47,60.05,52.92,5.36%,,5.90%,174.02%,0.84%,3.20,138.18,1.36,1.49%,56500
15,"AAV",690.37,168.38,167.07,0.25%,,58.00%,4.02%,0.14%,1.61,145.16,4.07,-0.73%,58743
16,"AAWW",895.67,25.12,24.52,12.22%,-2.89%,94.30%,1.64%,4.04%,2.35,421.41,35.33,-0.90%,367665
17,"AAXJ",,,,,,,,,0.49,683.85,55.93,-0.16%,337980
18,"AB",2077.65,92.26,86.69,0.10%,-0.80%,33.30%,6.24%,2.72%,6.50,363.21,22.34,-0.80%,384568
19,"ABAX",848.52,22.31,21.08,1.80%,-5.19%,98.60%,1.35%,9.71%,12.65,161.85,38.17,0.34%,1105797
20,"ABB",57746.58,2297.00,2295.97,,,3.60%,0.02%,0.20%,3.33,1357.57,24.84,-1.19%,1932679
21,"ABBV",76812.90,1590.00,1589.52,0.06%,1.49%,68.40%,0.15%,0.79%,2.02,6243.96,49.23,1.90%,12765934
