"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",18461.52,333.00,331.94,0.30%,5.05%,85.00%,0.98%,1.15%,1.35,2822.86,55.80,0.65%,1433941
2,"AA",12704.32,1073.00,1076.05,0.20%,54.72%,67.90%,12.42%,11.87%,4.60,27753.98,11.90,0.51%,12111910
3,"AADR",,,,,,,,,,4.26,37.55,0.11%,14500
4,"AAIT",,,,,,,,,0.83,2.62,31.40,-0.51%,61669
5,"AAL",8396.79,231.06,467.30,1.10%,,53.80%,,11.50%,4.79,11228.81,37.70,3.74%,9209339
6,"AAMC",2042.99,2.35,1.71,2.50%,3.52%,62.00%,7.68%,6.82%,5.05,23.11,1045.02,20.36%,47955
7,"AAME",76.25,21.30,5.14,8.50%,,4.90%,1.95%,0.20%,0.84,12.14,3.56,-0.56%,10078
8,"AAN",2415.38,75.22,69.81,0.60%,-4.04%,0.80%,,11.43%,5.49,1453.96,32.49,1.18%,987487
9,"AAOI",320.83,12.63,11.63,1.60%,,31.60%,79.03%,2.15%,2.26,110.72,25.75,1.38%,113210
10,"AAON",1016.28,36.74,28.06,0.30%,-12.68%,58.50%,0.35%,3.49%,7.33,133.71,27.29,-1.34%,142808
11,"AAP",9068.01,72.78,72.43,0.60%,-19.98%,95.60%,-0.96%,2.00%,1.66,869.89,126.30,1.36%,607890
12,"AAPL",470160.02,896.07,890.69,0.04%,6.86%,61.60%,-0.08%,2.58%,1.93,11892.80,526.74,0.39%,7014431
13,"AAT",1314.29,39.84,34.39,1.00%,-21.33%,86.10%,0.33%,2.18%,4.19,179.43,33.26,0.82%,106992
14,"AAU",93.68,61.23,52.88,5.36%,,5.90%,165.15%,0.84%,2.60,169.84,1.53,0.00%,112625
15,"AAV",539.48,134.20,166.86,0.25%,,58.00%,5.10%,0.06%,0.74,131.30,4.15,3.23%,263382
16,"AAWW",797.33,25.03,24.46,1.50%,18.64%,96.40%,-3.17%,10.67%,6.30,414.05,32.02,0.53%,172388
17,"AAXJ",,,,,,,,,0.60,762.35,57.32,1.04%,294879
18,"AB",2214.19,92.26,94.60,0.20%,-0.77%,28.90%,-4.10%,2.64%,6.64,375.49,24.82,3.42%,861754
19,"ABAX",852.76,22.27,21.01,2.60%,2.12%,98.30%,0.86%,14.76%,15.44,200.90,38.77,1.25%,60186
20,"ABB",56529.17,2297.00,2295.97,,,5.60%,54.38%,0.26%,3.17,1889.41,24.97,1.46%,1426362
21,"ABBV",81526.32,1592.00,1586.98,0.10%,19.34%,70.10%,2.36%,0.74%,1.78,6588.23,51.98,1.50%,3855519
