"No.","Ticker","Market Cap","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Average Volume","Price","Change","Volume"
1,"A",17554.56,333.42,331.93,0.30%,13.76%,85.40%,0.11%,1.26%,1.45,2875.22,53.11,0.87%,2172070
2,"AA",13863.08,1078.00,983.46,0.20%,53.78%,68.10%,0.24%,8.06%,2.73,29066.63,13.05,1.48%,31610570
3,"AADR",,,,,,,,,,2.89,37.39,0.72%,839
4,"AAIT",,,,,,,,,0.27,3.66,31.70,-0.01%,242
5,"AAL",15734.62,471.52,467.30,1.10%,340.03%,54.80%,1.89%,5.47%,2.31,11067.13,33.72,1.05%,15976211
6,"AAMC",2258.61,2.37,1.70,2.80%,3.11%,62.00%,11.69%,7.71%,5.04,26.02,941.00,-1.26%,16030
7,"AAME",74.41,21.08,5.00,8.60%,,4.90%,3.08%,0.11%,0.54,10.19,3.54,0.28%,4875
8,"AAN",2193.23,71.98,69.81,0.60%,-3.57%,0.80%,,11.84%,6.08,1358.74,29.25,-4.00%,3879623
9,"AAOI",315.85,14.67,13.64,1.20%,46.65%,22.00%,-19.44%,3.13%,2.17,196.90,21.51,-0.09%,206787
10,"AAON",966.72,36.66,28.16,20.90%,-2.91%,58.70%,-0.17%,3.43%,7.38,130.84,25.89,-1.82%,91688
11,"AAP",8548.57,72.94,72.45,0.60%,-20.09%,95.70%,0.13%,2.38%,1.95,885.91,117.54,0.29%,539872
12,"AAPL",465333.34,891.99,890.71,0.04%,5.94%,61.60%,-0.06%,2.49%,2.02,10951.16,517.96,-0.71%,9425549
13,"AAT",1318.73,40.39,34.34,1.20%,-7.27%,86.10%,-0.03%,2.42%,4.88,170.35,33.11,1.41%,197258
14,"AAU",89.95,65.18,52.88,5.36%,,5.90%,141.01%,0.80%,2.41,176.35,1.35,-2.17%,256205
15,"AAV",918.81,168.28,167.50,0.25%,,58.00%,4.02%,0.07%,0.54,232.93,5.45,-0.18%,437055
16,"AAWW",865.88,25.04,24.44,1.60%,25.73%,98.20%,1.83%,11.00%,6.62,406.08,34.72,0.40%,321487
17,"AAXJ",,,,,,,,,1.37,692.38,60.25,-0.97%,375634
18,"AB",2426.68,96.03,90.64,0.20%,-0.77%,29.10%,0.48%,2.75%,5.86,425.12,25.21,-0.24%,231582
19,"ABAX",868.42,22.25,21.01,2.60%,2.12%,97.20%,3.11%,15.53%,17.12,190.57,38.40,-1.61%,99704
20,"ABB",59450.12,2329.55,2292.11,,,5.60%,-0.20%,0.26%,3.18,1900.98,25.49,-0.12%,1771025
21,"ABBV",74743.02,1596.05,1594.47,0.10%,19.10%,69.90%,0.08%,0.67%,1.56,6812.10,47.86,2.20%,9529961
22,"ABC",14785.69,229.20,226.33,0.20%,-1.08%,86.80%,-0.21%,2.82%,3.34,1909.69,64.22,-0.45%,2001172
23,"ABCB",565.07,25.17,24.20,2.80%,8.97%,63.10%,0.02%,2.42%,5.71,102.73,22.35,-0.45%,40637
24,"ABCD",97.39,44.88,13.08,71.14%,-2.81%,15.30%,-10.04%,0.06%,0.27,29.49,2.13,-1.84%,10214
25,"ABCO",2139.85,36.14,35.93,0.60%,8.51%,96.80%,0.22%,8.55%,12.06,254.59,59.72,0.86%,207978
26,"ABFS",931.84,25.87,24.48,3.30%,15.26%,95.00%,0.07%,5.32%,3.52,369.81,36.05,0.08%,222795
27,"ABG",1650.25,30.84,30.22,1.80%,-8.57%,97.90%,-0.23%,4.62%,4.10,340.89,53.79,0.52%,292903
28,"ABIO",33.58,20.99,18.08,2.60%,21.30%,16.90%,0.03%,22.93%,4.63,895.63,1.53,-4.38%,1362585
29,"ABM",1515.48,55.86,50.48,1.80%,6.01%,83.60%,0.18%,2.62%,6.09,216.88,26.97,-0.59%,177592
30,"ABMD",954.88,39.82,39.37,2.10%,1.21%,98.60%,0.12%,15.73%,12.90,480.06,24.27,1.21%,415723
31,"ABR",335.63,49.14,37.49,0.50%,-9.90%,58.30%,-0.01%,0.53%,1.40,143.24,6.85,0.29%,79814
32,"ABT",58235.46,1543.07,1540.10,0.20%,4.79%,69.80%,0.21%,0.82%,1.46,8660.97,37.97,0.61%,10722540
33,"ABTL",108.61,8.91,8.77,8.62%,-44.18%,56.40%,6.48%,2.62%,0.70,330.63,12.31,0.98%,205135
34,"ABX",21938.46,1165.08,1161.10,,,73.90%,2.69%,0.84%,0.76,12877.00,18.54,-1.54%,10350930
35,"ACAD",1754.56,98.46,98.24,0.10%,23.33%,85.50%,0.68%,11.52%,5.36,2111.39,18.36,3.03%,6307156
36,"ACAS",3871.63,269.80,259.27,1.10%,-8.82%,66.10%,-0.04%,1.34%,1.15,3003.24,14.41,0.42%,2510279
37,"ACAT",593.93,13.14,12.94,1.80%,6.77%,98.90%,7.57%,7.50%,3.98,244.08,45.14,-0.13%,121108
38,"ACC",3925.73,104.91,104.28,0.50%,22.12%,99.00%,0.99%,2.27%,2.80,846.96,37.58,0.43%,421182
39,"ACCL",695.33,55.76,55.33,0.92%,-17.66%,89.30%,0.05%,2.73%,1.53,987.65,12.47,0.00%,205592
40,"ACCO",684.54,114.09,112.75,0.60%,19.77%,,0.20%,14.12%,21.91,726.67,6.06,1.00%,402684
41,"ACCU",,,,,,,,,,13.53,26.38,-0.98%,12634
42,"ACE",33632.39,337.98,335.69,0.60%,16.29%,94.60%,0.16%,1.53%,2.85,1799.13,100.11,0.60%,1666483
43,"ACET",564.48,28.38,26.87,2.00%,8.82%,64.40%,-0.09%,2.90%,2.37,328.24,20.18,1.46%,393454
44,"ACFC",62.66,15.51,13.07,1.20%,,47.20%,-15.23%,0.08%,0.44,23.62,4.12,1.98%,1495
45,"ACFN",64.51,22.17,20.45,7.00%,10.23%,41.90%,-0.01%,10.63%,12.77,170.30,2.84,-2.41%,390038
46,"ACG",1758.67,242.91,242.79,,,30.90%,10.36%,0.02%,0.05,966.02,7.24,0.00%,1051869
47,"ACGL",7597.95,134.05,129.08,1.00%,-3.87%,92.60%,0.34%,1.53%,3.87,512.52,56.88,0.35%,319724
48,"ACH",6749.39,677.65,156.18,,,1.60%,-0.03%,1.50%,17.23,136.20,9.66,-3.01%,128917
49,"ACHC",2145.26,50.56,46.87,2.20%,-12.23%,72.50%,1.84%,9.43%,12.65,349.55,41.66,-1.81%,353256
50,"ACHN",265.26,96.81,96.58,0.10%,-0.71%,97.80%,6.07%,18.43%,9.41,1891.23,2.61,-4.74%,3461472
51,"ACI",1027.63,212.32,211.14,0.54%,-1.55%,68.90%,8.53%,17.61%,4.20,8861.49,4.88,0.83%,6510161
52,"ACIM",,,,,,,,,,1.34,62.09,0.43%,453
53,"ACIW",2173.96,38.45,37.89,1.30%,12.87%,98.90%,0.63%,4.44%,5.43,310.14,57.16,1.10%,203230
54,"ACLS",205.24,110.94,109.18,0.50%,-5.62%,52.90%,-0.02%,1.53%,2.13,784.40,1.90,2.70%,1166799
55,"ACM",3201.62,99.06,88.98,1.00%,-19.83%,72.10%,0.23%,0.89%,1.22,646.22,32.46,0.43%,413037
56,"ACMP",11672.26,202.89,174.87,21.20%,-10.15%,67.40%,-2.57%,0.68%,3.06,387.16,57.51,-0.03%,253643
57,"ACN",52363.52,672.88,637.70,0.30%,11.06%,82.30%,-0.17%,2.47%,4.98,3160.02,78.92,1.41%,3328870
58,"ACNB",113.81,5.99,5.86,2.00%,5.27%,7.60%,0.89%,0.01%,0.15,4.86,19.47,2.47%,3732
59,"ACO",1488.25,32.53,24.97,6.40%,-3.79%,69.70%,0.17%,2.02%,1.09,461.82,45.73,-0.04%,252242
60,"ACOR",1481.79,41.31,40.52,1.90%,-3.09%,86.70%,0.16%,6.68%,5.33,508.24,35.12,-2.09%,936995
61,"ACPW",58.39,19.40,17.57,0.70%,-30.29%,45.90%,9.15%,1.19%,1.25,167.93,3.00,-0.33%,71765
62,"ACRE",367.44,28.55,26.03,1.20%,-84.41%,61.20%,1.68%,3.42%,3.86,230.83,12.84,-0.23%,166456
63,"ACRX",442.88,43.04,42.39,0.60%,-91.77%,86.80%,-2.63%,11.72%,8.00,621.55,10.10,-1.85%,717953
64,"ACST",115.43,103.99,49.20,,,,,0.23%,0.23,483.56,1.02,-8.11%,529589
65,"ACT",33001.29,174.49,173.56,0.40%,-36.83%,86.40%,0.21%,6.21%,3.78,2855.63,193.94,2.54%,2721298
66,"ACTG",799.14,50.04,46.53,1.90%,17.70%,82.20%,-0.72%,21.51%,14.85,673.78,15.89,-0.50%,715313
67,"ACTS",160.97,68.50,65.49,5.61%,,5.90%,,0.03%,0.43,39.61,2.32,-1.28%,43485
68,"ACU",55.20,3.20,2.75,10.70%,-2.56%,34.60%,0.73%,0.10%,0.24,11.57,17.05,-1.16%,15464
