"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
1,"ACST","Acasti Pharma Inc.","Healthcare","Biotechnology","Canada",66.94,,0.49,-22.22%,504850
2,"AHPI","Allied Healthcare Products Inc.","Healthcare","Medical Appliances & Equipment","USA",23.61,,2.20,-25.17%,600495
3,"AMCF","Andatee China Marine Fuel Services Corporation","Basic Materials","Oil & Gas Equipment & Services","China",20.89,,1.62,-20.59%,230973
4,"APT","Alpha Pro Tech Ltd.","Healthcare","Medical Appliances & Equipment","Canada",182.51,67.00,7.36,-26.77%,40824456
5,"ATOS","Atossa Genetics, Inc.","Healthcare","Diagnostic Substances","USA",25.10,,0.85,-16.67%,452903
6,"CALI","China Auto Logistic Inc.","Services","Auto Dealerships","China",4.23,,0.72,-30.77%,84001
7,"CDXS","Codexis, Inc.","Healthcare","Biotechnology","USA",113.09,,2.42,-16.26%,495162
8,"CEMI","Chembio Diagnostics, Inc.","Healthcare","Diagnostic Substances","USA",44.54,463.00,3.85,-16.85%,324663
9,"EXAC","Exactech Inc.","Healthcare","Medical Appliances & Equipment","USA",338.11,21.57,20.50,-16.63%,307866
10,"GPRC","Guanwei Recycling Corp.","Industrial Goods","Waste Management","China",3.65,0.45,0.25,-28.57%,92674
11,"HERO","Hercules Offshore, Inc.","Basic Materials","Oil & Gas Drilling & Exploration","USA",279.77,,1.47,-15.52%,9757551
12,"IBIO","iBio, Inc.","Healthcare","Biotechnology","USA",165.33,,1.40,-42.86%,19454364
13,"INNL","Innocoll GmbH","Healthcare","Drugs - Generic","Ireland",105.30,41.08,4.45,-16.67%,20791
14,"LAKE","Lakeland Industries Inc.","Healthcare","Medical Instruments & Supplies","USA",162.69,,21.43,-26.10%,14898584
15,"MPO","Midstates Petroleum Company, Inc.","Basic Materials","Independent Oil & Gas","USA",227.53,,2.35,-27.02%,3218285
16,"NSPH","Nanosphere, Inc.","Healthcare","Medical Instruments & Supplies","USA",94.51,,0.72,-41.46%,6945079
17,"ONCY","Oncolytics Biotech Inc.","Healthcare","Biotechnology","Canada",43.32,,0.40,-17.94%,658653
18,"PTSX","Point.360","Services","Movie Production, Theaters","USA",4.79,,0.37,-17.78%,12841
19,"SUTR","Sutor Technology Group Limited","Basic Materials","Steel & Iron","China",26.71,1.36,0.48,-25.00%,208329
